code,company_name,sector_33,market_cap_repaired,moat_p,change_p,future_p,price_p_repaired,price_p_asis,total_repaired,total_asis
4082,"DAIICHI KIGENSO KAGAKU-KOGYO CO.,LTD",Chemicals,55100500000.0,48.09943300668279,8.36281185466317,78.62964849719816,33.239938869077946,51.069791136016306,42.08295805690552,46.54042112364011
9024,SEIBU HOLDINGS INC.,Land Transportation,740179722630.0,75.84156570728183,98.54950605570129,22.69485481406011,71.11563932755986,96.94345389709628,67.05039147615078,73.50734511853489
6677,"SK-Electronics CO.,LTD.",Electric Appliances,33908854000.0,72.8589344453461,23.22372607021265,95.72083545593479,60.34131431482425,51.069791136016306,63.036202571579445,60.71832177687746
6465,HOSHIZAKI CORPORATION,Machinery,734884797000.0,55.62505993598641,68.09574705586873,88.18135506877228,30.79470198675497,51.069791136016306,60.674216011845594,65.74298829916093
6727,"Wacom Co.,Ltd.",Electric Appliances,117153767900.0,58.452873278969,51.73511190489479,95.72083545593479,16.632705043301073,51.069791136016306,55.63538142077492,64.24465294395372
6224,"JRC Co.,Ltd.",Machinery,17803511960.0,60.14667419083749,89.06150583244963,88.18135506877228,35.8634742740703,51.069791136016306,68.31325234153243,72.11483155701893
3445,"RS Technologies Co.,Ltd.",Metal Products,190947720380.0,74.25113994821803,71.9312105821287,78.62964849719816,45.79724910850739,51.069791136016306,67.65231203401306,68.97044754089029
6986,FUTABA CORPORATION,Electric Appliances,26297696180.0,45.21183033953975,3.684210526315789,95.72083545593479,94.95669893020886,51.069791136016306,59.8933938129998,48.92166686445166
6947,ZUKEN INC.,Electric Appliances,102591369940.0,66.53948269722645,55.86607691019702,95.72083545593479,23.739174732552215,51.069791136016306,60.466392448977615,67.29904654984364
7989,TACHIKAWA CORPORATION,Metal Products,49046928000.0,60.227168317326786,31.794831724060945,78.62964849719816,57.10646968925114,51.069791136016306,56.93952955695926,55.43035991865055
6257,"FUJISHOJI CO.,LTD.",Machinery,20802664000.0,64.53589115321775,19.919852653904115,88.18135506877228,89.88792664289353,51.069791136016306,65.63125637969692,55.92672250297761
4374,ROBOT PAYMENT INC.,Information & Communication,9415990706.0,74.85482447570325,87.07063124406989,84.81915435557819,19.561895058583797,51.069791136016306,66.57662628348378,74.4536003028419
3441,"SANNO Co.,Ltd.",Metal Products,12215494400.0,44.16984409923026,76.09334710051905,78.62964849719816,47.14722363728986,51.069791136016306,61.510015833559336,62.490657708240946
7745,"A&D HOLON Holdings Company,Limited",Precision Instruments,77491956360.0,66.9658183085326,50.695875425573476,95.72083545593479,45.74630667345899,51.069791136016306,64.78220896587497,66.1130800815143
4928,"Noevir Holdings Co.,Ltd.",Chemicals,148408788935.0,79.60964418854618,29.29848747000056,78.62964849719816,29.521141110545084,51.069791136016306,54.264730316572496,59.651892822940304
7995,"VALQUA,LTD.",Chemicals,147152995880.0,56.33241493220794,12.060891890383434,78.62964849719816,15.690269994905758,51.069791136016306,40.67830632867382,49.52318661395146
9202,ANA HOLDINGS INC.,Air Transportation,1371478491995.5,51.18034749689599,79.09044482893341,22.69485481406011,68.13550687722874,99.23586347427407,55.27528850427956,63.05037765354089
9795,"STEP CO.,LTD.",Services,34428966200.0,83.04328929224272,45.72355863146733,54.3555781966378,52.01222618441162,51.069791136016306,58.78366307618986,58.54805431409103
6807,"Japan Aviation Electronics Industry,Limited",Electric Appliances,168906675448.0,60.28702508143205,17.270943796394484,95.72083545593479,47.40193581253184,51.069791136016306,55.170185036573294,56.08714886744441
6368,ORGANO CORPORATION,Machinery,724830750000.0,76.3502208476452,80.47474465591338,88.18135506877228,10.035659704533876,2.49617931737137,63.76049506921619,61.87562497242556
3003,"Hulic Co.,Ltd.",Real Estate,1262451241285.0,66.72858993367751,75.36710944912653,22.69485481406011,55.19612837493632,98.52266938359654,54.99667064295012,65.82830589511516
6249,"Gamecard Holdings,Inc.",Machinery,32393130000.0,83.9345279216498,90.52522743762907,88.18135506877228,91.41619969434538,51.069791136016306,88.51432753059913,78.42772539101686
7735,"SCREEN Holdings Co.,Ltd.",Electric Appliances,1042507210500.0,76.55553961255671,82.6885360272367,95.72083545593479,44.24350483953133,2.1395822720326034,74.80210398381489,64.2761233419402
6351,"TSURUMI MANUFACTURING CO.,LTD.",Machinery,51056179200.0,61.10397277173768,55.75520455433387,88.18135506877228,90.44829342842588,51.069791136016306,73.87220645581742,64.02758088271503
6238,FURYU CORPORATION,Machinery,35615659300.0,60.58760253847444,58.87598370262879,88.18135506877228,31.813550687722874,51.069791136016306,59.86462299939959,64.67868311147295
5819,"Canare Electric Co.,Ltd.",Nonferrous Metals,12006235800.0,59.86873163579282,33.93944298710721,84.66632705043301,79.3683138053999,51.069791136016306,64.46070386968323,57.386073202337336
7743,"SEED CO.,LTD.",Precision Instruments,14769769936.0,38.50534786141692,62.9415917843389,95.72083545593479,64.92613346917983,51.069791136016306,65.52347714271761,62.05939155942673
6378,"KIMURA CHEMICAL PLANTS CO.,LTD.",Machinery,23957683700.0,59.42429563284518,75.00041859686331,88.18135506877228,58.7111563932756,51.069791136016306,70.32930642293908,68.41896510862426
9769,"GAKKYUSHA CO.,LTD.",Services,27051089184.0,79.31513339421161,25.646397276329743,54.3555781966378,29.190015282730517,51.069791136016306,47.126781037477414,52.59672500079886
3834,"Asahi Net,Inc.",Information & Communication,15947177400.0,84.50671842644394,46.5717754088296,66.17422312786552,65.25725929699439,51.069791136016306,65.62749406503336,62.08062702478884
4917,MANDOM CORPORATION,Chemicals,139248607520.0,33.24922635333138,71.53733884020761,78.62964849719816,18.568517575140092,51.069791136016306,50.496182816469315,58.621501206688365
4970,"Toyo Gosei Co.,Ltd.",Chemicals,131591978200.0,59.37461780110895,36.11807222191215,78.62964849719816,8.099847172694854,51.069791136016306,45.555546423228535,56.298032414058895
5951,"Dainichi Co.,Ltd.",Metal Products,15472943172.0,56.66044457468248,18.38558352402746,78.62964849719816,72.13448802852776,51.069791136016306,56.452541156108964,51.1863669329811
6496,"NAKAKITA SEISAKUSHO CO.,LTD.",Machinery,17140810000.0,32.61774285138488,78.66308533794721,88.18135506877228,77.86551197147224,51.069791136016306,69.33192380739415,62.63299359853016
6310,"ISEKI & CO.,LTD.",Machinery,40760742726.0,27.734879341050494,63.040017860132835,88.18135506877228,70.88639836984208,51.069791136016306,62.46066265994942,57.506510851492976
6849,NIHON KOHDEN CORPORATION,Electric Appliances,230002702930.0,47.43542112463295,56.42367583858905,95.72083545593479,49.566989302088636,51.069791136016306,62.28673043031136,62.662430888793274
6364,AIRMAN CORPORATION,Machinery,45823961268.0,62.31807345873231,58.69291734107273,88.18135506877228,64.56953642384107,51.069791136016306,68.44047057310459,65.0655342511484
3939,"Kanamic Network Co.,LTD",Information & Communication,23871021900.0,88.62744909121702,79.77792041078305,66.17422312786552,15.817626082526745,51.069791136016306,62.599304678098086,71.41234594147048
4684,"OBIC Co.,Ltd.",Information & Communication,1830398517900.0,92.72363849236343,62.24934419824747,66.17422312786552,12.124299541518084,2.088639836984208,58.317876339998634,55.80896141386516
8630,"Sompo Holdings,Inc.",Insurance,5559739884102.0,80.02993872866872,20.995534966791315,45.6444218033622,19.612837493632195,98.82832399388691,41.5706832481136,61.37455487317729
4272,"NIPPON KAYAKU CO.,LTD.",Chemicals,338192651635.0,61.567382627863154,41.086007702182286,78.62964849719816,38.56342333163525,51.069791136016306,54.961615539719716,58.08820749081498
4733,"OBIC BUSINESS CONSULTANTS CO.,LTD.",Information & Communication,479546428200.0,83.55558358979596,78.46564715075068,66.17422312786552,14.645950076413651,51.069791136016306,60.71035098620644,69.81631125110711
6907,"GEOMATEC CO.,LTD.",Electric Appliances,5062592000.0,36.92843567222832,53.81422671206117,95.72083545593479,70.32603158430973,51.069791136016306,64.1973823561335,59.383322244060146
6908,"IRISO ELECTRONICS CO.,LTD.",Electric Appliances,69191339775.0,50.013271594674066,31.631746386113747,95.72083545593479,48.930208863983694,51.069791136016306,56.574015575176574,57.10891114318473
5444,"YAMATO KOGYO CO.,LTD.",Iron and Steel,721142379000.0,82.70432156702913,53.0910029580845,22.69485481406011,45.59347936831381,51.069791136016306,51.02091467687189,52.389992618797514
4345,"CTS Co.,Ltd.",Services,33670258000.0,87.49022022820229,43.20851705084557,54.3555781966378,30.463576158940395,51.069791136016306,53.87947290865651,59.03102665292549
6445,JANOME Corporation,Machinery,21822328605.0,42.549163891675526,22.911955126416256,88.18135506877228,74.57972491085073,51.069791136016306,57.0555497494287,51.178066305720094
2124,"JAC Recruitment Co.,Ltd.",Services,137997820800.0,91.00759170149999,75.32234749120947,54.3555781966378,22.491085073866532,51.069791136016306,60.794150615803446,67.93882713134089
9414,Nippon BS Broadcasting Corporation,Information & Communication,16088508996.0,70.94210580167513,21.002567394094992,66.17422312786552,73.79011716760061,51.069791136016306,57.97725337280906,52.29717186491298
1928,"Sekisui House,Ltd.",Construction,2124984952480.0,43.14026155604847,67.23469330803148,22.69485481406011,70.58074375955171,99.08303616912887,50.91263835942294,58.03821146181724
5992,"CHUO SPRING CO.,LTD.",Metal Products,99796499180.0,32.6309642640335,77.22140983423564,78.62964849719816,27.916454406520632,51.069791136016306,54.099619250496986,59.8879534328709
6349,KOMORI CORPORATION,Machinery,77322160440.0,50.60042894603521,25.400736730479434,88.18135506877228,78.4004075394804,51.069791136016306,60.64573207119183,53.81307797032581
4828,Business Engineering Corporation,Information & Communication,12563790600.0,86.65061149964839,55.43595467991294,66.17422312786552,80.53998981151298,51.069791136016306,72.20019477973494,64.83264511086078
6287,SATO CORPORATION,Machinery,72350366298.0,41.734868629326286,48.017971758664956,88.18135506877228,72.38920020376975,51.069791136016306,62.580848915133316,57.250996648194956
6905,"COSEL CO.,LTD.",Electric Appliances,61084287000.0,43.413812294265355,1.6873360495618686,95.72083545593479,30.743759551706574,51.069791136016306,42.89143583786715,47.97294373394458
6237,"IWAKI CO.,LTD.",Machinery,75191714000.0,64.48836081292463,81.20070324273036,88.18135506877228,33.418237391747326,51.069791136016306,66.82216412904364,71.23505256511089
6339,"Sintokogio,Ltd.",Machinery,64774515868.0,17.861835885376912,65.60755148741418,88.18135506877228,60.72338257768721,51.069791136016306,58.09353125481264,55.680133394394915
4109,STELLA CHEMIFA CORPORATION,Chemicals,84055121920.0,64.13139309902942,39.19007088240219,78.62964849719816,22.26184411614875,51.069791136016306,51.05323914869463,58.25522590366152
4743,ITFOR Inc.,Information & Communication,44064602300.0,80.31275159306895,44.82349165596919,66.17422312786552,32.88334182373917,51.069791136016306,56.048452050160705,60.59506437822999
9412,SKY Perfect JSAT Corporation,Information & Communication,1119265142800.0,72.7397684943986,34.94893118267567,66.17422312786552,8.023433520122262,0.4075394803871625,45.47158908126551,43.567615571331736
5906,"MK SEIKO CO.,LTD.",Metal Products,11524937850.0,45.42757983478058,31.976502762739297,78.62964849719816,80.69281711665818,51.069791136016306,59.18163705284405,51.775880557683585
7729,"TOKYO SEIMITSU CO.,LTD.",Precision Instruments,683983298420.0,82.43771487579318,22.361556064073227,95.72083545593479,13.703515028018337,1.477330616403464,53.55590535595488,50.49935925305116
9441,"Bell-Park Co.,Ltd.",Information & Communication,33661958000.0,46.16779822131279,63.517553161801644,66.17422312786552,66.3779928680591,51.069791136016306,60.55939184475976,56.73234141174906
8361,"The Ogaki Kyoritsu Bank,Ltd.",Banks,291846607970.0,9.526235354049923,,22.69485481406011,47.68211920529802,51.069791136016306,26.634403124469355,27.763627101375448
7244,"ICHIKOH INDUSTRIES,LTD.",Electric Appliances,50627100766.0,49.421873931138244,9.663671373555841,95.72083545593479,87.18797758532858,51.069791136016306,60.498589586489366,51.4690429741613
5703,"Nippon Light Metal Holdings Company,Ltd.",Nonferrous Metals,193868287500.0,18.46944297274885,72.30127811575599,78.62964849719816,63.0412633723892,51.069791136016306,58.11040823952305,55.11754018042983
5817,"JMACS Japan Co.,Ltd.",Nonferrous Metals,5428950075.0,54.34923449108943,74.85611430485014,78.62964849719816,58.48191543555782,51.069791136016306,66.57922818217389,64.72619710728851
6151,"NITTO KOHKI CO.,LTD.",Machinery,30317319900.0,53.8467232513776,12.21898197242842,88.18135506877228,63.37238920020377,51.069791136016306,54.40486237319551,51.32921285714865
8035,Tokyo Electron Limited,Electric Appliances,24380732166980.0,88.85131238716949,40.78140871797734,95.72083545593479,5.323484462557311,0.2547121752419766,57.669260255909734,56.4020671840809
7780,"Menicon Co.,Ltd.",Precision Instruments,124549405500.0,50.578915589491245,36.757325445107995,95.72083545593479,31.915435557819663,51.069791136016306,53.74312801208842,58.531716906637584
4224,LONSEAL CORPORATION,Chemicals,9285944135.0,33.2799414740185,58.080482223586536,78.62964849719816,47.91136016301579,51.069791136016306,54.475358089454744,55.264965832704874
6323,RORZE CORPORATION,Machinery,667365566400.0,82.6959620452388,71.92052240888542,88.18135506877228,9.628120224146715,2.3433520122261844,63.1064899367608,61.285297883780665
6239,NAGAOKA INTERNATIONAL CORPORATION,Machinery,9083012400.0,70.29435918144362,45.38282078472959,88.18135506877228,63.80539989811513,51.069791136016306,66.91598373326515,63.732081542740445
3964,AUCNET INC.,Information & Communication,65743002700.0,76.71752273382853,69.01518111290953,66.17422312786552,47.40193581253184,51.069791136016306,64.82721569678385,65.74417952765496
7004,Kanadevia Corporation,Machinery,230195646738.0,30.15443122907676,69.0400457665904,88.18135506877228,60.85073866530821,51.069791136016306,62.05664268243691,59.611405800113936
9701,"Tokyo Kaikan Co.,Ltd.",Services,13396550580.0,43.71092843664099,82.38770441480159,54.3555781966378,46.612328069281716,51.069791136016306,56.76663477934052,57.88100054602417
9845,PARKER CORPORATION,Chemicals,33180036552.0,47.90730024367367,67.35524920466595,78.62964849719816,77.50891492613347,51.069791136016306,67.85027821791782,61.24049727038852
4617,"Chugoku Marine Paints,Ltd.",Chemicals,162865044000.0,60.95085412999254,88.46215884355641,78.62964849719816,49.46510443199185,51.069791136016306,69.37694147568473,69.77811315169086
2303,Dawn Corporation,Information & Communication,3961719000.0,89.62511952366633,63.841770385667246,66.17422312786552,57.69230769230769,51.069791136016306,69.33335518237669,67.67772604330385
4403,NOF CORPORATION,Chemicals,626132821896.0,77.84578708929816,39.73444214991349,78.62964849719816,29.47019867549669,51.069791136016306,56.420019102976624,61.819917218106525
6317,Kitagawa Corporation,Machinery,15124739011.0,32.97349522432559,28.528408773790257,88.18135506877228,78.1456953642384,51.069791136016306,56.95723860778163,50.18826255072611
4043,Tokuyama Corporation,Chemicals,374730860400.0,63.790058573444846,49.54568287101635,78.62964849719816,52.31788079470199,51.069791136016306,61.07081768409034,60.75879526941892
9021,West Japan Railway Company,Land Transportation,1188190191500.0,50.710642776654964,64.82192889434616,22.69485481406011,69.23076923076923,99.18492103922567,51.86454892895762,59.35308688107173
4064,"Nippon Carbide Industries Company,Incorporated",Chemicals,30364158340.0,45.30486083230656,56.95174973488865,78.62964849719816,66.4289353031075,51.069791136016306,61.82879859187521,57.989012550102416
5991,"NHK SPRING CO.,LTD.",Metal Products,728716054080.0,49.60935669120545,70.13942066194119,78.62964849719816,39.88792664289353,51.069791136016306,59.566588123309586,62.362054246590276
6363,"Torishima Pump Mfg.Co.,Ltd.",Machinery,70544259486.0,27.693616603798006,54.060222135402135,88.18135506877228,42.18033622007132,51.069791136016306,53.02888250701094,55.251246235997186
9101,Nippon Yusen Kabushiki Kaisha,Marine Transportation,2287724245000.0,67.72672663768486,14.334793771278674,22.69485481406011,84.76821192052981,99.28680590932247,47.38114678588836,51.01079528308652
4092,"Nippon Chemical Industrial Co.,Ltd.",Chemicals,48658266750.0,52.640743885147195,56.52079031087794,78.62964849719816,44.42180336220072,51.069791136016306,58.05324651385601,59.7152434573099
6470,"TAIHO KOGYO CO.,LTD.",Machinery,32358738051.0,27.413204917657332,32.73491655969192,88.18135506877228,46.535914416709126,51.069791136016306,48.71634774070766,49.84981692053446
6343,FREESIA MACROSS CORPORATION,Machinery,6030243880.0,43.37833567506828,40.010995144276386,88.18135506877228,96.63779928680592,51.069791136016306,67.05212129373072,55.66011925603331
6149,"Odawara Engineering Co.,Ltd.",Machinery,11752240344.0,60.798336140952166,73.23251660434225,88.18135506877228,88.92002037697401,51.069791136016306,77.78305704776017,68.32049973752075
4320,"CE Holdings Co.,Ltd.",Information & Communication,28739525100.0,62.80158080042778,47.4899257688229,66.17422312786552,24.63066734589913,51.069791136016306,50.274099260753836,56.88388020828313
4275,"Carlit Co.,Ltd.",Chemicals,54671699600.0,59.930247763524974,20.551626946475416,78.62964849719816,40.32093734080489,51.069791136016306,49.858115137000866,52.545328585803716
9746,TKC Corporation,Information & Communication,177368119370.0,79.77947763278868,49.8854998046548,66.17422312786552,40.85583290881304,51.069791136016306,59.173758368530514,61.727247925331326
9744,MEITEC Group Holdings Inc.,Services,233011027800.0,68.58509227332746,69.84910978400401,54.3555781966378,19.99490575649516,51.069791136016306,53.19617150261611,60.964892847496394
6273,SMC CORPORATION,Machinery,4240321324680.0,82.09704374901534,13.470279622704695,88.18135506877228,21.676006113092207,3.3112582781456954,51.35617113839613,46.7649841796595
9336,"Daiei Kankyo Co.,Ltd.",Services,390561223000.0,76.08270570858872,62.15892727577162,54.3555781966378,12.888436067244013,51.069791136016306,51.371411812060536,60.91675057925361
4182,"Mitsubishi Gas Chemical Company,Inc.",Chemicals,1064267455332.0,47.235901512298874,25.32988223474912,78.62964849719816,31.686194600101885,4.89047376464595,45.72040671108701,39.021476502223024
4973,"JAPAN PURE CHEMICAL CO.,LTD.",Chemicals,31944045000.0,51.64333504511991,12.183596584249596,78.62964849719816,24.375955170657157,51.069791136016306,41.70813382430621,48.381592815645995
3997,"TRADE WORKS Co.,Ltd",Information & Communication,14401811700.0,30.725008806391898,92.52572975386505,66.17422312786552,3.8461538461538467,51.069791136016306,48.317778883569076,60.12368820603469
6165,"PUNCH INDUSTRY CO.,LTD.",Machinery,14829021900.0,33.20030503322615,12.226600435340739,88.18135506877228,59.93377483443709,51.069791136016306,48.38550884294406,46.16951291833887
7940,"WAVELOCK HOLDINGS CO.,LTD.",Chemicals,8908631238.0,32.1425148187645,44.15172740972261,78.62964849719816,64.34029546612328,51.069791136016306,54.81604654795214,51.4984204654254
8392,"THE OITA BANK,LTD.",Banks,32772721454.0,6.749872643912378,,22.69485481406011,97.35099337748343,51.069791136016306,42.26524027848531,26.838172864662933
6395,TADANO LTD.,Machinery,158098628355.0,26.26221437255253,44.79329686889546,88.18135506877228,81.38053998981151,51.069791136016306,60.15435157500794,52.57666436155914
6135,"Makino Milling Machine Co.,Ltd.",Machinery,330010902510.0,32.050223905130224,23.580342691298764,88.18135506877228,31.10035659704534,51.069791136016306,43.728069565561654,48.7204282003044
4045,"TOAGOSEI CO.,LTD.",Chemicals,186455939000.0,59.064529858065455,37.029245967516886,78.62964849719816,59.296994396332146,51.069791136016306,58.50510467977816,56.4483038646992
4659,"AJIS CO.,LTD.",Services,37319565000.0,68.53591911989008,59.2129541775967,54.3555781966378,58.634742740703004,51.069791136016306,60.1847985587069,58.293560657535224
3104,"Fujibo Holdings,Inc.",Textiles and Apparels,46110514500.0,73.18674319423448,58.27532511023051,22.69485481406011,66.86194600101885,51.069791136016306,55.25471727988599,51.30667856363535
8393,"The Miyazaki Bank,Ltd.",Banks,32138268800.0,11.130922058074377,,22.69485481406011,98.26795720835456,51.069791136016306,44.03124469349635,28.2985226693836
4628,"SK KAKEN CO.,LTD.",Chemicals,132069890150.0,62.1171352730159,50.74660936540715,78.62964849719816,66.55629139072848,51.069791136016306,64.51242113158742,60.64079606790938
4767,"TOW CO.,LTD.",Services,14346603600.0,57.12939246140877,86.8281241279232,54.3555781966378,48.47172694854814,51.069791136016306,61.69620543362948,62.34572148049652
7719,TOKYO KOKI CO.LTD.,Precision Instruments,3141831249.0,49.09374749009402,66.49277222749345,95.72083545593479,27.865511971472237,51.069791136016306,59.79321678624862,65.59428657738464
6882,"Sansha Electric Manufacturing Co.,Ltd.",Electric Appliances,17839167000.0,36.300711584643786,23.353909694703354,95.72083545593479,45.185939887926644,51.069791136016306,50.14034915580215,51.61131196782456
6440,JUKI CORPORATION,Machinery,16583466724.0,41.50866743179384,9.526315789473685,88.18135506877228,93.12277126846664,51.069791136016306,58.08477738962661,47.57153235651403
6103,OKUMA Corporation,Machinery,247754494260.0,36.81757068853184,6.153262264888095,88.18135506877228,39.25114620478859,51.069791136016306,42.6008335567452,45.55549478955213
7199,"Premium Group Co.,Ltd.",Other Financing Business,73932011280.0,75.52492458902819,91.26148350728359,22.69485481406011,16.09780947529292,51.069791136016306,51.3947680964162,60.13776351159705
6626,SEMITEC Corporation,Electric Appliances,23688646800.0,67.30656029217474,39.35404922699112,95.72083545593479,73.17880794701986,51.069791136016306,68.89006323053013,63.362809027779235
3817,"SRA Holdings,Inc.",Information & Communication,57737380000.0,66.17860629274192,63.30588268125244,66.17422312786552,33.341823739174735,51.069791136016306,57.25013396025865,61.68212580946904
7970,"Shin-Etsu Polymer Co.,Ltd.",Chemicals,185983929312.0,71.39234882389678,28.700061394206617,78.62964849719816,38.33418237391747,51.069791136016306,54.26406027230476,57.447962462829466
6835,ALLIED TELESIS HOLDINGS K.K.,Electric Appliances,30033482336.0,47.708930608676106,60.77803203661327,95.72083545593479,56.03667855323485,51.069791136016306,65.06111916361476,63.81939730931012
7202,ISUZU MOTORS LIMITED,Transportation Equipment,1639972956831.0,52.12400122888441,30.431071049840934,47.809475292919004,42.94447274579725,98.62455425369333,43.3272550793604,57.24727545633442
6167,"Fuji Die Co.,Ltd.",Machinery,19595590000.0,43.16748785692823,9.436875593012223,88.18135506877228,37.06062149770759,51.069791136016306,44.46158500410508,47.96387741368226
6391,KAJI TECHNOLOGY CORPORATION,Machinery,7163552000.0,51.02228764648482,78.25997655857566,88.18135506877228,62.93937850229241,51.069791136016306,70.1007494440313,67.13335260246227
4078,"Sakai Chemical Industry Co.,Ltd.",Chemicals,91467828000.0,59.02527427449199,40.28269241502483,78.62964849719816,49.64340295466124,51.069791136016306,56.89525453534406,57.251851580682825
7988,NIFCO INC.,Chemicals,410875117900.0,80.04993664605419,54.074956744990786,78.62964849719816,58.430973000509425,51.069791136016306,67.79637872218814,65.95608325606486
6588,TOSHIBA TEC CORPORATION,Electric Appliances,168916369600.0,37.34875682612117,53.43472679578054,95.72083545593479,65.00254712175243,51.069791136016306,62.87671654989723,59.3935275534632
4462,"ISHIHARA CHEMICAL CO.,LTD.",Chemicals,37216905500.0,77.95941885810072,66.65728079477591,78.62964849719816,38.58889454915945,51.069791136016306,65.45881067480856,68.57903482152278
4220,RIKEN TECHNOS CORPORATION,Chemicals,78251191051.0,58.42551455300513,47.872244237316515,78.62964849719816,70.22414671421294,51.069791136016306,63.78788850043318,58.999299605884026
6899,ASTI CORPORATION,Electric Appliances,7033063500.0,27.387392032946035,16.964614611821176,95.72083545593479,81.83902190524708,51.069791136016306,55.477966001487275,47.78565830917958
9757,Funai Soken Holdings Incorporated,Services,48623475000.0,91.54643246383345,46.55321761455601,54.3555781966378,58.354559347936835,51.069791136016306,62.70244690574102,60.88125485276089
6844,"Shindengen Electric Manufacturing Co.,Ltd.",Electric Appliances,35954689240.0,16.44156510409296,23.12075124183736,95.72083545593479,45.46612328069281,51.069791136016306,45.18731877063948,46.58823573447035
5019,"Idemitsu Kosan Co.,Ltd.",Oil and Coal Products,1665607026630.0,20.135354025757547,11.5815426689736,22.69485481406011,52.47070809984717,99.13397860417727,26.720614902159607,38.38643252824213
3635,"KOEI TECMO HOLDINGS CO.,LTD.",Information & Communication,478672681522.0,95.20472845634684,25.98512585812357,66.17422312786552,37.85022924095772,51.069791136016306,56.30357667082342,59.60846714458806
4119,Nippon Pigment Holdings Company Limited,Chemicals,8632794500.0,33.40358910748338,44.24348384216107,78.62964849719816,96.7142129393785,51.069791136016306,63.24773359655528,51.83662814571473
8593,Mitsubishi HC Capital Inc.,Other Financing Business,1826372704880.0,24.11881559601271,53.750767427582744,22.69485481406011,57.08099847172695,98.11512990320938,39.41135907734563,49.669891935216235
9709,"NCS&A CO.,LTD.",Information & Communication,21489164800.0,66.50083973618743,45.262432326840425,66.17422312786552,54.53387671930719,51.069791136016306,58.11784297755014,57.25182158172742
4095,"NIHON PARKERIZING CO.,LTD.",Chemicals,160112591136.0,61.10118502528087,46.37422559580287,78.62964849719816,72.08354559347937,51.069791136016306,64.54715117794032,59.29371256357455
6455,MORITA HOLDINGS CORPORATION,Transportation Equipment,105331772030.0,63.27038908866137,89.60520734497963,47.809475292919004,61.36016301579215,51.069791136016306,65.51130868558803,62.93871571564408
4668,"MEIKO NETWORK JAPAN CO.,LTD.",Services,17237705100.0,65.1651312176127,67.45529385499805,54.3555781966378,61.61487519103413,51.069791136016306,62.14771961507067,59.51144860131621
9347,"NIPPON KANZAI Holdings Co.,Ltd.",Services,98103577406.0,46.319755750667056,64.01342300608361,54.3555781966378,42.231278655119716,51.069791136016306,51.73000890212705,53.93963702235119
3101,"TOYOBO CO.,LTD.",Chemicals,168850705180.0,22.140073457390436,50.889183457051956,78.62964849719816,46.20478858889455,51.069791136016306,49.465923500133776,50.68217413691421
7925,"MAEZAWA KASEI INDUSTRIES CO.,LTD.",Chemicals,28766543400.0,50.68192146738988,30.60417480605012,78.62964849719816,59.78094752929191,51.069791136016306,54.92417307498252,52.746383976663616
6289,GIKEN LTD.,Machinery,46652557392.0,54.49846307966625,14.711670480549198,88.18135506877228,32.95975547631177,51.069791136016306,47.58781102632487,52.11531994125101
4923,"COTA CO.,LTD.",Chemicals,29941670577.0,74.97173079587213,28.87171401462298,78.62964849719816,23.535404992358636,51.069791136016306,51.50212457501297,58.38572111092739
2207,"MEITO CO.,LTD.",Foods,50055528256.0,60.17127708281608,84.68864765306692,22.69485481406011,67.90626591951096,51.069791136016306,58.865261367363516,54.65614267148985
2485,TEAR Corporation,Services,10013568000.0,53.43411723990518,80.4625216275046,54.3555781966378,58.22720326031585,51.069791136016306,61.61985508109085,59.830502050015966
4635,"TOKYO PRINTING INK MFG.CO.,LTD.",Chemicals,3188868550.0,28.10228351197546,63.455851984149135,78.62964849719816,99.31227712684667,51.069791136016306,67.37501528004235,55.31439378233476
4686,JUSTSYSTEMS CORPORATION,Information & Communication,270382619000.0,88.79381246272585,31.578193894067088,66.17422312786552,21.39582272032603,51.069791136016306,51.98551305124612,59.40400515516869
9534,"HOKKAIDO GAS CO.,LTD.",Electric Power and Gas,64521649560.0,59.35371334598216,27.19562426745549,78.62964849719816,83.6729495669893,51.069791136016306,62.21298391940628,54.06219431166303
3837,Ad-Sol Nissin Corporation,Information & Communication,12221811000.0,72.57076089412524,67.95060557012891,66.17422312786552,51.83392766174222,51.069791136016306,64.63237931346548,64.441345182034
6266,"TAZMO CO.,LTD.",Machinery,56077534820.0,71.91521479793906,64.12733716582017,88.18135506877228,33.77483443708609,51.069791136016306,64.4996853674044,68.82342454213695
7942,JSP Corporation,Chemicals,67326741237.0,38.75579002275253,61.13029525032092,78.62964849719816,70.32603158430973,51.069791136016306,62.21044133864533,57.396381226571975
7280,MITSUBA Corporation,Electric Appliances,56213044904.0,46.0373526124059,69.13796952614835,95.72083545593479,93.65766683647479,51.069791136016306,76.13845610774095,65.49148718262634
4094,"NIHON KAGAKU SANGYO CO.,LTD.",Chemicals,39711369000.0,66.08578770557742,31.927136239325783,78.62964849719816,54.17727967396842,51.069791136016306,57.70496302901745,56.92809089452942
6472,NTN CORPORATION,Machinery,234426968307.0,10.928190216013945,37.270329854328295,88.18135506877228,32.88334182373917,51.069791136016306,42.31580424071342,46.862416568782706
6539,"MATCHING SERVICE JAPAN CO.,LTD.",Services,23007396000.0,87.35835039703066,60.35575152090194,54.3555781966378,28.960774325012736,51.069791136016306,57.757613609895785,63.284867812646674
