code,company_name,sector,rejection_reason_category,reason_source
3191,"JOYFUL HONDA CO.,LTD.",Retail Trade,score_below_cutoff,score_below_cutoff_v5
5715,"FURUKAWA CO.,LTD.",Nonferrous Metals,ai_keyword_only,audited
6951,JEOL Ltd.,Electric Appliances,ai_keyword_only,audited
5711,Mitsubishi Materials Corporation,Nonferrous Metals,ai_keyword_only,audited
9678,"KANAMOTO CO.,LTD.",Services,ai_keyword_only,audited
4368,"FUSO CHEMICAL CO.,LTD.",Chemicals,ai_keyword_only,audited
4553,"TOWA PHARMACEUTICAL CO.,LTD.",Pharmaceutical,already_represented_by_better_candidate,audited
9536,"SAIBU GAS HOLDINGS CO.,LTD.",Electric Power and Gas,score_below_cutoff,score_below_cutoff_v5
7283,"AISAN INDUSTRY CO.,LTD.",Transportation Equipment,already_represented_by_better_candidate,audited
9532,"OSAKA GAS CO.,LTD.",Electric Power and Gas,score_below_cutoff,score_below_cutoff_v5
7373,"Aidma Holdings,Inc.",Services,ai_keyword_only,audited
6465,HOSHIZAKI CORPORATION,Machinery,ai_keyword_only,audited
5975,Topre Corporation,Metal Products,already_represented_by_better_candidate,audited
7226,"KYOKUTO KAIHATSU KOGYO CO.,LTD.",Transportation Equipment,score_below_cutoff,score_below_cutoff_v5
9076,"SEINO HOLDINGS CO.,LTD.",Land Transportation,already_represented_by_better_candidate,audited
6670,"MCJ Co.,Ltd.",Electric Appliances,ai_keyword_only,audited
4979,"OAT Agrio Co.,Ltd.",Chemicals,ai_keyword_only,audited
8179,"ROYAL HOLDINGS Co., Ltd.",Retail Trade,score_below_cutoff,score_below_cutoff_v5
2003,"NITTO FUJI FLOUR MILLING CO.,LTD.",Foods,already_represented_by_better_candidate,audited
2915,"KENKO Mayonnaise Co.,Ltd.",Foods,already_represented_by_better_candidate,audited
4526,"RIKEN VITAMIN CO.,LTD.",Foods,already_represented_by_better_candidate,audited
8005,Scroll Corporation,Retail Trade,score_below_cutoff,score_below_cutoff_v5
4681,"RESORTTRUST,INC.",Services,ai_keyword_only,audited
9746,TKC Corporation,Information & Communication,ai_keyword_only,audited
3034,"Qol Holdings Co.,Ltd.",Retail Trade,score_below_cutoff,score_below_cutoff_v5
7575,"Japan Lifeline Co.,Ltd.",Wholesale Trade,score_below_cutoff,score_below_cutoff_v5
7762,"Citizen Watch Co.,Ltd.",Precision Instruments,score_below_cutoff,score_below_cutoff_v5
2585,"LIFEDRINK COMPANY,INC.",Foods,score_below_cutoff,score_below_cutoff_v5
3907,Silicon Studio Corp.,Information & Communication,ai_keyword_only,audited
4064,"Nippon Carbide Industries Company,Incorporated",Chemicals,ai_keyword_only,audited
8007,"Takashima & Co.,Ltd.",Wholesale Trade,value_trap_risk,audited
5943,NORITZ CORPORATION,Metal Products,score_below_cutoff,score_below_cutoff_v5
4443,"Sansan,Inc.",Information & Communication,ai_keyword_only,audited
3097,The Monogatari Corporation,Retail Trade,score_below_cutoff,score_below_cutoff_v5
7309,SHIMANO INC.,Transportation Equipment,score_below_cutoff,score_below_cutoff_v5
9039,"Sakai Moving Service Co.,Ltd.",Land Transportation,score_below_cutoff,score_below_cutoff_v5
6413,RISO KAGAKU CORPORATION,Machinery,ai_keyword_only,audited
2331,"ALSOK CO.,LTD.",Services,ai_keyword_only,audited
6835,ALLIED TELESIS HOLDINGS K.K.,Electric Appliances,ai_keyword_only,audited
4685,"Ryoyu Systems Co.,Ltd.",Information & Communication,ai_keyword_only,audited
7906,"YONEX CO.,LTD.",Other Products,score_below_cutoff,score_below_cutoff_v5
4045,"TOAGOSEI CO.,LTD.",Chemicals,ai_keyword_only,audited
1873,"NIHON HOUSE HOLDINGS CO.,LTD.",Construction,ai_keyword_only,audited
7483,"DOSHISHA CO.,LTD.",Wholesale Trade,score_below_cutoff,score_below_cutoff_v5
6703,"Oki Electric Industry Company,Limited",Electric Appliances,ai_keyword_only,audited
3415,"TOKYO BASE Co.,Ltd.",Retail Trade,score_below_cutoff,score_below_cutoff_v5
4985,Earth Corporation,Chemicals,ai_keyword_only,audited
3636,"Mitsubishi Research Institute,Inc.",Information & Communication,ai_keyword_only,audited
7241,"FUTABA INDUSTRIAL CO.,LTD.",Transportation Equipment,already_represented_by_better_candidate,audited
8153,"MOS FOOD SERVICES,INC.",Wholesale Trade,score_below_cutoff,score_below_cutoff_v5
6637,"TERASAKI ELECTRIC CO.,LTD.",Electric Appliances,ai_keyword_only,audited
3099,Isetan Mitsukoshi Holdings Ltd.,Retail Trade,score_below_cutoff,score_below_cutoff_v5
7246,"PRESS KOGYO CO.,LTD.",Transportation Equipment,low_pbr_only,audited
4031,Katakura & Co-op Agri Corporation,Chemicals,ai_keyword_only,audited
3399,Maruchiyo Yamaokaya Corporation,Retail Trade,score_below_cutoff,score_below_cutoff_v5
3355,KURIYAMA HOLDINGS CORPORATION,Wholesale Trade,already_represented_by_better_candidate,audited
6644,"Osaki Electric Co.,Ltd.",Electric Appliances,ai_keyword_only,audited
8130,Sangetsu Corporation,Wholesale Trade,score_below_cutoff,score_below_cutoff_v5
5253,COVER Corporation,Information & Communication,ai_keyword_only,audited
2875,"TOYO SUISAN KAISHA,LTD.",Foods,score_below_cutoff,score_below_cutoff_v5
6140,"Asahi Diamond Industrial Co.,Ltd.",Machinery,ai_keyword_only,audited
3696,CERES INC.,Information & Communication,ai_keyword_only,audited
3911,Aiming Inc.,Information & Communication,ai_keyword_only,audited
6272,"RHEON AUTOMATIC MACHINERY CO.,LTD.",Machinery,ai_keyword_only,audited
6961,ENPLAS CORPORATION,Electric Appliances,ai_keyword_only,audited
6257,"FUJISHOJI CO.,LTD.",Machinery,ai_keyword_only,audited
5632,"Mitsubishi Steel Mfg.Co.,Ltd.",Iron and Steel,already_represented_by_better_candidate,audited
9405,ASAHI BROADCASTING GROUP HOLDINGS CORPORATION,Information & Communication,ai_keyword_only,audited
3946,"TOMOKU CO.,LTD.",Pulp and Paper,already_represented_by_better_candidate,audited
8035,Tokyo Electron Limited,Electric Appliances,ai_keyword_only,audited
6238,FURYU CORPORATION,Machinery,ai_keyword_only,audited
9332,"NISSO HOLDINGS Co.,Ltd.",Services,ai_keyword_only,audited
5142,Achilles Corporation,Chemicals,ai_keyword_only,audited
9602,"TOHO CO.,LTD",Information & Communication,ai_keyword_only,audited
4044,"Central Glass Co.,Ltd.",Chemicals,ai_keyword_only,audited
9823,Mammy Mart Holdings Corporation,Retail Trade,score_below_cutoff,score_below_cutoff_v5
7965,Zojirushi Corporation,Electric Appliances,ai_keyword_only,audited
9304,Shibusawa Logistics Corporation,Warehousing and Harbor Transportation Service,already_represented_by_better_candidate,audited
6592,"MABUCHI MOTOR CO.,LTD.",Electric Appliances,ai_keyword_only,audited
5301,"TOKAI CARBON CO.,LTD.",Glass and Ceramics Products,score_below_cutoff,score_below_cutoff_v5
3395,"Saint Marc Holdings Co.,Ltd.",Retail Trade,score_below_cutoff,score_below_cutoff_v5
7482,"SHIMOJIMA Co.,Ltd.",Wholesale Trade,score_below_cutoff,score_below_cutoff_v5
4021,Nissan Chemical Corporation,Chemicals,ai_keyword_only,audited
6777,santec Holdings Corporation,Electric Appliances,ai_keyword_only,audited
6958,CMK CORPORATION,Electric Appliances,ai_keyword_only,audited
7780,"Menicon Co.,Ltd.",Precision Instruments,score_below_cutoff,score_below_cutoff_v5
3064,"MonotaRO Co.,Ltd.",Retail Trade,score_below_cutoff,score_below_cutoff_v5
7014,"Namura Shipbuilding Co.,Ltd.",Transportation Equipment,score_below_cutoff,score_below_cutoff_v5
9856,"KU HOLDINGS CO.,LTD.",Retail Trade,already_represented_by_better_candidate,audited
6535,"i-mobile Co.,Ltd.",Services,ai_keyword_only,audited
7276,"KOITO MANUFACTURING CO.,LTD.",Electric Appliances,ai_keyword_only,audited
8032,JAPAN PULP AND PAPER COMPANY LIMITED,Wholesale Trade,score_below_cutoff,score_below_cutoff_v5
2222,"Kotobuki Spirits Co.,Ltd.",Foods,score_below_cutoff,score_below_cutoff_v5
9064,"YAMATO HOLDINGS CO.,LTD.",Land Transportation,score_below_cutoff,score_below_cutoff_v5
5988,"PIOLAX,INC.",Metal Products,already_represented_by_better_candidate,audited
2060,"FEED ONE CO.,LTD.",Foods,already_represented_by_better_candidate,audited
5232,"Sumitomo Osaka Cement Co.,Ltd.",Glass and Ceramics Products,score_below_cutoff,score_below_cutoff_v5
5981,"TOKYO ROPE MFG.CO.,LTD",Metal Products,already_represented_by_better_candidate,audited
6445,JANOME Corporation,Machinery,ai_keyword_only,audited
6088,SIGMAXYZ Holdings Inc.,Services,ai_keyword_only,audited
8051,YAMAZEN CORPORATION,Wholesale Trade,score_below_cutoff,score_below_cutoff_v5
7735,"SCREEN Holdings Co.,Ltd.",Electric Appliances,already_represented_by_better_candidate,audited
3176,"Sanyo Trading Co.,Ltd.",Wholesale Trade,already_represented_by_better_candidate,audited
3231,"Nomura Real Estate Holdings,Inc.",Real Estate,score_below_cutoff,score_below_cutoff_v5
8150,"SANSHIN ELECTRONICS CO.,LTD.",Wholesale Trade,already_represented_by_better_candidate,audited
9743,"TANSEISHA CO.,LTD.",Services,ai_keyword_only,audited
3320,CROSS PLUS INC.,Wholesale Trade,distress_or_quality_risk,audited
3105,Nisshinbo Holdings Inc.,Electric Appliances,ai_keyword_only,audited
6845,Azbil Corporation,Electric Appliances,ai_keyword_only,audited
6750,"ELECOM CO.,LTD.",Electric Appliances,ai_keyword_only,audited
4886,"ASKA Pharmaceutical Holdings Co.,Ltd.",Pharmaceutical,score_below_cutoff,score_below_cutoff_v5
7991,"MAMIYA-OP CO.,LTD",Machinery,ai_keyword_only,audited
7537,MARUBUN CORPORATION,Wholesale Trade,already_represented_by_better_candidate,audited
9278,BOOKOFF GROUP HOLDINGS LIMITED,Retail Trade,score_below_cutoff,score_below_cutoff_v5
9627,AIN HOLDINGS INC.,Retail Trade,score_below_cutoff,score_below_cutoff_v5
3186,"NEXTAGE Co.,Ltd.",Retail Trade,score_below_cutoff,score_below_cutoff_v5
8801,"Mitsui Fudosan Co.,Ltd.",Real Estate,score_below_cutoff,score_below_cutoff_v5
3289,Tokyu Fudosan Holdings Corporation,Real Estate,score_below_cutoff,score_below_cutoff_v5
6638,"MIMAKI ENGINEERING CO.,LTD.",Electric Appliances,ai_keyword_only,audited
9416,VISION INC.,Information & Communication,ai_keyword_only,audited
2910,"ROCK FIELD CO.,LTD.",Foods,score_below_cutoff,score_below_cutoff_v5
7747,"ASAHI INTECC CO.,LTD.",Precision Instruments,score_below_cutoff,score_below_cutoff_v5
4216,ASAHI YUKIZAI CORPORATION,Chemicals,ai_keyword_only,audited
6674,GS Yuasa Corporation,Electric Appliances,ai_keyword_only,audited
6146,DISCO CORPORATION,Machinery,already_represented_by_better_candidate,audited
3635,"KOEI TECMO HOLDINGS CO.,LTD.",Information & Communication,ai_keyword_only,audited
5901,"Toyo Seikan Group Holdings,Ltd.",Metal Products,score_below_cutoff,score_below_cutoff_v5
8097,"SAN-AI OBBLI CO.,LTD.",Wholesale Trade,score_below_cutoff,score_below_cutoff_v5
3569,"SEIREN CO.,LTD.",Textiles and Apparels,score_below_cutoff,score_below_cutoff_v5
6890,Ferrotec Corporation,Electric Appliances,ai_keyword_only,audited
7980,"SHIGEMATSU WORKS CO.,LTD.",Other Products,already_represented_by_better_candidate,audited
9616,"KYORITSU MAINTENANCE CO.,LTD.",Services,ai_keyword_only,audited
4694,"BML,INC.",Services,ai_keyword_only,audited
2301,"GAKUJO CO.,Ltd.",Services,ai_keyword_only,audited
7305,"ARAYA INDUSTRIAL CO.,LTD.",Iron and Steel,low_pbr_only,audited
5959,"OKABE CO.,LTD.",Metal Products,already_represented_by_better_candidate,audited
3003,"Hulic Co.,Ltd.",Real Estate,score_below_cutoff,score_below_cutoff_v5
7050,FRONTIER INTERNATIONAL INC.,Services,low_pbr_only,audited
4919,"Milbon Co.,Ltd.",Chemicals,ai_keyword_only,audited
6136,OSG Corporation,Machinery,ai_keyword_only,audited
3964,AUCNET INC.,Information & Communication,ai_keyword_only,audited
3182,Oisix ra daichi Inc.,Retail Trade,score_below_cutoff,score_below_cutoff_v5
7611,HIDAY HIDAKA Corp.,Retail Trade,score_below_cutoff,score_below_cutoff_v5
4246,DaikyoNishikawa Corporation,Chemicals,ai_keyword_only,audited
5290,Vertex Corporation,Glass and Ceramics Products,already_represented_by_better_candidate,audited
4716,ORACLE CORPORATION JAPAN,Information & Communication,ai_keyword_only,audited
4825,WEATHERNEWS INC.,Information & Communication,ai_keyword_only,audited
8850,STARTS CORPORATION INC.,Real Estate,score_below_cutoff,score_below_cutoff_v5
7059,"COPRO-HOLDINGS.Co.,Ltd.",Services,ai_keyword_only,audited
8125,"Wakita & Co.,LTD.",Wholesale Trade,score_below_cutoff,score_below_cutoff_v5
3549,"KUSURI NO AOKI HOLDINGS CO.,LTD.",Retail Trade,score_below_cutoff,score_below_cutoff_v5
6332,"TSUKISHIMA HOLDINGS CO.,LTD.",Machinery,ai_keyword_only,audited
8804,"Tokyo Tatemono Co.,Ltd.",Real Estate,score_below_cutoff,score_below_cutoff_v5
5121,FUJIKURA COMPOSITES Inc.,Rubber Products,score_below_cutoff,score_below_cutoff_v5
7475,"ALBIS Co.,Ltd.",Retail Trade,already_represented_by_better_candidate,audited
7466,SPK CORPORATION,Wholesale Trade,already_represented_by_better_candidate,audited
9755,OYO Corporation,Services,ai_keyword_only,audited
4078,"Sakai Chemical Industry Co.,Ltd.",Chemicals,ai_keyword_only,audited
6807,"Japan Aviation Electronics Industry,Limited",Electric Appliances,ai_keyword_only,audited
3489,"FaithNetwork Co.,Ltd",Real Estate,already_represented_by_better_candidate,audited
4839,WOWOW INC.,Information & Communication,ai_keyword_only,audited
3232,"Mie Kotsu Group Holdings,Inc.",Real Estate,already_represented_by_better_candidate,audited
8098,"Inabata & Co.,Ltd.",Wholesale Trade,score_below_cutoff,score_below_cutoff_v5
7971,TOLI Corporation,Chemicals,ai_keyword_only,audited
4934,"Premier Anti-Aging Co.,Ltd.",Chemicals,ai_keyword_only,audited
5204,"ISHIZUKA GLASS CO.,LTD.",Glass and Ceramics Products,already_represented_by_better_candidate,audited
6908,"IRISO ELECTRONICS CO.,LTD.",Electric Appliances,ai_keyword_only,audited
2418,TSUKADA GLOBAL HOLDINGS Inc.,Services,ai_keyword_only,audited
4704,Trend Micro Incorporated,Information & Communication,ai_keyword_only,audited
6083,"ERI HOLDINGS CO.,LTD.",Services,low_pbr_only,audited
9726,"KNT-CT Holdings Co.,Ltd.",Services,ai_keyword_only,audited
5603,KOGI CORPORATION,Iron and Steel,already_represented_by_better_candidate,audited
2294,"Kakiyasu Honten Co.,Ltd.",Foods,score_below_cutoff,score_below_cutoff_v5
3431,"MIYAJI ENGINEERING GROUP,INC.",Metal Products,value_trap_risk,audited
6768,TAMURA CORPORATION,Electric Appliances,ai_keyword_only,audited
8129,"TOHO HOLDINGS CO.,LTD.",Wholesale Trade,score_below_cutoff,score_below_cutoff_v5
7966,LINTEC Corporation,Other Products,score_below_cutoff,score_below_cutoff_v5
9605,"TOEI COMPANY,LTD.",Information & Communication,ai_keyword_only,audited
3856,Abalance Corporation,Electric Appliances,ai_keyword_only,audited
5244,"jig.jp co.,ltd.",Information & Communication,ai_keyword_only,audited
4478,freee K.K.,Information & Communication,ai_keyword_only,audited
4041,"Nippon Soda Co.,Ltd.",Chemicals,ai_keyword_only,audited
2492,Infomart Corporation,Services,ai_keyword_only,audited
5930,"Bunka Shutter Co.,Ltd.",Metal Products,score_below_cutoff,score_below_cutoff_v5
9697,"CAPCOM CO.,LTD.",Information & Communication,ai_keyword_only,audited
7239,"TACHI-S CO.,LTD.",Transportation Equipment,already_represented_by_better_candidate,audited
3288,"Open House Group Co.,Ltd.",Real Estate,score_below_cutoff,score_below_cutoff_v5
7743,"SEED CO.,LTD.",Precision Instruments,score_below_cutoff,score_below_cutoff_v5
2264,"MORINAGA MILK INDUSTRY CO.,LTD.",Foods,score_below_cutoff,score_below_cutoff_v5
7719,TOKYO KOKI CO.LTD.,Precision Instruments,score_below_cutoff,score_below_cutoff_v5
6023,"DAIHATSU INFINEARTH MFG.CO.,LTD.",Transportation Equipment,score_below_cutoff,score_below_cutoff_v5
3708,"Tokushu Tokai Paper Co.,Ltd.",Pulp and Paper,already_represented_by_better_candidate,audited
5013,Yushiro Inc.,Oil and Coal Products,score_below_cutoff,score_below_cutoff_v5
3201,"THE JAPAN WOOL TEXTILE CO.,LTD.",Textiles and Apparels,score_below_cutoff,score_below_cutoff_v5
2127,Nihon M&A Center Holdings Inc.,Services,ai_keyword_only,audited
8029,LOOK HOLDINGS INCORPORATED,Textiles and Apparels,already_represented_by_better_candidate,audited
5185,"Fukoku Co.,Ltd.",Rubber Products,already_represented_by_better_candidate,audited
6737,EIZO Corporation,Electric Appliances,ai_keyword_only,audited
4272,"NIPPON KAYAKU CO.,LTD.",Chemicals,ai_keyword_only,audited
4471,"SANYO CHEMICAL INDUSTRIES,LTD.",Chemicals,ai_keyword_only,audited
9535,"HIROSHIMA GAS CO.,LTD.",Electric Power and Gas,score_below_cutoff,score_below_cutoff_v5
6728,"ULVAC, Inc.",Electric Appliances,ai_keyword_only,audited
6504,"FUJI ELECTRIC CO.,LTD.",Electric Appliances,ai_keyword_only,audited
2281,"Prima Meat Packers,Ltd.",Foods,score_below_cutoff,score_below_cutoff_v5
6960,"FUKUDA DENSHI CO.,LTD.",Electric Appliances,ai_keyword_only,audited
7806,"MTG Co.,Ltd.",Other Products,score_below_cutoff,score_below_cutoff_v5
4626,"TAIYO HOLDINGS CO.,LTD.",Chemicals,ai_keyword_only,audited
2153,E・J Holdings Inc.,Services,ai_keyword_only,audited
4666,"PARK24 Co.,Ltd.",Real Estate,score_below_cutoff,score_below_cutoff_v5
9729,TOKAI Corp.,Services,ai_keyword_only,audited
9279,GIFT HOLDINGS INC.,Retail Trade,score_below_cutoff,score_below_cutoff_v5
6941,"YAMAICHI ELECTRONICS CO.,LTD.",Electric Appliances,ai_keyword_only,audited
7740,"Tamron Co.,Ltd.",Precision Instruments,score_below_cutoff,score_below_cutoff_v5
8008,YONDOSHI HOLDINGS INC.,Retail Trade,score_below_cutoff,score_below_cutoff_v5
9735,"SECOM CO.,LTD.",Services,ai_keyword_only,audited
7888,SANKO GOSEI LTD.,Chemicals,ai_keyword_only,audited
7522,"WATAMI CO.,LTD.",Retail Trade,score_below_cutoff,score_below_cutoff_v5
5018,MORESCO Corporation,Oil and Coal Products,already_represented_by_better_candidate,audited
2175,"SMS CO.,LTD.",Services,ai_keyword_only,audited
4221,"Okura Industrial Co.,Ltd.",Chemicals,ai_keyword_only,audited
9788,"NAC CO.,LTD.",Services,ai_keyword_only,audited
5933,ALINCO INCORPORATED,Metal Products,already_represented_by_better_candidate,audited
6143,"Sodick Co.,Ltd.",Machinery,ai_keyword_only,audited
6486,"EAGLE INDUSTRY CO.,LTD.",Machinery,ai_keyword_only,audited
7940,"WAVELOCK HOLDINGS CO.,LTD.",Chemicals,ai_keyword_only,audited
8198,"Maxvalu Tokai Co.,Ltd.",Retail Trade,score_below_cutoff,score_below_cutoff_v5
5304,"SEC CARBON,LIMITED",Glass and Ceramics Products,already_represented_by_better_candidate,audited
8174,"NIPPON GAS CO.,LTD.",Retail Trade,score_below_cutoff,score_below_cutoff_v5
3038,"KOBE BUSSAN CO.,LTD.",Wholesale Trade,score_below_cutoff,score_below_cutoff_v5
2531,TAKARA HOLDINGS INC.,Foods,score_below_cutoff,score_below_cutoff_v5
3661,"m-up holdings,Inc.",Information & Communication,ai_keyword_only,audited
3498,"Kasumigaseki Capital Co.,Ltd.",Real Estate,score_below_cutoff,score_below_cutoff_v5
6412,Heiwa Corporation,Machinery,ai_keyword_only,audited
6339,"Sintokogio,Ltd.",Machinery,ai_keyword_only,audited
6871,"MICRONICS JAPAN CO.,LTD.",Electric Appliances,ai_keyword_only,audited
6363,"Torishima Pump Mfg.Co.,Ltd.",Machinery,ai_keyword_only,audited
6072,"Jibannet Holdings Co.,Ltd.",Services,ai_keyword_only,audited
7613,SIIX CORPORATION,Wholesale Trade,score_below_cutoff,score_below_cutoff_v5
4220,RIKEN TECHNOS CORPORATION,Chemicals,ai_keyword_only,audited
7979,SHOFU INC.,Precision Instruments,score_below_cutoff,score_below_cutoff_v5
4125,SANWAYUKA INDUSTRY CORPORATION,Chemicals,ai_keyword_only,audited
3687,Fixstars Corporation,Information & Communication,ai_keyword_only,audited
4848,"FULLCAST HOLDINGS CO.,LTD.",Services,ai_keyword_only,audited
9716,"NOMURA Co.,Ltd.",Services,ai_keyword_only,audited
6856,"HORIBA,Ltd.",Electric Appliances,ai_keyword_only,audited
9556,INTLOOP Inc.,Services,ai_keyword_only,audited
7679,"YAKUODO HOLDINGS Co.,Ltd.",Retail Trade,already_represented_by_better_candidate,audited
7513,"Kojima Co.,Ltd.",Retail Trade,score_below_cutoff,score_below_cutoff_v5
7987,"NAKABAYASHI CO.,LTD.",Other Products,already_represented_by_better_candidate,audited
1982,"Hibiya Engineering,Ltd.",Construction,ai_keyword_only,audited
2395,"SHIN NIPPON BIOMEDICAL LABORATORIES,LTD.",Services,ai_keyword_only,audited
7931,"MIRAI INDUSTRY CO.,LTD.",Chemicals,ai_keyword_only,audited
6914,"OPTEX GROUP Company,Limited",Electric Appliances,ai_keyword_only,audited
4994,"Taisei Lamick Group Head Quarter & Innovation Co.,Ltd.",Chemicals,low_pbr_only,audited
7949,"KOMATSU WALL INDUSTRY CO.,LTD.",Other Products,score_below_cutoff,score_below_cutoff_v5
6405,"Suzumo Machinery Co.,Ltd.",Machinery,ai_keyword_only,audited
4182,"Mitsubishi Gas Chemical Company,Inc.",Chemicals,ai_keyword_only,audited
9069,"SENKO Group Holdings Co.,Ltd.",Land Transportation,score_below_cutoff,score_below_cutoff_v5
4427,"EduLab,Inc.",Information & Communication,ai_keyword_only,audited
2735,"WATTS CO.,LTD.",Retail Trade,value_trap_risk,audited
4403,NOF CORPORATION,Chemicals,ai_keyword_only,audited
3196,"HOTLAND HOLDINGS Co.,Ltd.",Retail Trade,score_below_cutoff,score_below_cutoff_v5
6823,"RION CO.,LTD.",Electric Appliances,ai_keyword_only,audited
3950,THE PACK CORPORATION,Pulp and Paper,score_below_cutoff,score_below_cutoff_v5
8014,"CHORI CO.,LTD.",Wholesale Trade,score_below_cutoff,score_below_cutoff_v5
6381,ANEST IWATA Corporation,Machinery,ai_keyword_only,audited
4097,"KOATSU GAS KOGYO CO.,LTD.",Chemicals,ai_keyword_only,audited
4092,"Nippon Chemical Industrial Co.,Ltd.",Chemicals,ai_keyword_only,audited
6651,NITTO KOGYO CORPORATION,Electric Appliances,ai_keyword_only,audited
2124,"JAC Recruitment Co.,Ltd.",Services,ai_keyword_only,audited
8154,"KAGA ELECTRONICS CO.,LTD.",Wholesale Trade,score_below_cutoff,score_below_cutoff_v5
9468,KADOKAWA CORPORATION,Information & Communication,ai_keyword_only,audited
6200,"Insource Co.,Ltd.",Services,ai_keyword_only,audited
4095,"NIHON PARKERIZING CO.,LTD.",Chemicals,ai_keyword_only,audited
6877,Obara Group Incorporated,Electric Appliances,ai_keyword_only,audited
4967,"KOBAYASHI PHARMACEUTICAL CO.,LTD.",Chemicals,ai_keyword_only,audited
4113,"TAOKA CHEMICAL COMPANY,LIMITED",Chemicals,ai_keyword_only,audited
6277,HOSOKAWA MICRON CORPORATION,Machinery,ai_keyword_only,audited
5563,"Nippon Denko Co.,Ltd.",Iron and Steel,score_below_cutoff,score_below_cutoff_v5
3360,"SHIP HEALTHCARE HOLDINGS,INC.",Wholesale Trade,score_below_cutoff,score_below_cutoff_v5
2753,"AMIYAKI TEI CO.,LTD.",Retail Trade,score_below_cutoff,score_below_cutoff_v5
6135,"Makino Milling Machine Co.,Ltd.",Machinery,ai_keyword_only,audited
8848,LEOPALACE21 CORPORATION,Real Estate,score_below_cutoff,score_below_cutoff_v5
5698,ENVIPRO HOLDINGS Inc.,Iron and Steel,score_below_cutoff,score_below_cutoff_v5
3501,"SUMINOE Co.,Ltd.",Textiles and Apparels,already_represented_by_better_candidate,audited
7414,"ONOKEN CO.,LTD.",Wholesale Trade,already_represented_by_better_candidate,audited
7871,"FUKUVI CHEMICAL INDUSTRY CO.,LTD.",Chemicals,ai_keyword_only,audited
6544,"JAPAN ELEVATOR SERVICE HOLDINGS CO.,LTD.",Services,ai_keyword_only,audited
4784,"GMO internet,Inc.",Services,ai_keyword_only,audited
7856,HAGIHARA INDUSTRIES INC.,Other Products,score_below_cutoff,score_below_cutoff_v5
6925,USHIO INC.,Electric Appliances,ai_keyword_only,audited
2053,"CHUBU SHIRYO CO.,LTD.",Foods,score_below_cutoff,score_below_cutoff_v5
6547,"GREENS CO.,LTD.",Services,ai_keyword_only,audited
3546,"Alleanza Holdings Co.,Ltd.",Retail Trade,score_below_cutoff,score_below_cutoff_v5
7839,"SHOEI CO.,LTD.",Other Products,score_below_cutoff,score_below_cutoff_v5
4548,SEIKAGAKU CORPORATION,Pharmaceutical,score_below_cutoff,score_below_cutoff_v5
6309,"TOMOE ENGINEERING CO.,LTD.(TOMOE KOGYO CO.,LTD.)",Machinery,ai_keyword_only,audited
7224,"ShinMaywa Industries,LTD.",Transportation Equipment,score_below_cutoff,score_below_cutoff_v5
9119,"IINO KAIUN KAISHA,LTD.",Marine Transportation,score_below_cutoff,score_below_cutoff_v5
9143,"SG HOLDINGS CO.,LTD.",Land Transportation,score_below_cutoff,score_below_cutoff_v5
3236,"PROPERST CO.,LTD.",Real Estate,already_represented_by_better_candidate,audited
4189,"KH Neochem Co.,Ltd.",Chemicals,ai_keyword_only,audited
1379,HOKUTO CORPORATION,"Fishery, Agriculture and Forestry",score_below_cutoff,score_below_cutoff_v5
5578,"AR advanced technology,Inc.",Information & Communication,ai_keyword_only,audited
4722,Future Corporation,Information & Communication,ai_keyword_only,audited
2195,"AMITA HOLDINGS CO.,LTD.",Services,ai_keyword_only,audited
5243,note inc.,Information & Communication,ai_keyword_only,audited
1419,"Tama Home Co.,Ltd.",Construction,ai_keyword_only,audited
7715,"NAGANO KEIKI CO.,LTD.",Precision Instruments,score_below_cutoff,score_below_cutoff_v5
9991,GECOSS CORPORATION,Wholesale Trade,already_represented_by_better_candidate,audited
6858,"ONO SOKKI Co.,Ltd.",Electric Appliances,ai_keyword_only,audited
8283,PALTAC CORPORATION,Wholesale Trade,score_below_cutoff,score_below_cutoff_v5
6489,"Maezawa Industries,Inc.",Machinery,ai_keyword_only,audited
6258,HIRATA Corporation,Machinery,ai_keyword_only,audited
6590,SHIBAURA MECHATRONICS CORPORATION,Electric Appliances,ai_keyword_only,audited
1435,robot home Inc.,Real Estate,ai_keyword_only,audited
6458,SINKO INDUSTRIES LTD.,Machinery,ai_keyword_only,audited
9110,"NS United Kaiun Kaisha,Ltd.",Marine Transportation,score_below_cutoff,score_below_cutoff_v5
1899,FUKUDA CORPORATION,Construction,ai_keyword_only,audited
5344,"MARUWA CO.,LTD.",Glass and Ceramics Products,score_below_cutoff,score_below_cutoff_v5
6505,"TOYO DENKI SEIZO K.K.(TOYO ELECTRIC MFG.CO.,LTD.)",Electric Appliances,ai_keyword_only,audited
6455,MORITA HOLDINGS CORPORATION,Transportation Equipment,score_below_cutoff,score_below_cutoff_v5
8074,"YUASA CO.,LTD.",Wholesale Trade,score_below_cutoff,score_below_cutoff_v5
6498,KITZ CORPORATION,Machinery,ai_keyword_only,audited
2982,"A.D.Works Group Co.,Ltd.",Real Estate,value_trap_risk,audited
7729,"TOKYO SEIMITSU CO.,LTD.",Precision Instruments,score_below_cutoff,score_below_cutoff_v5
6249,"Gamecard Holdings,Inc.",Machinery,ai_keyword_only,audited
4974,TAKARA BIO INC.,Chemicals,ai_keyword_only,audited
