code_n,code,company_name,sector,transformation_score,emerging_score,dual_combined_score,bridge_score,transformation_grade,emerging_grade,role_candidate,final_role,ai_keyword_only_flag,low_pbr_only_flag,base_hard_exclusion_flag
8086,8086,NIPRO CORPORATION,Precision Instruments,64.49337307355289,17.664365384615383,41.078869229084134,71.47135519045409,C,C,Bridge / Diversifier,,False,False,False
7279,7279,HI-LEX CORPORATION,Transportation Equipment,66.92976404633272,13.83596153846154,40.382862792397134,76.90227931639208,B,C,Transformation Core,,False,False,False
3088,3088,MatsukiyoCocokara & Co.,Retail Trade,70.18159018824002,20.112846153846153,45.147218171043086,78.69078369444111,B,C,Transformation Core,,False,False,False
2292,2292,S Foods Inc.,Foods,47.54240877293688,12.881615384615383,30.212012078776137,62.148324825115296,D,C,Bridge / Diversifier,,False,True,False
4194,4194,"Visional,Inc.",Information & Communication,63.07822638469237,23.71517307692308,43.396699730807725,74.7839336024899,C,D,Bridge / Diversifier,,True,False,False
6841,6841,YOKOGAWA ELECTRIC CORPORATION,Electric Appliances,72.81404991939634,78.83509615384615,75.82457303662125,83.45021197552447,B,A,Dual Moat,Dual Moat,False,False,False
1878,1878,"DAITO TRUST CONSTRUCTION CO.,LTD.",Real Estate,60.1254378507668,17.461096153846157,38.79326700230648,73.15989990883082,C,C,Bridge / Diversifier,,False,False,False
7520,7520,"Eco's Co.,Ltd.",Retail Trade,69.31479240733302,18.341,43.82789620366651,78.21404491494225,B,C,Transformation Core,,False,False,False
3558,3558,"JADE GROUP,Inc.",Retail Trade,60.46452247433142,19.203942307692305,39.83423239101186,73.34639645179138,C,C,Bridge / Diversifier,,False,False,False
2782,2782,"Seria Co.,Ltd.",Retail Trade,57.98791711507947,17.970865384615383,37.979391249847424,71.9842635042028,C,C,Bridge / Diversifier,,False,False,False
6952,6952,"CASIO COMPUTER CO.,LTD.",Electric Appliances,60.734997694833694,22.532519230769232,41.63375846280147,73.49515782306761,C,D,Bridge / Diversifier,,True,False,False
5032,5032,ANYCOLOR Inc.,Information & Communication,60.92015353276573,19.42226923076923,40.17121138176748,73.59699353393023,C,D,Bridge / Diversifier,,True,False,False
8142,8142,"TOHO Co.,Ltd.",Wholesale Trade,64.84368140989821,17.508423076923076,41.176052243410645,75.7549338663531,C,C,Bridge / Diversifier,,False,False,False
8267,8267,"AEON CO.,LTD.",Retail Trade,63.853837749661466,18.854115384615383,41.353976567138425,75.2105198532229,C,C,Bridge / Diversifier,,False,False,False
7859,7859,ALMEDIO INC.,Other Products,60.082935822947775,13.406576923076925,36.74475637301235,69.0456147026213,C,C,Bridge / Diversifier,,False,False,False
7943,7943,NICHIHA CORPORATION,Glass and Ceramics Products,51.79235703298893,18.79628846153846,35.29432274726369,64.48579636814392,C,C,Bridge / Diversifier,,False,False,False
6658,6658,"Shirai Electronics Industrial Co.,Ltd.",Electric Appliances,67.50497317628107,15.213384615384612,41.35917889583284,77.21864433786368,B,D,Transformation Core,,True,False,False
4527,4527,"ROHTO PHARMACEUTICAL CO.,LTD.",Pharmaceutical,46.21569084393077,22.767249999999997,34.49147042196539,61.41862996416194,C,C,Bridge / Diversifier,,False,False,False
9474,9474,"ZENRIN CO.,LTD.",Information & Communication,67.66089409182585,77.46748076923078,72.5641874305283,78.60711442307694,B,A,Dual Moat,Dual Moat,False,False,False
5214,5214,"Nippon Electric Glass Co.,Ltd.",Glass and Ceramics Products,76.31447462776379,14.957384615384616,45.6359296215742,86.15477922708826,B,C,Transformation Core,,False,False,False
6250,6250,YAMABIKO CORPORATION,Machinery,43.171745041196694,20.045673076923073,31.608709059059883,59.74445977265819,C,D,Bridge / Diversifier,,True,False,False
9715,9715,transcosmos inc.,Services,55.53366044425032,24.64390384615384,40.08878214520208,66.54351324433769,C,D,Bridge / Diversifier,,True,False,False
7701,7701,Shimadzu Corporation,Precision Instruments,61.578329079374896,22.28317307692307,41.93075107814899,78.04989917547437,C,C,Bridge / Diversifier,,False,False,False
8803,8803,"HEIWA REAL ESTATE CO.,LTD.",Real Estate,60.70469685722004,11.792461538461538,36.24857919784079,69.38758327147103,C,C,Bridge / Diversifier,,False,False,False
3864,3864,Mitsubishi Paper Mills Limited,Pulp and Paper,64.4418548118644,11.989634615384611,38.21574471362451,79.6248383283436,C,C,Bridge / Diversifier,,False,False,False
4205,4205,ZEON CORPORATION,Chemicals,51.63343804984264,17.96138461538461,34.79741133261362,64.39839092741346,C,D,Bridge / Diversifier,,True,False,False
5273,5273,"MITANI SEKISAN CO.,LTD.",Glass and Ceramics Products,74.59322037532218,12.358442307692307,43.475831341507245,85.20808938824538,B,C,Transformation Core,,False,False,False
8203,8203,MrMax Holdings Ltd.,Retail Trade,69.5972248983272,14.563596153846152,42.08041052608667,82.46029187589815,B,C,Transformation Core,,False,False,False
7956,7956,PIGEON CORPORATION,Other Products,64.52747021456786,21.65657692307692,43.092023568822384,79.6719267998305,C,C,Bridge / Diversifier,,False,False,False
7458,7458,"DAIICHIKOSHO CO.,LTD.",Wholesale Trade,65.02814955553919,18.583999999999996,41.806074777769595,71.76548225554657,B,C,Transformation Core,,False,False,False
9413,9413,TV TOKYO Holdings Corporation,Information & Communication,53.78459408021892,18.468384615384615,36.126489347801765,65.58152674412042,C,D,Bridge / Diversifier,,True,False,False
6378,6378,"KIMURA CHEMICAL PLANTS CO.,LTD.",Machinery,60.986388790670674,11.138269230769229,36.06232901071995,69.54251383486888,C,D,Bridge / Diversifier,,True,False,False
7947,7947,FP CORPORATION,Chemicals,65.69439762123199,19.36453846153846,42.52946804138522,72.13191869167761,B,D,Transformation Core,,True,False,False
6282,6282,OILES CORPORATION,Machinery,64.15651178036833,18.284961538461538,41.22073665941494,71.2860814792026,C,D,Bridge / Diversifier,,True,False,False
1847,1847,"ICHIKEN Co.,Ltd.",Construction,75.50190125924675,5.358365384615386,40.430133321931066,85.7078638744039,B,D,Transformation Core,,True,False,False
9887,9887,"MATSUYA FOODS HOLDINGS CO.,LTD.",Retail Trade,63.7922143169936,22.358134615384618,43.07517446618911,79.26753605616466,C,C,Bridge / Diversifier,,False,False,False
4547,4547,"KISSEI PHARMACEUTICAL CO.,LTD.",Pharmaceutical,51.89971466149104,16.79051923076923,34.34511694613013,64.54484306382008,C,C,Bridge / Diversifier,,False,False,False
2784,2784,Alfresa Holdings Corporation,Wholesale Trade,44.83816620852342,14.039365384615383,29.438765796569403,60.660991414687885,C,C,Bridge / Diversifier,,False,False,False
6584,6584,"Sanoh Industrial Co.,Ltd.",Transportation Equipment,59.696597135678616,14.7195,37.208048567839306,68.83312842462325,C,C,Bridge / Diversifier,,False,False,False
4028,4028,"ISHIHARA SANGYO KAISHA,LTD.",Chemicals,66.20821727695736,15.094807692307697,40.651512484632526,72.41451950232656,B,D,Transformation Core,,True,False,False
4768,4768,OTSUKA CORPORATION,Information & Communication,65.28721134655595,19.579749999999997,42.43348067327797,80.08978442242395,B,D,Transformation Core,,True,False,False
6371,6371,TSUBAKIMOTO CHAIN CO.,Machinery,61.0678142606226,19.151961538461535,40.109887899542066,69.58729784334244,C,D,Bridge / Diversifier,,True,False,False
9418,9418,"U-NEXT HOLDINGS Co.,Ltd.",Information & Communication,60.0927480494644,22.380615384615385,41.23668171703989,69.05101142720542,C,D,Bridge / Diversifier,,True,False,False
1332,1332,Nissui Corporation,"Fishery, Agriculture and Forestry",60.654804361488345,16.038961538461535,38.34688294997494,69.3601423988186,C,C,Bridge / Diversifier,,False,False,False
2871,2871,NICHIREI CORPORATION,Foods,72.02457871454041,17.446923076923078,44.73575089573174,83.7953364748154,B,C,Transformation Core,,False,False,False
1969,1969,"Takasago Thermal Engineering Co.,Ltd.",Construction,53.199392852673306,12.062134615384611,32.63076373402896,73.4414842507885,C,D,Bridge / Diversifier,,True,False,False
8043,8043,Starzen Company Limited,Wholesale Trade,27.173411637605422,13.993442307692307,20.583426972648866,50.94537640068299,C,C,Bridge / Diversifier,,False,False,False
9005,9005,TOKYU CORPORATION,Land Transportation,68.37798284247818,13.3575,40.86774142123909,71.56243601790845,B,C,Transformation Core,,False,False,False
7972,7972,ITOKI CORPORATION,Other Products,55.472268476011635,21.59375,38.53300923800582,66.50974766180641,C,C,Bridge / Diversifier,,False,False,False
7685,7685,"BuySell Technologies Co.,Ltd.",Wholesale Trade,67.35351236297782,22.22503846153846,44.78927541225814,81.226249981456,B,C,Transformation Core,,False,False,False
8185,8185,"CHIYODA CO.,LTD.",Retail Trade,23.860030338503343,19.63142307692308,21.74572670771321,57.30483486799502,C,C,Bridge / Diversifier,,False,False,False
6103,6103,OKUMA Corporation,Machinery,48.8264483817944,17.730249999999998,33.2783491908972,62.854546609986926,C,D,Bridge / Diversifier,,True,False,False
8897,8897,"MIRARTH HOLDINGS,Inc.",Real Estate,56.67479876700116,11.648096153846154,34.16144746042366,67.17113932185065,C,C,Bridge / Diversifier,,False,False,False
8136,8136,"Sanrio Company,Ltd.",Wholesale Trade,68.30537212958089,20.88225,44.59381106479045,81.74977285308768,B,C,Transformation Core,,False,False,False
5332,5332,TOTO LTD.,Glass and Ceramics Products,64.45797573638775,21.558980769230768,43.00847825280926,79.63370483683144,C,C,Bridge / Diversifier,,False,False,False
6932,6932,ENDO Lighting Corporation,Electric Appliances,54.27707684813607,18.861865384615385,36.56947111637572,65.85239226647485,C,D,Bridge / Diversifier,,True,False,False
6718,6718,"AIPHONE CO.,LTD.",Electric Appliances,68.06097359431149,19.92075,43.990861797155745,81.6153536586895,B,D,Transformation Core,,True,False,False
4530,4530,"HISAMITSU PHARMACEUTICAL CO.,INC.",Pharmaceutical,62.2024450879671,19.810999999999996,41.00672254398355,78.39316298020009,C,C,Bridge / Diversifier,,False,False,False
4634,4634,"artience Co.,Ltd.",Chemicals,63.82897158475568,16.38153846153846,40.105255023147066,71.10593437161563,C,D,Bridge / Diversifier,,True,False,False
6432,6432,"TAKEUCHI MFG.CO.,LTD.",Machinery,51.783621370550485,15.159942307692305,33.47178183912139,64.48099175380278,C,D,Bridge / Diversifier,,True,False,False
7846,7846,PILOT CORPORATION,Other Products,51.80374821541923,20.258019230769232,36.030883723094234,64.49206151848058,C,C,Bridge / Diversifier,,False,False,False
9882,9882,YELLOW HAT LTD.,Wholesale Trade,49.245123625282034,20.85898076923077,35.0520521972564,63.084817993905126,C,C,Bridge / Diversifier,,False,False,False
7745,7745,"A&D HOLON Holdings Company,Limited",Precision Instruments,60.31656039313614,20.619692307692304,40.468126350414224,69.17410821622488,C,C,Bridge / Diversifier,,False,False,False
6351,6351,"TSURUMI MANUFACTURING CO.,LTD.",Machinery,55.392847533359294,16.66205769230769,36.02745261283349,74.64788432516579,C,D,Bridge / Diversifier,,True,False,False
4617,4617,"Chugoku Marine Paints,Ltd.",Chemicals,63.96528543901809,18.1605,41.06289271950904,71.18090699145995,C,D,Bridge / Diversifier,,True,False,False
3191,3191,"JOYFUL HONDA CO.,LTD.",Retail Trade,45.9811525085311,17.345769230769232,31.66346086965017,61.28963387969212,C,C,Bridge / Diversifier,,False,False,False
5715,5715,"FURUKAWA CO.,LTD.",Nonferrous Metals,38.637184746526465,8.323057692307692,23.48012121941708,57.250451610589565,C,D,Bridge / Diversifier,,True,False,False
6951,6951,JEOL Ltd.,Electric Appliances,67.59298558360935,22.04090384615385,44.8169447148816,81.35796025280332,B,D,Transformation Core,,True,False,False
5711,5711,Mitsubishi Materials Corporation,Nonferrous Metals,56.57669274610589,14.24259615384615,35.40964444997602,75.29899919217642,C,D,Bridge / Diversifier,,True,False,False
9678,9678,"KANAMOTO CO.,LTD.",Services,71.99368458743942,22.63113461538461,47.312409601412014,75.59652652309168,B,D,Transformation Core,,True,False,False
4368,4368,"FUSO CHEMICAL CO.,LTD.",Chemicals,65.81847755651002,15.186423076923075,40.50245031671655,80.3819808378987,B,D,Transformation Core,,True,False,False
4553,4553,"TOWA PHARMACEUTICAL CO.,LTD.",Pharmaceutical,63.61170626512006,18.13573076923077,40.87371851717542,70.98643844581605,C,C,Bridge / Diversifier,,False,False,False
9536,9536,"SAIBU GAS HOLDINGS CO.,LTD.",Electric Power and Gas,60.74294106665866,16.29094230769231,38.51694168717548,67.36316304120773,C,C,Bridge / Diversifier,,False,False,False
4350,4350,"MEDICAL SYSTEM NETWORK Co.,Ltd.",Retail Trade,71.64480801066014,21.9955,46.82015400533007,83.58646258768127,B,C,Buffett Core,Buffett Core,False,False,False
7283,7283,"AISAN INDUSTRY CO.,LTD.",Transportation Equipment,62.621788732033366,14.56328846153846,38.592538596785914,70.44198380261835,C,C,Bridge / Diversifier,,False,False,False
9532,9532,"OSAKA GAS CO.,LTD.",Electric Power and Gas,69.9185775990965,15.352365384615384,42.63547149185594,82.63703586132125,B,C,Transformation Core,,False,False,False
7373,7373,"Aidma Holdings,Inc.",Services,71.14976628201302,24.874980769230767,48.012373525621896,83.31418963692533,B,D,Transformation Core,,True,False,False
6465,6465,HOSHIZAKI CORPORATION,Machinery,57.29306148147844,22.019403846153843,39.65623266381614,75.69300199663132,C,D,Bridge / Diversifier,,True,False,False
5975,5975,Topre Corporation,Metal Products,73.59633607333222,13.510961538461538,43.55364880589688,76.47798484033274,B,C,Transformation Core,,False,False,False
7226,7226,"KYOKUTO KAIHATSU KOGYO CO.,LTD.",Transportation Equipment,50.51099114979823,13.106769230769231,31.80888019028373,63.78104513238904,C,C,Bridge / Diversifier,,False,False,False
9076,9076,"SEINO HOLDINGS CO.,LTD.",Land Transportation,55.89203478139473,14.15080769230769,35.02142123685121,66.74061912976711,C,C,Bridge / Diversifier,,False,False,False
6670,6670,"MCJ Co.,Ltd.",Electric Appliances,58.27500511153499,18.27346153846154,38.274233324998264,68.05125281134426,C,D,Bridge / Diversifier,,True,False,False
4979,4979,"OAT Agrio Co.,Ltd.",Chemicals,60.54017088923081,18.317269230769227,39.42872006000002,69.29709398907696,C,D,Bridge / Diversifier,,True,False,False
8179,8179,"ROYAL HOLDINGS Co., Ltd.",Retail Trade,68.91807152599822,22.625884615384617,45.77197807069142,82.08675752111719,B,C,Transformation Core,,False,False,False
2003,2003,"NITTO FUJI FLOUR MILLING CO.,LTD.",Foods,67.83539836860274,13.745173076923075,40.79028572276291,81.49128728454968,B,C,Transformation Core,,False,False,False
2915,2915,"KENKO Mayonnaise Co.,Ltd.",Foods,75.76520810345906,14.377365384615382,45.071286744037224,85.85268263872067,B,C,Transformation Core,,False,False,False
4526,4526,"RIKEN VITAMIN CO.,LTD.",Foods,57.578554697073464,17.372923076923072,37.47573888699827,67.66820508339042,C,C,Bridge / Diversifier,,False,False,False
8005,8005,Scroll Corporation,Retail Trade,61.64622653501375,18.80623076923077,40.22622865212226,78.08724277607575,C,C,Bridge / Diversifier,,False,False,False
4681,4681,"RESORTTRUST,INC.",Services,63.38877728160756,29.163923076923076,46.27635017926532,70.86382750488417,C,D,Bridge / Diversifier,,True,False,False
9746,9746,TKC Corporation,Information & Communication,56.53853133473393,23.05582692307692,39.79717912890543,67.09619223410367,C,D,Bridge / Diversifier,,True,False,False
3034,3034,"Qol Holdings Co.,Ltd.",Retail Trade,54.34602862037942,15.669596153846154,35.007812387112786,65.8903157412087,C,C,Bridge / Diversifier,,False,False,False
7575,7575,"Japan Lifeline Co.,Ltd.",Wholesale Trade,59.99811164797072,19.86142307692307,39.929767362446896,68.9989614063839,C,C,Bridge / Diversifier,,False,False,False
7762,7762,"Citizen Watch Co.,Ltd.",Precision Instruments,65.86399619626219,21.879076923076923,43.87153655966956,80.40701608976238,B,C,Transformation Core,,False,False,False
2585,2585,"LIFEDRINK COMPANY,INC.",Foods,63.49312376617218,18.322211538461534,40.90766765231686,79.10303625321288,C,C,Bridge / Diversifier,,False,False,False
3907,3907,Silicon Studio Corp.,Information & Communication,64.33603402796373,18.447980769230767,41.39200739859725,79.56663689719824,C,D,Bridge / Diversifier,,True,False,False
3089,3089,"Techno Alpha Co.,Ltd.",Wholesale Trade,78.73393373649012,15.532230769230768,47.13308225286044,87.48548173688775,A,C,Transformation Core,Bridge / Diversifier,False,False,False
4064,4064,"Nippon Carbide Industries Company,Incorporated",Chemicals,67.77804746760141,18.696365384615383,43.2372064261084,73.27792610718079,B,D,Transformation Core,,True,False,False
8007,8007,"Takashima & Co.,Ltd.",Wholesale Trade,28.691129622584526,11.969673076923076,20.3304013497538,59.96193947423967,C,C,Bridge / Diversifier,,False,False,False
5943,5943,NORITZ CORPORATION,Metal Products,52.78474637260232,19.191673076923077,35.9882097247627,65.03161050493128,C,C,Bridge / Diversifier,,False,False,False
4443,4443,"Sansan,Inc.",Information & Communication,65.19860730924066,23.805999999999997,44.50230365462033,80.04105220190054,B,D,Transformation Core,,True,False,False
3097,3097,The Monogatari Corporation,Retail Trade,62.107453985359186,22.32478846153846,42.21612122344882,78.34091787376573,C,C,Bridge / Diversifier,,False,False,False
7309,7309,SHIMANO INC.,Transportation Equipment,45.16479574647889,18.564,31.864397873239444,69.02245584238158,C,C,Bridge / Diversifier,,False,False,False
9039,9039,"Sakai Moving Service Co.,Ltd.",Land Transportation,49.48123150691251,21.32828846153846,35.404759984225485,61.16922278334734,C,C,Bridge / Diversifier,,False,False,False
6413,6413,RISO KAGAKU CORPORATION,Machinery,52.92935244341352,22.782134615384617,37.855743529399064,73.29296202569562,C,D,Bridge / Diversifier,,True,False,False
2331,2331,"ALSOK CO.,LTD.",Services,53.437378947761104,24.029288461538457,38.73333370464978,65.39055842126862,C,D,Bridge / Diversifier,,True,False,False
6835,6835,ALLIED TELESIS HOLDINGS K.K.,Electric Appliances,68.94480988381976,21.38926923076923,45.167039557294494,73.91964543610088,B,D,Transformation Core,,True,False,False
4685,4685,"Ryoyu Systems Co.,Ltd.",Information & Communication,62.65624400989548,16.97925,39.81774700494774,78.6427523872607,C,D,Bridge / Diversifier,,True,False,False
7906,7906,"YONEX CO.,LTD.",Other Products,53.80292147169284,21.10501923076923,37.453970351231035,65.59160680943107,C,C,Bridge / Diversifier,,False,False,False
4045,4045,"TOAGOSEI CO.,LTD.",Chemicals,53.73233311262613,16.049711538461537,34.89102232554383,65.55278321194439,C,D,Bridge / Diversifier,,True,False,False
1873,1873,"NIHON HOUSE HOLDINGS CO.,LTD.",Construction,75.69381312492274,13.672711538461536,44.683262331692134,85.81341540052568,B,D,Transformation Core,,True,False,False
7483,7483,"DOSHISHA CO.,LTD.",Wholesale Trade,57.66396706082523,16.105346153846153,36.88465660733569,67.7151818834539,C,C,Bridge / Diversifier,,False,False,False
6703,6703,"Oki Electric Industry Company,Limited",Electric Appliances,77.7974318636968,19.71863461538461,48.75803323954071,86.97040570685142,B,D,Transformation Core,,True,False,False
3415,3415,"TOKYO BASE Co.,Ltd.",Retail Trade,57.605596106683144,18.437692307692306,38.02164420718773,75.8648960404939,C,C,Bridge / Diversifier,,False,False,False
4985,4985,Earth Corporation,Chemicals,59.60254632573384,22.302173076923076,40.95235970132846,68.78140047915363,C,D,Bridge / Diversifier,,True,False,False
3636,3636,"Mitsubishi Research Institute,Inc.",Information & Communication,47.18318918295719,17.551249999999996,32.367219591478595,61.950754050626465,C,D,Bridge / Diversifier,,True,False,False
7241,7241,"FUTABA INDUSTRIAL CO.,LTD.",Transportation Equipment,59.81610529266362,13.515673076923076,36.66588918479335,68.898857910965,C,C,Bridge / Diversifier,,False,False,False
8153,8153,"MOS FOOD SERVICES,INC.",Wholesale Trade,72.72052485385628,19.913211538461535,46.31686819615891,84.17810685143914,B,C,Transformation Core,,False,False,False
6637,6637,"TERASAKI ELECTRIC CO.,LTD.",Electric Appliances,67.49056022940805,16.26848076923077,41.87952049931941,73.11980812617443,B,D,Transformation Core,,True,False,False
3099,3099,Isetan Mitsukoshi Holdings Ltd.,Retail Trade,70.78775554087917,21.301692307692303,46.04472392428574,83.11508372930173,B,C,Transformation Core,,False,False,False
7246,7246,"PRESS KOGYO CO.,LTD.",Transportation Equipment,55.54764737670263,13.296499999999998,34.42207368835131,66.55120605718645,D,C,Bridge / Diversifier,,False,True,False
4031,4031,Katakura & Co-op Agri Corporation,Chemicals,43.379325266036126,10.231538461538465,26.805431863787295,68.04044707813804,C,D,Bridge / Diversifier,,True,False,False
3399,3399,Maruchiyo Yamaokaya Corporation,Retail Trade,69.68984735506332,20.336961538461537,45.01340444676243,82.51123422710302,B,C,Transformation Core,,False,False,False
3355,3355,KURIYAMA HOLDINGS CORPORATION,Wholesale Trade,54.001730494792696,17.274673076923076,35.63820178585789,73.88276995395417,C,C,Bridge / Diversifier,,False,False,False
6644,6644,"Osaki Electric Co.,Ltd.",Electric Appliances,56.36232834152812,16.452173076923074,36.40725070922559,66.99928058784047,C,D,Bridge / Diversifier,,True,False,False
8130,8130,Sangetsu Corporation,Wholesale Trade,52.896772076849075,18.455461538461535,35.676116807655305,65.093224642267,C,C,Bridge / Diversifier,,False,False,False
5253,5253,COVER Corporation,Information & Communication,56.455472821097125,19.897711538461536,38.176592179779334,75.2323282334216,C,D,Bridge / Diversifier,,True,False,False
2875,2875,"TOYO SUISAN KAISHA,LTD.",Foods,69.68104097789177,18.220384615384617,43.95071279663819,82.50639071965865,B,C,Transformation Core,,False,False,False
6140,6140,"Asahi Diamond Industrial Co.,Ltd.",Machinery,58.07944059963251,14.904903846153845,36.492172222893174,76.12551051161606,C,D,Bridge / Diversifier,,True,False,False
3696,3696,CERES INC.,Information & Communication,36.68306614264421,17.2965,26.989783071322105,56.17568637845432,C,D,Bridge / Diversifier,,True,False,False
3911,3911,Aiming Inc.,Information & Communication,81.64516980989774,20.75230769230769,51.19873875110271,89.08666157726194,A,D,Transformation Core,,True,False,False
6272,6272,"RHEON AUTOMATIC MACHINERY CO.,LTD.",Machinery,58.268021094040584,18.919096153846148,38.593558623943366,68.04741160172233,C,D,Bridge / Diversifier,,True,False,False
6961,6961,ENPLAS CORPORATION,Electric Appliances,58.40953028248308,18.815038461538457,38.61228437201077,76.30705983718389,C,D,Bridge / Diversifier,,True,False,False
6257,6257,"FUJISHOJI CO.,LTD.",Machinery,65.92885481554131,17.50715384615384,41.71800433084758,80.44268833036591,B,D,Transformation Core,,True,False,False
5632,5632,"Mitsubishi Steel Mfg.Co.,Ltd.",Iron and Steel,59.27350727780272,13.56223076923077,36.417869023516744,68.60042900279151,C,C,Bridge / Diversifier,,False,False,False
9405,9405,ASAHI BROADCASTING GROUP HOLDINGS CORPORATION,Information & Communication,63.0497543781574,17.495807692307693,40.27278103523255,78.85918308980476,C,D,Bridge / Diversifier,,True,False,False
3946,3946,"TOMOKU CO.,LTD.",Pulp and Paper,69.06636722518336,14.008865384615383,41.53761630489937,73.98650197385086,B,C,Transformation Core,,False,False,False
8035,8035,Tokyo Electron Limited,Electric Appliances,63.220679667598496,24.12630769230769,43.6734936799531,78.95319199899735,C,D,Bridge / Diversifier,,True,False,False
6238,6238,FURYU CORPORATION,Machinery,66.51799292160823,18.213884615384615,42.36593876849642,80.7667142887027,B,D,Transformation Core,,True,False,False
9332,9332,"NISSO HOLDINGS Co.,Ltd.",Services,58.305669042864274,22.793980769230764,40.54982490604752,76.24993615539353,C,D,Bridge / Diversifier,,True,False,False
5142,5142,Achilles Corporation,Chemicals,67.55431958027836,13.491,40.52265979013918,81.33669395097128,B,D,Transformation Core,,True,False,False
9602,9602,"TOHO CO.,LTD",Information & Communication,56.21792251914199,17.869999999999997,37.04396125957099,75.10167556734628,C,D,Bridge / Diversifier,,True,False,False
4044,4044,"Central Glass Co.,Ltd.",Chemicals,60.14984848013388,16.696461538461534,38.42315500929771,69.08241666407365,C,D,Bridge / Diversifier,,True,False,False
9823,9823,Mammy Mart Holdings Corporation,Retail Trade,64.610887325468,15.989692307692309,40.300289816580154,79.71780621082559,C,C,Bridge / Diversifier,,False,False,False
7965,7965,Zojirushi Corporation,Electric Appliances,57.59144993211223,17.339480769230768,37.4654653506715,67.67529746266175,C,D,Bridge / Diversifier,,True,False,False
9304,9304,Shibusawa Logistics Corporation,Warehousing and Harbor Transportation Service,60.700908408695994,9.418500000000002,35.059704204347995,67.34004507932826,C,C,Bridge / Diversifier,,False,False,False
6592,6592,"MABUCHI MOTOR CO.,LTD.",Electric Appliances,59.60827617133663,17.876403846153842,38.74234000874523,68.78455189423516,C,D,Bridge / Diversifier,,True,False,False
5301,5301,"TOKAI CARBON CO.,LTD.",Glass and Ceramics Products,60.23985681807832,14.48584615384615,37.36285148596224,77.31373943176126,C,C,Bridge / Diversifier,,False,False,False
3395,3395,"Saint Marc Holdings Co.,Ltd.",Retail Trade,61.905804415668406,20.702115384615382,41.30395990014189,78.23001061043581,C,C,Bridge / Diversifier,,False,False,False
7482,7482,"SHIMOJIMA Co.,Ltd.",Wholesale Trade,57.96734848482269,17.034019230769232,37.50068385779596,76.06385984847066,C,C,Bridge / Diversifier,,False,False,False
4021,4021,Nissan Chemical Corporation,Chemicals,63.66975976590542,21.433692307692304,42.55172603679886,79.20018605306616,C,D,Bridge / Diversifier,,True,False,False
6777,6777,santec Holdings Corporation,Electric Appliances,67.56756004278509,18.477365384615386,43.02246271370024,81.34397620534997,B,D,Transformation Core,,True,False,False
6958,6958,CMK CORPORATION,Electric Appliances,53.312705442182875,13.478846153846153,33.39577579801451,65.3219879932006,C,D,Bridge / Diversifier,,True,False,False
7780,7780,"Menicon Co.,Ltd.",Precision Instruments,57.20537056188512,21.38530769230769,39.295339127096405,67.46295380903683,C,C,Bridge / Diversifier,,False,False,False
3064,3064,"MonotaRO Co.,Ltd.",Retail Trade,55.09019103398398,18.17278846153846,36.63148974776122,74.48142325050937,C,C,Bridge / Diversifier,,False,False,False
7014,7014,"Namura Shipbuilding Co.,Ltd.",Transportation Equipment,75.66598403538538,14.000980769230766,44.83348240230807,85.79810940128014,B,C,Transformation Core,,False,False,False
9856,9856,"KU HOLDINGS CO.,LTD.",Retail Trade,56.918921428634384,14.022769230769232,35.47084532970181,75.4872249675671,C,C,Bridge / Diversifier,,False,False,False
6535,6535,"i-mobile Co.,Ltd.",Services,65.69447329261541,24.602365384615386,45.1484193386154,80.31377849275665,B,D,Transformation Core,,True,False,False
7276,7276,"KOITO MANUFACTURING CO.,LTD.",Electric Appliances,70.38695806406943,14.72146153846154,42.554209801265486,82.89464511705637,B,D,Transformation Core,,True,False,False
8032,8032,JAPAN PULP AND PAPER COMPANY LIMITED,Wholesale Trade,51.05440561455784,15.513307692307691,33.283856653432764,64.07992308800682,C,C,Bridge / Diversifier,,False,False,False
2222,2222,"Kotobuki Spirits Co.,Ltd.",Foods,71.77080901566129,21.690999999999995,46.73090450783064,83.65576314043189,B,C,Transformation Core,,False,False,False
9064,9064,"YAMATO HOLDINGS CO.,LTD.",Land Transportation,37.531595084345014,13.718999999999998,25.625297542172504,50.50601366002613,C,C,Bridge / Diversifier,,False,False,False
5988,5988,"PIOLAX,INC.",Metal Products,56.3305751111143,13.649923076923075,34.99024909401869,75.16363449293105,C,C,Bridge / Diversifier,,False,False,False
2060,2060,"FEED ONE CO.,LTD.",Foods,68.69310690143872,11.802519230769231,40.24781306610398,73.78120879579131,B,C,Transformation Core,,False,False,False
5232,5232,"Sumitomo Osaka Cement Co.,Ltd.",Glass and Ceramics Products,64.92482918933196,13.829365384615384,39.37709728697367,71.70865605413259,C,C,Bridge / Diversifier,,False,False,False
5981,5981,"TOKYO ROPE MFG.CO.,LTD",Metal Products,47.48261934964945,12.391173076923078,29.93689621328626,62.115440642307206,C,C,Bridge / Diversifier,,False,False,False
6445,6445,JANOME Corporation,Machinery,69.89481839089694,19.87334615384615,44.88408227237154,82.62396829681151,B,D,Transformation Core,,True,False,False
6088,6088,SIGMAXYZ Holdings Inc.,Services,69.60153406768592,24.137115384615377,46.86932472615065,82.46266191904544,B,D,Transformation Core,,True,False,False
