code_n,code,company_name,sector,phase2_rank,phase2_confidence_score,transformation_score,emerging_score,transformation_quant_evidence_level,emerging_disclosure_level,final_evidence_level,transformation_grade,emerging_grade,role_candidate,final_role,ai_infrastructure_category,close,avg_trading_value_60d
8142,8142,"TOHO Co.,Ltd.",Wholesale Trade,294,0.98,64.84368140989821,17.508423076923076,2,0,2,C,C,Bridge / Diversifier,,,1318.0,182888551.66666663
8267,8267,"AEON CO.,LTD.",Retail Trade,295,0.98,63.853837749661466,18.854115384615383,2,0,2,C,C,Bridge / Diversifier,,,1352.5,14467840911.666666
7859,7859,ALMEDIO INC.,Other Products,296,0.8800000000000001,60.082935822947775,13.406576923076925,3,0,3,C,C,Bridge / Diversifier,,,295.0,255201351.66666663
7943,7943,NICHIHA CORPORATION,Glass and Ceramics Products,297,0.8800000000000001,51.79235703298893,18.79628846153846,2,0,2,C,C,Bridge / Diversifier,,,2834.0,256716713.33333337
6658,6658,"Shirai Electronics Industrial Co.,Ltd.",Electric Appliances,298,0.98,67.50497317628107,15.213384615384612,3,1,3,B,D,Transformation Core,,,455.0,79449121.66666667
4527,4527,"ROHTO PHARMACEUTICAL CO.,LTD.",Pharmaceutical,299,0.8800000000000001,46.21569084393077,22.767249999999997,0,0,0,C,C,Bridge / Diversifier,,,2344.0,1970750629.1666667
9474,9474,"ZENRIN CO.,LTD.",Information & Communication,300,0.8800000000000001,67.66089409182585,77.46748076923078,3,3,3,B,A,Dual Moat,Dual Moat,business_data,870.0,193094326.66666663
5214,5214,"Nippon Electric Glass Co.,Ltd.",Glass and Ceramics Products,301,1.08,76.31447462776379,14.957384615384616,3,0,3,B,C,Transformation Core,,,6888.0,4979816046.666667
6250,6250,YAMABIKO CORPORATION,Machinery,302,0.8800000000000001,43.171745041196694,20.045673076923073,3,1,3,C,D,Bridge / Diversifier,,,3700.0,428673725.0
9715,9715,transcosmos inc.,Services,303,0.8800000000000001,55.53366044425032,24.64390384615384,1,1,1,C,D,Bridge / Diversifier,,,3860.0,309124041.6666667
7701,7701,Shimadzu Corporation,Precision Instruments,304,1.08,61.578329079374896,22.28317307692307,2,0,2,C,C,Bridge / Diversifier,,,3944.0,7257794340.0
8803,8803,"HEIWA REAL ESTATE CO.,LTD.",Real Estate,305,0.8800000000000001,60.70469685722004,11.792461538461538,3,0,3,C,C,Bridge / Diversifier,,,2313.0,591125973.3333334
3864,3864,Mitsubishi Paper Mills Limited,Pulp and Paper,306,1.08,64.4418548118644,11.989634615384611,3,0,3,C,C,Bridge / Diversifier,,,1055.0,271488140.0
4205,4205,ZEON CORPORATION,Chemicals,307,0.8800000000000001,51.63343804984264,17.96138461538461,3,1,3,C,D,Bridge / Diversifier,,,2153.0,1978478704.1666667
5273,5273,"MITANI SEKISAN CO.,LTD.",Glass and Ceramics Products,308,1.08,74.59322037532218,12.358442307692307,3,0,3,B,C,Transformation Core,,,1541.0,106426105.0
8203,8203,MrMax Holdings Ltd.,Retail Trade,309,1.08,69.5972248983272,14.563596153846152,3,0,3,B,C,Transformation Core,,,706.0,54556100.0
7956,7956,PIGEON CORPORATION,Other Products,310,1.08,64.52747021456786,21.65657692307692,3,0,3,C,C,Bridge / Diversifier,,,1857.0,1752277466.6666667
7458,7458,"DAIICHIKOSHO CO.,LTD.",Wholesale Trade,311,0.8800000000000001,65.02814955553919,18.583999999999996,3,0,3,B,C,Transformation Core,,,1624.0,587280254.1666666
9413,9413,TV TOKYO Holdings Corporation,Information & Communication,312,0.8800000000000001,53.78459408021892,18.468384615384615,1,1,1,C,D,Bridge / Diversifier,,,3635.0,262912741.66666663
6378,6378,"KIMURA CHEMICAL PLANTS CO.,LTD.",Machinery,313,0.8800000000000001,60.986388790670674,11.138269230769229,3,1,3,C,D,Bridge / Diversifier,,,1163.0,1767884553.3333333
7947,7947,FP CORPORATION,Chemicals,314,0.8800000000000001,65.69439762123199,19.36453846153846,2,1,2,B,D,Transformation Core,,,2451.0,729894408.3333334
6282,6282,OILES CORPORATION,Machinery,315,0.8800000000000001,64.15651178036833,18.284961538461538,3,1,3,C,D,Bridge / Diversifier,,,2585.0,320586861.6666667
1847,1847,"ICHIKEN Co.,Ltd.",Construction,316,1.08,75.50190125924675,5.358365384615386,3,1,3,B,D,Transformation Core,,,2629.0,158522773.33333334
9887,9887,"MATSUYA FOODS HOLDINGS CO.,LTD.",Retail Trade,317,1.08,63.7922143169936,22.358134615384618,3,0,3,C,C,Bridge / Diversifier,,,4700.0,510602966.6666667
4547,4547,"KISSEI PHARMACEUTICAL CO.,LTD.",Pharmaceutical,318,0.8800000000000001,51.89971466149104,16.79051923076923,3,0,3,C,C,Bridge / Diversifier,,,3810.0,492095616.6666667
2784,2784,Alfresa Holdings Corporation,Wholesale Trade,319,0.8800000000000001,44.83816620852342,14.039365384615383,3,0,3,C,C,Bridge / Diversifier,,,2163.0,991256838.3333334
6584,6584,"Sanoh Industrial Co.,Ltd.",Transportation Equipment,320,0.8800000000000001,59.696597135678616,14.7195,3,0,3,C,C,Bridge / Diversifier,,,982.0,511124351.6666667
4028,4028,"ISHIHARA SANGYO KAISHA,LTD.",Chemicals,321,0.8800000000000001,66.20821727695736,15.094807692307697,3,1,3,B,D,Transformation Core,,,3335.0,1360033703.3333333
4768,4768,OTSUKA CORPORATION,Information & Communication,322,1.08,65.28721134655595,19.579749999999997,3,1,3,B,D,Transformation Core,,,3063.0,4944641539.166667
6371,6371,TSUBAKIMOTO CHAIN CO.,Machinery,323,0.8800000000000001,61.0678142606226,19.151961538461535,3,1,3,C,D,Bridge / Diversifier,,,2649.0,534057133.3333333
9418,9418,"U-NEXT HOLDINGS Co.,Ltd.",Information & Communication,324,0.8800000000000001,60.0927480494644,22.380615384615385,3,1,3,C,D,Bridge / Diversifier,,,1570.0,1030255606.6666666
1332,1332,Nissui Corporation,"Fishery, Agriculture and Forestry",325,0.8800000000000001,60.654804361488345,16.038961538461535,2,0,2,C,C,Bridge / Diversifier,,,1308.5,1936423690.8333333
2871,2871,NICHIREI CORPORATION,Foods,326,1.08,72.02457871454041,17.446923076923078,3,0,3,B,C,Transformation Core,,,1879.5,2371136350.8333335
1969,1969,"Takasago Thermal Engineering Co.,Ltd.",Construction,327,1.08,53.199392852673306,12.062134615384611,3,1,3,C,D,Bridge / Diversifier,,,4440.0,3151319321.6666665
8043,8043,Starzen Company Limited,Wholesale Trade,328,0.8800000000000001,27.173411637605422,13.993442307692307,3,0,3,C,C,Bridge / Diversifier,,,1147.0,184579505.0
9005,9005,TOKYU CORPORATION,Land Transportation,329,0.8300000000000001,68.37798284247818,13.3575,3,0,3,B,C,Transformation Core,,,1630.0,5938184926.666667
7972,7972,ITOKI CORPORATION,Other Products,330,0.8800000000000001,55.472268476011635,21.59375,3,0,3,C,C,Bridge / Diversifier,,,2522.0,710911855.0
7685,7685,"BuySell Technologies Co.,Ltd.",Wholesale Trade,331,1.08,67.35351236297782,22.22503846153846,3,0,3,B,C,Transformation Core,,,4065.0,1251450550.0
8185,8185,"CHIYODA CO.,LTD.",Retail Trade,332,1.08,23.860030338503343,19.63142307692308,2,0,2,C,C,Bridge / Diversifier,,,950.0,135331973.33333334
6103,6103,OKUMA Corporation,Machinery,333,0.8800000000000001,48.8264483817944,17.730249999999998,1,1,1,C,D,Bridge / Diversifier,,,4095.0,2060773266.6666667
8897,8897,"MIRARTH HOLDINGS,Inc.",Real Estate,334,0.8800000000000001,56.67479876700116,11.648096153846154,3,0,3,C,C,Bridge / Diversifier,,,416.0,371027965.0
8136,8136,"Sanrio Company,Ltd.",Wholesale Trade,335,1.08,68.30537212958089,20.88225,3,0,3,B,C,Transformation Core,,,932.5,26216736795.707905
5332,5332,TOTO LTD.,Glass and Ceramics Products,336,1.08,64.45797573638775,21.558980769230768,2,0,2,C,C,Bridge / Diversifier,,,7577.0,8295119741.666667
6932,6932,ENDO Lighting Corporation,Electric Appliances,337,0.8800000000000001,54.27707684813607,18.861865384615385,3,1,3,C,D,Bridge / Diversifier,,,2558.0,158684013.33333334
6718,6718,"AIPHONE CO.,LTD.",Electric Appliances,338,1.08,68.06097359431149,19.92075,3,1,3,B,D,Transformation Core,,,2682.0,105267921.66666669
4530,4530,"HISAMITSU PHARMACEUTICAL CO.,INC.",Pharmaceutical,339,1.08,62.2024450879671,19.810999999999996,3,0,3,C,C,Bridge / Diversifier,,,6040.0,2874384023.3333335
4634,4634,"artience Co.,Ltd.",Chemicals,340,0.8800000000000001,63.82897158475568,16.38153846153846,3,1,3,C,D,Bridge / Diversifier,,,4195.0,489590258.3333333
6432,6432,"TAKEUCHI MFG.CO.,LTD.",Machinery,341,0.8800000000000001,51.783621370550485,15.159942307692305,2,1,2,C,D,Bridge / Diversifier,,,6650.0,2105206250.0
7846,7846,PILOT CORPORATION,Other Products,342,0.8800000000000001,51.80374821541923,20.258019230769232,1,0,1,C,C,Bridge / Diversifier,,,4905.0,524889803.3333333
9882,9882,YELLOW HAT LTD.,Wholesale Trade,343,0.8800000000000001,49.245123625282034,20.85898076923077,1,0,1,C,C,Bridge / Diversifier,,,1621.0,265018991.66666663
7745,7745,"A&D HOLON Holdings Company,Limited",Precision Instruments,344,0.8800000000000001,60.31656039313614,20.619692307692304,3,0,3,C,C,Bridge / Diversifier,,,2795.0,457789410.0
6351,6351,"TSURUMI MANUFACTURING CO.,LTD.",Machinery,345,1.08,55.392847533359294,16.66205769230769,3,1,3,C,D,Bridge / Diversifier,,,2106.0,142272755.0
4617,4617,"Chugoku Marine Paints,Ltd.",Chemicals,346,0.8800000000000001,63.96528543901809,18.1605,3,1,3,C,D,Bridge / Diversifier,,,3285.0,1528042148.3333333
3191,3191,"JOYFUL HONDA CO.,LTD.",Retail Trade,347,0.8800000000000001,45.9811525085311,17.345769230769232,1,0,1,C,C,Bridge / Diversifier,,,2187.0,459830761.6666667
5715,5715,"FURUKAWA CO.,LTD.",Nonferrous Metals,348,0.8800000000000001,38.637184746526465,8.323057692307692,3,1,3,C,D,Bridge / Diversifier,,,4000.0,1683821891.6666667
6951,6951,JEOL Ltd.,Electric Appliances,349,1.08,67.59298558360935,22.04090384615385,3,1,3,B,D,Transformation Core,,,7151.0,2197945460.0
5711,5711,Mitsubishi Materials Corporation,Nonferrous Metals,350,1.08,56.57669274610589,14.24259615384615,2,1,2,C,D,Bridge / Diversifier,,,5089.0,8394102790.0
9678,9678,"KANAMOTO CO.,LTD.",Services,351,0.8800000000000001,71.99368458743942,22.63113461538461,3,1,3,B,D,Transformation Core,,,4930.0,562789908.3333334
4368,4368,"FUSO CHEMICAL CO.,LTD.",Chemicals,352,1.08,65.81847755651002,15.186423076923075,1,1,1,B,D,Transformation Core,,,4475.0,2355934975.1916504
4553,4553,"TOWA PHARMACEUTICAL CO.,LTD.",Pharmaceutical,353,0.8800000000000001,63.61170626512006,18.13573076923077,3,0,3,C,C,Bridge / Diversifier,,,3855.0,513262933.3333333
9536,9536,"SAIBU GAS HOLDINGS CO.,LTD.",Electric Power and Gas,354,0.8300000000000001,60.74294106665866,16.29094230769231,2,0,2,C,C,Bridge / Diversifier,,,2197.0,266079590.0
4350,4350,"MEDICAL SYSTEM NETWORK Co.,Ltd.",Retail Trade,355,1.08,71.64480801066014,21.9955,1,0,1,B,C,Buffett Core,Buffett Core,,514.0,30067965.0
7283,7283,"AISAN INDUSTRY CO.,LTD.",Transportation Equipment,356,0.8800000000000001,62.621788732033366,14.56328846153846,3,0,3,C,C,Bridge / Diversifier,,,1873.0,309820258.3333333
9532,9532,"OSAKA GAS CO.,LTD.",Electric Power and Gas,357,1.08,69.9185775990965,15.352365384615384,3,0,3,B,C,Transformation Core,,,5340.0,7527891846.666667
7373,7373,"Aidma Holdings,Inc.",Services,358,1.08,71.14976628201302,24.874980769230767,3,1,3,B,D,Transformation Core,,,1156.0,223847833.33333337
6465,6465,HOSHIZAKI CORPORATION,Machinery,359,1.08,57.29306148147844,22.019403846153843,2,1,2,C,D,Bridge / Diversifier,,,5190.0,2348703273.3333335
5975,5975,Topre Corporation,Metal Products,360,0.8800000000000001,73.59633607333222,13.510961538461538,3,0,3,B,C,Transformation Core,,,2680.0,237861173.33333337
7226,7226,"KYOKUTO KAIHATSU KOGYO CO.,LTD.",Transportation Equipment,361,0.8800000000000001,50.51099114979823,13.106769230769231,3,0,3,C,C,Bridge / Diversifier,,,2149.0,632643893.3333334
9076,9076,"SEINO HOLDINGS CO.,LTD.",Land Transportation,362,0.8800000000000001,55.89203478139473,14.15080769230769,2,0,2,C,C,Bridge / Diversifier,,,2688.0,1150331653.3333333
6670,6670,"MCJ Co.,Ltd.",Electric Appliances,363,0.8800000000000001,58.27500511153499,18.27346153846154,3,1,3,C,D,Bridge / Diversifier,,,2183.0,1258634811.6666667
4979,4979,"OAT Agrio Co.,Ltd.",Chemicals,364,0.8800000000000001,60.54017088923081,18.317269230769227,2,1,2,C,D,Bridge / Diversifier,,,2609.0,206192960.0
8179,8179,"ROYAL HOLDINGS Co., Ltd.",Retail Trade,365,1.08,68.91807152599822,22.625884615384617,3,0,3,B,C,Transformation Core,,,1254.0,451804678.3333333
2003,2003,"NITTO FUJI FLOUR MILLING CO.,LTD.",Foods,366,1.08,67.83539836860274,13.745173076923075,2,0,2,B,C,Transformation Core,,,1692.0,44604015.0
2915,2915,"KENKO Mayonnaise Co.,Ltd.",Foods,367,1.08,75.76520810345906,14.377365384615382,3,0,3,B,C,Transformation Core,,,1932.0,89062971.66666667
4526,4526,"RIKEN VITAMIN CO.,LTD.",Foods,368,0.8800000000000001,57.578554697073464,17.372923076923072,3,0,3,C,C,Bridge / Diversifier,,,2832.0,263002075.0
8005,8005,Scroll Corporation,Retail Trade,369,1.08,61.64622653501375,18.80623076923077,2,0,2,C,C,Bridge / Diversifier,,,1679.0,289173661.6666667
4681,4681,"RESORTTRUST,INC.",Services,370,0.8800000000000001,63.38877728160756,29.163923076923076,2,1,2,C,D,Bridge / Diversifier,,,1659.0,1176155907.5
9746,9746,TKC Corporation,Information & Communication,371,0.8800000000000001,56.53853133473393,23.05582692307692,2,1,2,C,D,Bridge / Diversifier,,,3445.0,423318908.3333333
3034,3034,"Qol Holdings Co.,Ltd.",Retail Trade,372,0.8800000000000001,54.34602862037942,15.669596153846154,2,0,2,C,C,Bridge / Diversifier,,,1805.0,334768013.3333333
7575,7575,"Japan Lifeline Co.,Ltd.",Wholesale Trade,373,0.8800000000000001,59.99811164797072,19.86142307692307,3,0,3,C,C,Bridge / Diversifier,,,1296.0,263144780.0
7762,7762,"Citizen Watch Co.,Ltd.",Precision Instruments,374,1.08,65.86399619626219,21.879076923076923,2,0,2,B,C,Transformation Core,,,2309.0,2374966998.3333335
2585,2585,"LIFEDRINK COMPANY,INC.",Foods,375,1.08,63.49312376617218,18.322211538461534,2,0,2,C,C,Bridge / Diversifier,,,1760.0,2207372208.3333335
3907,3907,Silicon Studio Corp.,Information & Communication,376,1.08,64.33603402796373,18.447980769230767,2,1,2,C,D,Bridge / Diversifier,,,1303.0,289592470.0
3089,3089,"Techno Alpha Co.,Ltd.",Wholesale Trade,377,1.08,78.73393373649012,15.532230769230768,3,0,3,A,C,Transformation Core,Bridge / Diversifier,,1252.0,48838031.666666664
4064,4064,"Nippon Carbide Industries Company,Incorporated",Chemicals,378,0.8800000000000001,67.77804746760141,18.696365384615383,3,1,3,B,D,Transformation Core,,,3260.0,182367516.66666663
8007,8007,"Takashima & Co.,Ltd.",Wholesale Trade,379,1.08,28.691129622584526,11.969673076923076,2,0,2,C,C,Bridge / Diversifier,,,731.0,127447115.0
5943,5943,NORITZ CORPORATION,Metal Products,380,0.8800000000000001,52.78474637260232,19.191673076923077,2,0,2,C,C,Bridge / Diversifier,,,2211.0,230872905.0
4443,4443,"Sansan,Inc.",Information & Communication,381,1.08,65.19860730924066,23.805999999999997,3,1,3,B,D,Transformation Core,,,1765.0,2592403153.3333335
3097,3097,The Monogatari Corporation,Retail Trade,382,1.08,62.107453985359186,22.32478846153846,1,0,1,C,C,Bridge / Diversifier,,,4720.0,838203425.0
7309,7309,SHIMANO INC.,Transportation Equipment,383,1.08,45.16479574647889,18.564,1,0,1,C,C,Bridge / Diversifier,,,16205.0,5550893725.0
9039,9039,"Sakai Moving Service Co.,Ltd.",Land Transportation,384,0.8300000000000001,49.48123150691251,21.32828846153846,1,0,1,C,C,Bridge / Diversifier,,,2854.0,281207035.0
6413,6413,RISO KAGAKU CORPORATION,Machinery,385,1.08,52.92935244341352,22.782134615384617,2,1,2,C,D,Bridge / Diversifier,,,982.0,121976801.66666669
2331,2331,"ALSOK CO.,LTD.",Services,386,0.8800000000000001,53.437378947761104,24.029288461538457,2,1,2,C,D,Bridge / Diversifier,,,1078.0,1541879085.0
6835,6835,ALLIED TELESIS HOLDINGS K.K.,Electric Appliances,387,0.8800000000000001,68.94480988381976,21.38926923076923,3,1,3,B,D,Transformation Core,,,286.0,196985018.33333337
4685,4685,"Ryoyu Systems Co.,Ltd.",Information & Communication,388,1.08,62.65624400989548,16.97925,3,1,3,C,D,Bridge / Diversifier,,,2916.0,124852345.0
7906,7906,"YONEX CO.,LTD.",Other Products,389,0.8800000000000001,53.80292147169284,21.10501923076923,3,0,3,C,C,Bridge / Diversifier,,,2388.0,1171481036.6666667
4045,4045,"TOAGOSEI CO.,LTD.",Chemicals,390,0.8800000000000001,53.73233311262613,16.049711538461537,2,1,2,C,D,Bridge / Diversifier,,,1735.0,566131817.5
1873,1873,"NIHON HOUSE HOLDINGS CO.,LTD.",Construction,391,1.08,75.69381312492274,13.672711538461536,3,1,3,B,D,Transformation Core,,,289.0,42986025.0
7483,7483,"DOSHISHA CO.,LTD.",Wholesale Trade,392,0.8800000000000001,57.66396706082523,16.105346153846153,3,0,3,C,C,Bridge / Diversifier,,,2918.0,324433966.6666667
6703,6703,"Oki Electric Industry Company,Limited",Electric Appliances,393,1.08,77.7974318636968,19.71863461538461,3,1,3,B,D,Transformation Core,,,3470.0,2528427016.6666665
3415,3415,"TOKYO BASE Co.,Ltd.",Retail Trade,394,1.08,57.605596106683144,18.437692307692306,3,0,3,C,C,Bridge / Diversifier,,,346.0,364052646.6666667
4985,4985,Earth Corporation,Chemicals,395,0.8800000000000001,59.60254632573384,22.302173076923076,3,1,3,C,D,Bridge / Diversifier,,,4645.0,260027616.66666663
3636,3636,"Mitsubishi Research Institute,Inc.",Information & Communication,396,0.8800000000000001,47.18318918295719,17.551249999999996,2,1,2,C,D,Bridge / Diversifier,,,4730.0,318351941.6666667
7241,7241,"FUTABA INDUSTRIAL CO.,LTD.",Transportation Equipment,397,0.8800000000000001,59.81610529266362,13.515673076923076,3,0,3,C,C,Bridge / Diversifier,,,986.0,282187703.3333333
8153,8153,"MOS FOOD SERVICES,INC.",Wholesale Trade,398,1.08,72.72052485385628,19.913211538461535,3,0,3,B,C,Transformation Core,,,3515.0,552478033.3333334
6637,6637,"TERASAKI ELECTRIC CO.,LTD.",Electric Appliances,399,0.8800000000000001,67.49056022940805,16.26848076923077,3,1,3,B,D,Transformation Core,,,3330.0,221875950.0
3099,3099,Isetan Mitsukoshi Holdings Ltd.,Retail Trade,400,1.08,70.78775554087917,21.301692307692303,3,0,3,B,C,Transformation Core,,,3350.0,5978154790.0
7246,7246,"PRESS KOGYO CO.,LTD.",Transportation Equipment,401,0.8800000000000001,55.54764737670263,13.296499999999998,0,0,0,D,C,Bridge / Diversifier,,,829.0,279517793.3333333
4031,4031,Katakura & Co-op Agri Corporation,Chemicals,402,1.08,43.379325266036126,10.231538461538465,0,1,1,C,D,Bridge / Diversifier,,,1118.0,452161521.6666667
3399,3399,Maruchiyo Yamaokaya Corporation,Retail Trade,403,1.08,69.68984735506332,20.336961538461537,2,0,2,B,C,Transformation Core,,,3110.0,534956868.3333333
3355,3355,KURIYAMA HOLDINGS CORPORATION,Wholesale Trade,404,1.08,54.001730494792696,17.274673076923076,2,0,2,C,C,Bridge / Diversifier,,,1546.0,77897028.33333333
6644,6644,"Osaki Electric Co.,Ltd.",Electric Appliances,405,0.8800000000000001,56.36232834152812,16.452173076923074,3,1,3,C,D,Bridge / Diversifier,,,1593.0,601225355.0
8130,8130,Sangetsu Corporation,Wholesale Trade,406,0.8800000000000001,52.896772076849075,18.455461538461535,2,0,2,C,C,Bridge / Diversifier,,,2876.0,537035846.6666666
5253,5253,COVER Corporation,Information & Communication,407,1.08,56.455472821097125,19.897711538461536,3,1,3,C,D,Bridge / Diversifier,,,1633.0,2215731995.0
2875,2875,"TOYO SUISAN KAISHA,LTD.",Foods,408,1.08,69.68104097789177,18.220384615384617,3,0,3,B,C,Transformation Core,,,10820.0,3969695666.6666665
6140,6140,"Asahi Diamond Industrial Co.,Ltd.",Machinery,409,1.08,58.07944059963251,14.904903846153845,2,1,2,C,D,Bridge / Diversifier,,,1369.0,2903384098.3333335
3696,3696,CERES INC.,Information & Communication,410,0.8800000000000001,36.68306614264421,17.2965,2,1,2,C,D,Bridge / Diversifier,,,1832.0,326841798.3333333
3911,3911,Aiming Inc.,Information & Communication,411,1.08,81.64516980989774,20.75230769230769,3,1,3,A,D,Transformation Core,,,175.0,55000158.333333336
6272,6272,"RHEON AUTOMATIC MACHINERY CO.,LTD.",Machinery,412,0.8800000000000001,58.268021094040584,18.919096153846148,3,1,3,C,D,Bridge / Diversifier,,,1431.0,138759868.33333334
6961,6961,ENPLAS CORPORATION,Electric Appliances,413,1.08,58.40953028248308,18.815038461538457,1,1,1,C,D,Bridge / Diversifier,,,12950.0,3183918650.0
6257,6257,"FUJISHOJI CO.,LTD.",Machinery,414,1.08,65.92885481554131,17.50715384615384,1,1,1,B,D,Transformation Core,,,995.0,39998180.0
5632,5632,"Mitsubishi Steel Mfg.Co.,Ltd.",Iron and Steel,415,0.8800000000000001,59.27350727780272,13.56223076923077,3,0,3,C,C,Bridge / Diversifier,,,2127.0,226712190.0
9405,9405,ASAHI BROADCASTING GROUP HOLDINGS CORPORATION,Information & Communication,416,1.08,63.0497543781574,17.495807692307693,3,1,3,C,D,Bridge / Diversifier,,,807.0,102546095.0
3946,3946,"TOMOKU CO.,LTD.",Pulp and Paper,417,0.8800000000000001,69.06636722518336,14.008865384615383,3,0,3,B,C,Transformation Core,,,3850.0,160153341.66666666
8035,8035,Tokyo Electron Limited,Electric Appliances,418,1.08,63.220679667598496,24.12630769230769,2,1,2,C,D,Bridge / Diversifier,,,53060.0,138488824083.33334
6238,6238,FURYU CORPORATION,Machinery,419,1.08,66.51799292160823,18.213884615384615,3,1,3,B,D,Transformation Core,,,1339.0,259365638.33333337
9332,9332,"NISSO HOLDINGS Co.,Ltd.",Services,420,1.08,58.305669042864274,22.793980769230764,3,1,3,C,D,Bridge / Diversifier,,,570.0,117959080.0
5142,5142,Achilles Corporation,Chemicals,421,1.08,67.55431958027836,13.491,3,1,3,B,D,Transformation Core,,,1168.0,114115218.33333331
9602,9602,"TOHO CO.,LTD",Information & Communication,422,1.08,56.21792251914199,17.869999999999997,1,1,1,C,D,Bridge / Diversifier,,,1211.0,5394467222.5
4044,4044,"Central Glass Co.,Ltd.",Chemicals,423,0.8800000000000001,60.14984848013388,16.696461538461534,2,1,2,C,D,Bridge / Diversifier,,,4060.0,313958200.0
9823,9823,Mammy Mart Holdings Corporation,Retail Trade,424,1.08,64.610887325468,15.989692307692309,1,0,1,C,C,Bridge / Diversifier,,,994.0,128441468.33333331
7965,7965,Zojirushi Corporation,Electric Appliances,425,0.8800000000000001,57.59144993211223,17.339480769230768,3,1,3,C,D,Bridge / Diversifier,,,1427.0,296180818.3333333
9304,9304,Shibusawa Logistics Corporation,Warehousing and Harbor Transportation Service,426,0.8300000000000001,60.700908408695994,9.418500000000002,2,0,2,C,C,Bridge / Diversifier,,,1401.0,145991053.33333334
6592,6592,"MABUCHI MOTOR CO.,LTD.",Electric Appliances,427,0.8800000000000001,59.60827617133663,17.876403846153842,3,1,3,C,D,Bridge / Diversifier,,,1520.5,1653026941.6666667
5301,5301,"TOKAI CARBON CO.,LTD.",Glass and Ceramics Products,428,1.08,60.23985681807832,14.48584615384615,1,0,1,C,C,Bridge / Diversifier,,,1852.5,2551319823.3102417
3395,3395,"Saint Marc Holdings Co.,Ltd.",Retail Trade,429,1.08,61.905804415668406,20.702115384615382,2,0,2,C,C,Bridge / Diversifier,,,2464.0,286046453.3333333
7482,7482,"SHIMOJIMA Co.,Ltd.",Wholesale Trade,430,1.08,57.96734848482269,17.034019230769232,3,0,3,C,C,Bridge / Diversifier,,,1259.0,79970775.0
4021,4021,Nissan Chemical Corporation,Chemicals,431,1.08,63.66975976590542,21.433692307692304,1,1,1,C,D,Bridge / Diversifier,,,7460.0,4466553355.0
6777,6777,santec Holdings Corporation,Electric Appliances,432,1.08,67.56756004278509,18.477365384615386,3,1,3,B,D,Transformation Core,,,25380.0,6644598083.333333
6958,6958,CMK CORPORATION,Electric Appliances,433,0.8800000000000001,53.312705442182875,13.478846153846153,3,1,3,C,D,Bridge / Diversifier,,,772.0,624305203.3333334
7780,7780,"Menicon Co.,Ltd.",Precision Instruments,434,0.8800000000000001,57.20537056188512,21.38530769230769,1,0,1,C,C,Bridge / Diversifier,,,1625.0,448455850.0
3064,3064,"MonotaRO Co.,Ltd.",Retail Trade,435,1.08,55.09019103398398,18.17278846153846,2,0,2,C,C,Bridge / Diversifier,,,1926.0,6105263480.833333
7014,7014,"Namura Shipbuilding Co.,Ltd.",Transportation Equipment,436,1.08,75.66598403538538,14.000980769230766,3,0,3,B,C,Transformation Core,,,3525.0,5842217641.666667
9856,9856,"KU HOLDINGS CO.,LTD.",Retail Trade,437,1.08,56.918921428634384,14.022769230769232,1,0,1,C,C,Bridge / Diversifier,,,1147.0,58035511.666666664
6535,6535,"i-mobile Co.,Ltd.",Services,438,1.08,65.69447329261541,24.602365384615386,2,1,2,B,D,Transformation Core,,,489.0,122321596.66666669
7276,7276,"KOITO MANUFACTURING CO.,LTD.",Electric Appliances,439,1.08,70.38695806406943,14.72146153846154,2,1,2,B,D,Transformation Core,,,2723.0,2620630796.6666665
8032,8032,JAPAN PULP AND PAPER COMPANY LIMITED,Wholesale Trade,440,0.8800000000000001,51.05440561455784,15.513307692307691,1,0,1,C,C,Bridge / Diversifier,,,1135.0,366005653.3333333
2222,2222,"Kotobuki Spirits Co.,Ltd.",Foods,441,1.08,71.77080901566129,21.690999999999995,3,0,3,B,C,Transformation Core,,,2066.0,1111039233.3333333
9064,9064,"YAMATO HOLDINGS CO.,LTD.",Land Transportation,442,0.7300000000000001,37.531595084345014,13.718999999999998,1,0,1,C,C,Bridge / Diversifier,,,1799.5,2306412297.5
5988,5988,"PIOLAX,INC.",Metal Products,443,1.08,56.3305751111143,13.649923076923075,1,0,1,C,C,Bridge / Diversifier,,,1559.0,186768245.0
2060,2060,"FEED ONE CO.,LTD.",Foods,444,0.8800000000000001,68.69310690143872,11.802519230769231,3,0,3,B,C,Transformation Core,,,1176.0,120609050.0
5232,5232,"Sumitomo Osaka Cement Co.,Ltd.",Glass and Ceramics Products,445,0.8800000000000001,64.92482918933196,13.829365384615384,3,0,3,C,C,Bridge / Diversifier,,,5400.0,1110920506.6666667
5981,5981,"TOKYO ROPE MFG.CO.,LTD",Metal Products,446,0.8800000000000001,47.48261934964945,12.391173076923078,2,0,2,C,C,Bridge / Diversifier,,,1779.0,281269581.6666667
6445,6445,JANOME Corporation,Machinery,447,1.08,69.89481839089694,19.87334615384615,3,1,3,B,D,Transformation Core,,,1221.0,73976070.0
6088,6088,SIGMAXYZ Holdings Inc.,Services,448,1.08,69.60153406768592,24.137115384615377,3,1,3,B,D,Transformation Core,,,547.0,364978625.0
