code,company_name,transformation_score_type,shareholder_return_data_available,reform_disclosure_data_available,fcf_proxy_available,transformation_fullness_score,transformation_fullness_note
4996,"KUMIAI CHEMICAL INDUSTRY CO.,LTD.",lite,False,True,True,0.5,lite: payout/reform data absent and financial proxy insufficient
9990,SAC'S BAR HOLDINGS INC.,partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
4401,ADEKA CORPORATION,partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
5480,"Nippon Yakin kogyo Co.,Ltd.",lite,False,True,True,0.35,lite: payout/reform data absent and financial proxy insufficient
7942,JSP Corporation,partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
7981,"TAKARA STANDARD CO.,LTD.",partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
6809,TOA CORPORATION,partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
6058,VECTOR INC.,partial,False,True,True,0.6499999999999999,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
7864,"FUJI SEAL INTERNATIONAL,INC.",partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
9861,"YOSHINOYA HOLDINGS CO.,LTD.",lite,False,True,True,0.5,lite: payout/reform data absent and financial proxy insufficient
2767,TSUBURAYA FIELDS HOLDINGS INC.,partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
2810,House Foods Group Inc.,partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
6474,NACHI-FUJIKOSHI CORP.,partial,False,True,True,0.6499999999999999,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
7231,"TOPY INDUSTRIES,LIMITED",partial,False,True,True,0.6499999999999999,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
3660,istyle Inc.,partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
4544,"H.U. Group Holdings,Inc.",lite,False,True,True,0.35,lite: payout/reform data absent and financial proxy insufficient
4776,"Cybozu,Inc.",partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
2004,"Showa Sangyo Co.,Ltd.",partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
1377,SAKATA SEED CORPORATION,partial,False,True,True,0.6499999999999999,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
4665,"DUSKIN CO.,LTD.",partial,False,True,True,0.6499999999999999,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
2229,"CALBEE,Inc.",partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
6356,"NIPPON GEAR CO.,LTD.",partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
3923,"RAKUS Co.,Ltd.",partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
6810,"Maxell,Ltd.",partial,False,True,True,0.6499999999999999,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
2429,"WORLD HOLDINGS CO.,LTD.",lite,False,True,True,0.5,lite: payout/reform data absent and financial proxy insufficient
7867,"TOMY COMPANY,LTD.",partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
7936,ASICS Corporation,partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
2270,"MEGMILK SNOW BRAND Co.,Ltd.",partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
5703,"Nippon Light Metal Holdings Company,Ltd.",partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
4208,UBE Corporation,partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
3626,TIS Inc.,lite,False,True,True,0.5,lite: payout/reform data absent and financial proxy insufficient
4559,"ZERIA PHARMACEUTICAL CO.,LTD.",partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
3930,"Hatena Co.,Ltd.",partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
2742,"HALOWS CO.,LTD.",lite,False,True,True,0.35,lite: payout/reform data absent and financial proxy insufficient
8103,Meiwa Corporation,partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
1663,K&O Energy Group Inc.,partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
3765,"GungHo Online Entertainment,Inc.",lite,False,True,True,0.5,lite: payout/reform data absent and financial proxy insufficient
6349,KOMORI CORPORATION,partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
7990,"GLOBERIDE,Inc.",partial,False,True,True,0.6499999999999999,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
4933,"I-ne CO.,LTD.",partial,False,True,True,0.6499999999999999,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
5817,"JMACS Japan Co.,Ltd.",partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
9531,"TOKYO GAS CO.,LTD.",lite,False,True,True,0.35,lite: payout/reform data absent and financial proxy insufficient
6367,"DAIKIN INDUSTRIES,LTD.",partial,False,True,True,0.6499999999999999,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
3046,JINS HOLDINGS Inc.,partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
7955,Cleanup Corporation,lite,False,True,True,0.5,lite: payout/reform data absent and financial proxy insufficient
7532,Pan Pacific International Holdings Corporation,partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
4620,"FUJIKURA KASEI CO.,LTD.",partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
8050,SEIKO GROUP CORPORATION,partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
7545,"NISHIMATSUYA CHAIN Co.,Ltd.",lite,False,True,True,0.5,lite: payout/reform data absent and financial proxy insufficient
9987,"SUZUKEN CO.,LTD.",partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
3167,TOKAI Holdings Corporation,partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
3101,"TOYOBO CO.,LTD.",partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
7004,Kanadevia Corporation,partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
9962,MISUMI Group Inc.,partial,False,True,True,0.6499999999999999,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
9830,TRUSCO NAKAYAMA CORPORATION,partial,False,True,True,0.6499999999999999,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
6850,Chino Corporation,partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
9994,YAMAYA CORPORATION,partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
2809,Kewpie Corporation,partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
4611,"Dai Nippon Toryo Company,Limited",partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
8022,Mizuno Corporation,partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
8086,NIPRO CORPORATION,partial,False,True,True,0.6499999999999999,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
7279,HI-LEX CORPORATION,partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
3088,MatsukiyoCocokara & Co.,partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
2292,S Foods Inc.,lite,False,True,True,0.35,lite: payout/reform data absent and financial proxy insufficient
4194,"Visional,Inc.",partial,False,True,True,0.6499999999999999,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
6841,YOKOGAWA ELECTRIC CORPORATION,partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
1878,"DAITO TRUST CONSTRUCTION CO.,LTD.",partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
7520,"Eco's Co.,Ltd.",partial,False,True,True,0.6499999999999999,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
3558,"JADE GROUP,Inc.",partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
2782,"Seria Co.,Ltd.",lite,False,True,True,0.35,lite: payout/reform data absent and financial proxy insufficient
6952,"CASIO COMPUTER CO.,LTD.",partial,False,True,True,0.6499999999999999,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
5032,ANYCOLOR Inc.,partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
8142,"TOHO Co.,Ltd.",partial,False,True,True,0.6499999999999999,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
8267,"AEON CO.,LTD.",partial,False,True,True,0.6499999999999999,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
7859,ALMEDIO INC.,partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
7943,NICHIHA CORPORATION,partial,False,True,True,0.6499999999999999,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
6658,"Shirai Electronics Industrial Co.,Ltd.",partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
4527,"ROHTO PHARMACEUTICAL CO.,LTD.",lite,False,True,True,0.35,lite: payout/reform data absent and financial proxy insufficient
9474,"ZENRIN CO.,LTD.",partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
5214,"Nippon Electric Glass Co.,Ltd.",partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
6250,YAMABIKO CORPORATION,partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
9715,transcosmos inc.,lite,False,True,True,0.5,lite: payout/reform data absent and financial proxy insufficient
7701,Shimadzu Corporation,partial,False,True,True,0.6499999999999999,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
8803,"HEIWA REAL ESTATE CO.,LTD.",partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
3864,Mitsubishi Paper Mills Limited,partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
4205,ZEON CORPORATION,partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
5273,"MITANI SEKISAN CO.,LTD.",partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
8203,MrMax Holdings Ltd.,partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
7956,PIGEON CORPORATION,partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
7458,"DAIICHIKOSHO CO.,LTD.",partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
9413,TV TOKYO Holdings Corporation,lite,False,True,True,0.5,lite: payout/reform data absent and financial proxy insufficient
6378,"KIMURA CHEMICAL PLANTS CO.,LTD.",partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
7947,FP CORPORATION,partial,False,True,True,0.6499999999999999,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
6282,OILES CORPORATION,partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
1847,"ICHIKEN Co.,Ltd.",partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
9887,"MATSUYA FOODS HOLDINGS CO.,LTD.",partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
4547,"KISSEI PHARMACEUTICAL CO.,LTD.",partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
2784,Alfresa Holdings Corporation,partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
6584,"Sanoh Industrial Co.,Ltd.",partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
4028,"ISHIHARA SANGYO KAISHA,LTD.",partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
4768,OTSUKA CORPORATION,partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
6371,TSUBAKIMOTO CHAIN CO.,partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
9418,"U-NEXT HOLDINGS Co.,Ltd.",partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
1332,Nissui Corporation,partial,False,True,True,0.6499999999999999,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
2871,NICHIREI CORPORATION,partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
1969,"Takasago Thermal Engineering Co.,Ltd.",partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
8043,Starzen Company Limited,partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
9005,TOKYU CORPORATION,partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
7972,ITOKI CORPORATION,partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
7685,"BuySell Technologies Co.,Ltd.",partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
8185,"CHIYODA CO.,LTD.",partial,False,True,True,0.6499999999999999,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
6103,OKUMA Corporation,lite,False,True,True,0.5,lite: payout/reform data absent and financial proxy insufficient
8897,"MIRARTH HOLDINGS,Inc.",partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
8136,"Sanrio Company,Ltd.",partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
5332,TOTO LTD.,partial,False,True,True,0.6499999999999999,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
6932,ENDO Lighting Corporation,partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
6718,"AIPHONE CO.,LTD.",partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
4530,"HISAMITSU PHARMACEUTICAL CO.,INC.",partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
4634,"artience Co.,Ltd.",partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
6432,"TAKEUCHI MFG.CO.,LTD.",partial,False,True,True,0.6499999999999999,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
7846,PILOT CORPORATION,lite,False,True,True,0.5,lite: payout/reform data absent and financial proxy insufficient
9882,YELLOW HAT LTD.,lite,False,True,True,0.5,lite: payout/reform data absent and financial proxy insufficient
7745,"A&D HOLON Holdings Company,Limited",partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
6351,"TSURUMI MANUFACTURING CO.,LTD.",partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
4617,"Chugoku Marine Paints,Ltd.",partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
3191,"JOYFUL HONDA CO.,LTD.",lite,False,True,True,0.5,lite: payout/reform data absent and financial proxy insufficient
5715,"FURUKAWA CO.,LTD.",partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
6951,JEOL Ltd.,partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
5711,Mitsubishi Materials Corporation,partial,False,True,True,0.6499999999999999,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
9678,"KANAMOTO CO.,LTD.",partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
4368,"FUSO CHEMICAL CO.,LTD.",lite,False,True,True,0.5,lite: payout/reform data absent and financial proxy insufficient
4553,"TOWA PHARMACEUTICAL CO.,LTD.",partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
9536,"SAIBU GAS HOLDINGS CO.,LTD.",partial,False,True,True,0.6499999999999999,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
4350,"MEDICAL SYSTEM NETWORK Co.,Ltd.",lite,False,True,True,0.5,lite: payout/reform data absent and financial proxy insufficient
7283,"AISAN INDUSTRY CO.,LTD.",partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
9532,"OSAKA GAS CO.,LTD.",partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
7373,"Aidma Holdings,Inc.",partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
6465,HOSHIZAKI CORPORATION,partial,False,True,True,0.6499999999999999,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
5975,Topre Corporation,partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
7226,"KYOKUTO KAIHATSU KOGYO CO.,LTD.",partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
9076,"SEINO HOLDINGS CO.,LTD.",partial,False,True,True,0.6499999999999999,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
6670,"MCJ Co.,Ltd.",partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
4979,"OAT Agrio Co.,Ltd.",partial,False,True,True,0.6499999999999999,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
8179,"ROYAL HOLDINGS Co., Ltd.",partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
2003,"NITTO FUJI FLOUR MILLING CO.,LTD.",partial,False,True,True,0.6499999999999999,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
2915,"KENKO Mayonnaise Co.,Ltd.",partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
4526,"RIKEN VITAMIN CO.,LTD.",partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
8005,Scroll Corporation,partial,False,True,True,0.6499999999999999,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
4681,"RESORTTRUST,INC.",partial,False,True,True,0.6499999999999999,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
9746,TKC Corporation,partial,False,True,True,0.6499999999999999,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
3034,"Qol Holdings Co.,Ltd.",partial,False,True,True,0.6499999999999999,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
7575,"Japan Lifeline Co.,Ltd.",partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
7762,"Citizen Watch Co.,Ltd.",partial,False,True,True,0.6499999999999999,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
2585,"LIFEDRINK COMPANY,INC.",partial,False,True,True,0.6499999999999999,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
3907,Silicon Studio Corp.,partial,False,True,True,0.6499999999999999,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
3089,"Techno Alpha Co.,Ltd.",partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
4064,"Nippon Carbide Industries Company,Incorporated",partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
8007,"Takashima & Co.,Ltd.",partial,False,True,True,0.6499999999999999,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
5943,NORITZ CORPORATION,partial,False,True,True,0.6499999999999999,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
4443,"Sansan,Inc.",partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
3097,The Monogatari Corporation,lite,False,True,True,0.5,lite: payout/reform data absent and financial proxy insufficient
7309,SHIMANO INC.,lite,False,True,True,0.5,lite: payout/reform data absent and financial proxy insufficient
9039,"Sakai Moving Service Co.,Ltd.",lite,False,True,True,0.5,lite: payout/reform data absent and financial proxy insufficient
6413,RISO KAGAKU CORPORATION,partial,False,True,True,0.6499999999999999,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
2331,"ALSOK CO.,LTD.",partial,False,True,True,0.6499999999999999,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
6835,ALLIED TELESIS HOLDINGS K.K.,partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
4685,"Ryoyu Systems Co.,Ltd.",partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
7906,"YONEX CO.,LTD.",partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
4045,"TOAGOSEI CO.,LTD.",partial,False,True,True,0.6499999999999999,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
1873,"NIHON HOUSE HOLDINGS CO.,LTD.",partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
7483,"DOSHISHA CO.,LTD.",partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
6703,"Oki Electric Industry Company,Limited",partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
3415,"TOKYO BASE Co.,Ltd.",partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
4985,Earth Corporation,partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
3636,"Mitsubishi Research Institute,Inc.",partial,False,True,True,0.6499999999999999,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
7241,"FUTABA INDUSTRIAL CO.,LTD.",partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
8153,"MOS FOOD SERVICES,INC.",partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
6637,"TERASAKI ELECTRIC CO.,LTD.",partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
3099,Isetan Mitsukoshi Holdings Ltd.,partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
7246,"PRESS KOGYO CO.,LTD.",lite,False,True,True,0.35,lite: payout/reform data absent and financial proxy insufficient
4031,Katakura & Co-op Agri Corporation,lite,False,True,True,0.35,lite: payout/reform data absent and financial proxy insufficient
3399,Maruchiyo Yamaokaya Corporation,partial,False,True,True,0.6499999999999999,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
3355,KURIYAMA HOLDINGS CORPORATION,partial,False,True,True,0.6499999999999999,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
6644,"Osaki Electric Co.,Ltd.",partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
8130,Sangetsu Corporation,partial,False,True,True,0.6499999999999999,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
5253,COVER Corporation,partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
2875,"TOYO SUISAN KAISHA,LTD.",partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
6140,"Asahi Diamond Industrial Co.,Ltd.",partial,False,True,True,0.6499999999999999,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
3696,CERES INC.,partial,False,True,True,0.6499999999999999,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
3911,Aiming Inc.,partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
6272,"RHEON AUTOMATIC MACHINERY CO.,LTD.",partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
6961,ENPLAS CORPORATION,lite,False,True,True,0.5,lite: payout/reform data absent and financial proxy insufficient
6257,"FUJISHOJI CO.,LTD.",lite,False,True,True,0.5,lite: payout/reform data absent and financial proxy insufficient
5632,"Mitsubishi Steel Mfg.Co.,Ltd.",partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
9405,ASAHI BROADCASTING GROUP HOLDINGS CORPORATION,partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
3946,"TOMOKU CO.,LTD.",partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
8035,Tokyo Electron Limited,partial,False,True,True,0.6499999999999999,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
6238,FURYU CORPORATION,partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
9332,"NISSO HOLDINGS Co.,Ltd.",partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
5142,Achilles Corporation,partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
9602,"TOHO CO.,LTD",lite,False,True,True,0.5,lite: payout/reform data absent and financial proxy insufficient
4044,"Central Glass Co.,Ltd.",partial,False,True,True,0.6499999999999999,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
9823,Mammy Mart Holdings Corporation,lite,False,True,True,0.5,lite: payout/reform data absent and financial proxy insufficient
7965,Zojirushi Corporation,partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
9304,Shibusawa Logistics Corporation,partial,False,True,True,0.6499999999999999,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
6592,"MABUCHI MOTOR CO.,LTD.",partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
5301,"TOKAI CARBON CO.,LTD.",lite,False,True,True,0.5,lite: payout/reform data absent and financial proxy insufficient
3395,"Saint Marc Holdings Co.,Ltd.",partial,False,True,True,0.6499999999999999,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
7482,"SHIMOJIMA Co.,Ltd.",partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
4021,Nissan Chemical Corporation,lite,False,True,True,0.5,lite: payout/reform data absent and financial proxy insufficient
6777,santec Holdings Corporation,partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
6958,CMK CORPORATION,partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
7780,"Menicon Co.,Ltd.",lite,False,True,True,0.5,lite: payout/reform data absent and financial proxy insufficient
3064,"MonotaRO Co.,Ltd.",partial,False,True,True,0.6499999999999999,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
7014,"Namura Shipbuilding Co.,Ltd.",partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
9856,"KU HOLDINGS CO.,LTD.",lite,False,True,True,0.5,lite: payout/reform data absent and financial proxy insufficient
6535,"i-mobile Co.,Ltd.",partial,False,True,True,0.6499999999999999,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
7276,"KOITO MANUFACTURING CO.,LTD.",partial,False,True,True,0.6499999999999999,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
8032,JAPAN PULP AND PAPER COMPANY LIMITED,lite,False,True,True,0.5,lite: payout/reform data absent and financial proxy insufficient
2222,"Kotobuki Spirits Co.,Ltd.",partial,False,True,True,0.8,quantitative improvement plus FCF proxy available; formal payout/reform fields still missing
9064,"YAMATO HOLDINGS CO.,LTD.",lite,False,True,True,0.5,lite: payout/reform data absent and financial proxy insufficient
5988,"PIOLAX,INC.",lite,False,True,True,0.5,lite: payout/reform data absent and financial proxy insufficient
