code,ticker,company_name,sector,transformation_quant_evidence_level,transformation_reform_disclosure_level,transformation_shareholder_return_evidence_level,emerging_disclosure_level,final_evidence_level,emerging_evidence_source,emerging_evidence_snippet,curated_evidence_flag,systematic_screening_flag
5851,5851.T,RYOBI LIMITED,Nonferrous Metals,3,1,1,1,3,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: optical_communication,False,True
2206,2206.T,"Ezaki Glico Co.,Ltd.",Foods,2,1,1,0,2,,no verified company disclosure,False,False
3697,3697.T,SHIFT Inc.,Information & Communication,2,1,1,3,3,https://service.shiftinc.jp/service_cat/softwaretest/,"SHIFT discloses end-to-end software quality assurance and more than 3,000 customer companies as of April 2024.",True,True
1301,1301.T,"KYOKUYO CO.,LTD.","Fishery, Agriculture and Forestry",3,1,1,0,3,,no verified company disclosure,False,False
9409,9409.T,TV Asahi Holdings Corporation,Information & Communication,3,1,1,1,3,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: business_data,False,True
9706,9706.T,"Japan Airport Terminal Co.,ltd.",Real Estate,3,1,1,0,3,,no verified company disclosure,False,False
9936,9936.T,OHSHO FOOD SERVICE CORP.,Retail Trade,3,1,1,0,3,,no verified company disclosure,False,False
6395,6395.T,TADANO LTD.,Machinery,2,1,0,1,2,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,False,True
8835,8835.T,TAIHEIYO KOUHATSU INCORPORATED,Wholesale Trade,1,1,1,0,1,,no verified company disclosure,False,False
7550,7550.T,"ZENSHO HOLDINGS CO.,LTD.",Retail Trade,3,1,1,0,3,,no verified company disclosure,False,False
6436,6436.T,Amano Corporation,Machinery,3,1,1,1,3,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,False,True
8291,8291.T,"NISSAN TOKYO SALES HOLDINGS CO.,LTD.",Retail Trade,3,1,1,0,3,,no verified company disclosure,False,False
4996,4996.T,"KUMIAI CHEMICAL INDUSTRY CO.,LTD.",Chemicals,1,1,1,1,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: semiconductor,False,True
9990,9990.T,SAC'S BAR HOLDINGS INC.,Retail Trade,3,1,1,0,3,,no verified company disclosure,False,False
4401,4401.T,ADEKA CORPORATION,Chemicals,3,1,1,1,3,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: semiconductor,False,True
5480,5480.T,"Nippon Yakin kogyo Co.,Ltd.",Iron and Steel,0,1,1,0,0,,no verified company disclosure,False,False
7942,7942.T,JSP Corporation,Chemicals,3,1,1,1,3,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: semiconductor,False,True
7981,7981.T,"TAKARA STANDARD CO.,LTD.",Other Products,3,1,1,0,3,,no verified company disclosure,False,False
6809,6809.T,TOA CORPORATION,Electric Appliances,3,1,1,1,3,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,False,True
6058,6058.T,VECTOR INC.,Services,2,1,1,1,2,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: quality_assurance,False,True
7864,7864.T,"FUJI SEAL INTERNATIONAL,INC.",Other Products,3,1,1,0,3,,no verified company disclosure,False,False
9861,9861.T,"YOSHINOYA HOLDINGS CO.,LTD.",Retail Trade,1,1,1,0,1,,no verified company disclosure,False,False
2767,2767.T,TSUBURAYA FIELDS HOLDINGS INC.,Wholesale Trade,3,1,1,0,3,,no verified company disclosure,False,False
2810,2810.T,House Foods Group Inc.,Foods,3,1,1,0,3,,no verified company disclosure,False,False
6474,6474.T,NACHI-FUJIKOSHI CORP.,Machinery,2,1,1,1,2,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,False,True
7231,7231.T,"TOPY INDUSTRIES,LIMITED",Transportation Equipment,2,1,1,0,2,,no verified company disclosure,False,False
3660,3660.T,istyle Inc.,Information & Communication,3,1,1,1,3,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: business_data,False,True
4544,4544.T,"H.U. Group Holdings,Inc.",Services,0,1,1,1,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: quality_assurance,False,True
4776,4776.T,"Cybozu,Inc.",Information & Communication,3,1,1,1,3,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: business_data,False,True
2004,2004.T,"Showa Sangyo Co.,Ltd.",Foods,3,1,1,0,3,,no verified company disclosure,False,False
1377,1377.T,SAKATA SEED CORPORATION,"Fishery, Agriculture and Forestry",2,1,1,0,2,,no verified company disclosure,False,False
4665,4665.T,"DUSKIN CO.,LTD.",Services,2,1,1,1,2,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: quality_assurance,False,True
2229,2229.T,"CALBEE,Inc.",Foods,3,1,1,0,3,,no verified company disclosure,False,False
6356,6356.T,"NIPPON GEAR CO.,LTD.",Machinery,3,1,1,1,3,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,False,True
3923,3923.T,"RAKUS Co.,Ltd.",Information & Communication,3,1,1,1,3,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: business_data,False,True
6810,6810.T,"Maxell,Ltd.",Electric Appliances,2,1,1,1,2,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,False,True
2429,2429.T,"WORLD HOLDINGS CO.,LTD.",Services,1,1,1,1,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: quality_assurance,False,True
7867,7867.T,"TOMY COMPANY,LTD.",Other Products,3,1,1,0,3,,no verified company disclosure,False,False
7936,7936.T,ASICS Corporation,Other Products,3,1,1,0,3,,no verified company disclosure,False,False
2270,2270.T,"MEGMILK SNOW BRAND Co.,Ltd.",Foods,3,1,1,0,3,,no verified company disclosure,False,False
5703,5703.T,"Nippon Light Metal Holdings Company,Ltd.",Nonferrous Metals,3,1,1,1,3,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: optical_communication,False,True
4208,4208.T,UBE Corporation,Chemicals,3,1,1,1,3,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: semiconductor,False,True
3626,3626.T,TIS Inc.,Information & Communication,1,1,1,1,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: business_data,False,True
4559,4559.T,"ZERIA PHARMACEUTICAL CO.,LTD.",Pharmaceutical,3,1,1,0,3,,no verified company disclosure,False,False
3930,3930.T,"Hatena Co.,Ltd.",Information & Communication,3,1,1,1,3,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: business_data,False,True
2742,2742.T,"HALOWS CO.,LTD.",Retail Trade,0,1,1,0,0,,no verified company disclosure,False,False
8103,8103.T,Meiwa Corporation,Wholesale Trade,3,1,1,0,3,,no verified company disclosure,False,False
1663,1663.T,K&O Energy Group Inc.,Mining,3,1,1,0,3,,no verified company disclosure,False,False
3765,3765.T,"GungHo Online Entertainment,Inc.",Information & Communication,1,1,0,1,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: business_data,False,True
6349,6349.T,KOMORI CORPORATION,Machinery,3,1,1,1,3,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,False,True
7990,7990.T,"GLOBERIDE,Inc.",Other Products,2,1,1,0,2,,no verified company disclosure,False,False
4933,4933.T,"I-ne CO.,LTD.",Chemicals,2,1,1,1,2,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: semiconductor,False,True
5817,5817.T,"JMACS Japan Co.,Ltd.",Nonferrous Metals,3,1,1,1,3,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: optical_communication,False,True
9531,9531.T,"TOKYO GAS CO.,LTD.",Electric Power and Gas,0,1,1,0,0,,no verified company disclosure,False,False
6367,6367.T,"DAIKIN INDUSTRIES,LTD.",Machinery,2,1,1,2,2,https://www.daikin.com/products/ac/applications/modals/23_data_centers,Daikin discloses dedicated data-center cooling systems for 24-hour server protection and energy-efficient operation.,True,True
3046,3046.T,JINS HOLDINGS Inc.,Retail Trade,3,1,1,0,3,,no verified company disclosure,False,False
7955,7955.T,Cleanup Corporation,Other Products,1,1,1,0,1,,no verified company disclosure,False,False
7532,7532.T,Pan Pacific International Holdings Corporation,Retail Trade,3,1,1,0,3,,no verified company disclosure,False,False
4620,4620.T,"FUJIKURA KASEI CO.,LTD.",Chemicals,3,1,1,1,3,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: semiconductor,False,True
8050,8050.T,SEIKO GROUP CORPORATION,Precision Instruments,3,1,1,0,3,,no verified company disclosure,False,False
7545,7545.T,"NISHIMATSUYA CHAIN Co.,Ltd.",Retail Trade,1,1,1,0,1,,no verified company disclosure,False,False
9987,9987.T,"SUZUKEN CO.,LTD.",Wholesale Trade,3,1,0,0,3,,no verified company disclosure,False,False
3167,3167.T,TOKAI Holdings Corporation,Wholesale Trade,3,1,1,0,3,,no verified company disclosure,False,False
3101,3101.T,"TOYOBO CO.,LTD.",Chemicals,3,1,1,1,3,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: semiconductor,False,True
7004,7004.T,Kanadevia Corporation,Machinery,3,1,1,1,3,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,False,True
9962,9962.T,MISUMI Group Inc.,Wholesale Trade,2,1,1,0,2,,no verified company disclosure,False,False
9830,9830.T,TRUSCO NAKAYAMA CORPORATION,Wholesale Trade,2,1,1,0,2,,no verified company disclosure,False,False
6850,6850.T,Chino Corporation,Electric Appliances,3,1,1,1,3,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,False,True
9994,9994.T,YAMAYA CORPORATION,Retail Trade,3,1,1,0,3,,no verified company disclosure,False,False
2809,2809.T,Kewpie Corporation,Foods,3,1,1,0,3,,no verified company disclosure,False,False
4611,4611.T,"Dai Nippon Toryo Company,Limited",Chemicals,3,1,1,1,3,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: semiconductor,False,True
8022,8022.T,Mizuno Corporation,Other Products,3,1,1,0,3,,no verified company disclosure,False,False
8086,8086.T,NIPRO CORPORATION,Precision Instruments,2,1,1,0,2,,no verified company disclosure,False,False
7279,7279.T,HI-LEX CORPORATION,Transportation Equipment,3,1,1,0,3,,no verified company disclosure,False,False
3088,3088.T,MatsukiyoCocokara & Co.,Retail Trade,3,1,1,0,3,,no verified company disclosure,False,False
2292,2292.T,S Foods Inc.,Foods,0,1,1,0,0,,no verified company disclosure,False,False
4194,4194.T,"Visional,Inc.",Information & Communication,2,1,1,1,2,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: business_data,False,True
6841,6841.T,YOKOGAWA ELECTRIC CORPORATION,Electric Appliances,3,1,1,3,3,https://www.yokogawa.com/solutions/products-and-services/control/control-and-safety-system/,"Yokogawa states that more than 30,000 systems use its distributed-control systems for industrial production goals.",True,True
1878,1878.T,"DAITO TRUST CONSTRUCTION CO.,LTD.",Real Estate,3,1,1,0,3,,no verified company disclosure,False,False
7520,7520.T,"Eco's Co.,Ltd.",Retail Trade,2,1,1,0,2,,no verified company disclosure,False,False
3558,3558.T,"JADE GROUP,Inc.",Retail Trade,3,1,1,0,3,,no verified company disclosure,False,False
2782,2782.T,"Seria Co.,Ltd.",Retail Trade,0,1,1,0,0,,no verified company disclosure,False,False
6952,6952.T,"CASIO COMPUTER CO.,LTD.",Electric Appliances,2,1,1,1,2,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,False,True
5032,5032.T,ANYCOLOR Inc.,Information & Communication,3,1,1,1,3,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: business_data,False,True
8142,8142.T,"TOHO Co.,Ltd.",Wholesale Trade,2,1,1,0,2,,no verified company disclosure,False,False
8267,8267.T,"AEON CO.,LTD.",Retail Trade,2,1,1,0,2,,no verified company disclosure,False,False
7859,7859.T,ALMEDIO INC.,Other Products,3,1,1,0,3,,no verified company disclosure,False,False
7943,7943.T,NICHIHA CORPORATION,Glass and Ceramics Products,2,1,1,0,2,,no verified company disclosure,False,False
6658,6658.T,"Shirai Electronics Industrial Co.,Ltd.",Electric Appliances,3,1,1,1,3,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,False,True
4527,4527.T,"ROHTO PHARMACEUTICAL CO.,LTD.",Pharmaceutical,0,1,1,0,0,,no verified company disclosure,False,False
9474,9474.T,"ZENRIN CO.,LTD.",Information & Communication,3,1,1,3,3,https://www.zenrin.co.jp/product/category/gis/contents/csd/index.html,ZENRIN describes a company-information database covering about five million records linked to building-level location data.,True,True
5214,5214.T,"Nippon Electric Glass Co.,Ltd.",Glass and Ceramics Products,3,1,1,0,3,,no verified company disclosure,False,False
6250,6250.T,YAMABIKO CORPORATION,Machinery,3,1,1,1,3,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,False,True
9715,9715.T,transcosmos inc.,Services,1,1,1,1,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: quality_assurance,False,True
7701,7701.T,Shimadzu Corporation,Precision Instruments,2,1,1,0,2,,no verified company disclosure,False,False
8803,8803.T,"HEIWA REAL ESTATE CO.,LTD.",Real Estate,3,1,1,0,3,,no verified company disclosure,False,False
3864,3864.T,Mitsubishi Paper Mills Limited,Pulp and Paper,3,1,1,0,3,,no verified company disclosure,False,False
4205,4205.T,ZEON CORPORATION,Chemicals,3,1,1,1,3,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: semiconductor,False,True
5273,5273.T,"MITANI SEKISAN CO.,LTD.",Glass and Ceramics Products,3,1,1,0,3,,no verified company disclosure,False,False
8203,8203.T,MrMax Holdings Ltd.,Retail Trade,3,1,1,0,3,,no verified company disclosure,False,False
7956,7956.T,PIGEON CORPORATION,Other Products,3,1,1,0,3,,no verified company disclosure,False,False
7458,7458.T,"DAIICHIKOSHO CO.,LTD.",Wholesale Trade,3,1,1,0,3,,no verified company disclosure,False,False
9413,9413.T,TV TOKYO Holdings Corporation,Information & Communication,1,1,1,1,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: business_data,False,True
6378,6378.T,"KIMURA CHEMICAL PLANTS CO.,LTD.",Machinery,3,1,1,1,3,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,False,True
7947,7947.T,FP CORPORATION,Chemicals,2,1,1,1,2,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: semiconductor,False,True
6282,6282.T,OILES CORPORATION,Machinery,3,1,1,1,3,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,False,True
1847,1847.T,"ICHIKEN Co.,Ltd.",Construction,3,1,1,1,3,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: power_grid,False,True
9887,9887.T,"MATSUYA FOODS HOLDINGS CO.,LTD.",Retail Trade,3,1,1,0,3,,no verified company disclosure,False,False
4547,4547.T,"KISSEI PHARMACEUTICAL CO.,LTD.",Pharmaceutical,3,1,1,0,3,,no verified company disclosure,False,False
2784,2784.T,Alfresa Holdings Corporation,Wholesale Trade,3,1,1,0,3,,no verified company disclosure,False,False
6584,6584.T,"Sanoh Industrial Co.,Ltd.",Transportation Equipment,3,1,1,0,3,,no verified company disclosure,False,False
4028,4028.T,"ISHIHARA SANGYO KAISHA,LTD.",Chemicals,3,1,1,1,3,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: semiconductor,False,True
4768,4768.T,OTSUKA CORPORATION,Information & Communication,3,1,1,1,3,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: business_data,False,True
6371,6371.T,TSUBAKIMOTO CHAIN CO.,Machinery,3,1,1,1,3,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,False,True
9418,9418.T,"U-NEXT HOLDINGS Co.,Ltd.",Information & Communication,3,1,1,1,3,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: business_data,False,True
1332,1332.T,Nissui Corporation,"Fishery, Agriculture and Forestry",2,1,1,0,2,,no verified company disclosure,False,False
2871,2871.T,NICHIREI CORPORATION,Foods,3,1,1,0,3,,no verified company disclosure,False,False
1969,1969.T,"Takasago Thermal Engineering Co.,Ltd.",Construction,3,1,1,1,3,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: power_grid,False,True
8043,8043.T,Starzen Company Limited,Wholesale Trade,3,1,1,0,3,,no verified company disclosure,False,False
9005,9005.T,TOKYU CORPORATION,Land Transportation,3,1,1,0,3,,no verified company disclosure,False,False
7972,7972.T,ITOKI CORPORATION,Other Products,3,1,1,0,3,,no verified company disclosure,False,False
7685,7685.T,"BuySell Technologies Co.,Ltd.",Wholesale Trade,3,1,1,0,3,,no verified company disclosure,False,False
8185,8185.T,"CHIYODA CO.,LTD.",Retail Trade,2,1,0,0,2,,no verified company disclosure,False,False
6103,6103.T,OKUMA Corporation,Machinery,1,1,1,1,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,False,True
8897,8897.T,"MIRARTH HOLDINGS,Inc.",Real Estate,3,1,1,0,3,,no verified company disclosure,False,False
8136,8136.T,"Sanrio Company,Ltd.",Wholesale Trade,3,1,1,0,3,,no verified company disclosure,False,False
5332,5332.T,TOTO LTD.,Glass and Ceramics Products,2,1,1,0,2,,no verified company disclosure,False,False
6932,6932.T,ENDO Lighting Corporation,Electric Appliances,3,1,1,1,3,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,False,True
6718,6718.T,"AIPHONE CO.,LTD.",Electric Appliances,3,1,1,1,3,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,False,True
4530,4530.T,"HISAMITSU PHARMACEUTICAL CO.,INC.",Pharmaceutical,3,1,1,0,3,,no verified company disclosure,False,False
4634,4634.T,"artience Co.,Ltd.",Chemicals,3,1,1,1,3,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: semiconductor,False,True
6432,6432.T,"TAKEUCHI MFG.CO.,LTD.",Machinery,2,1,1,1,2,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,False,True
7846,7846.T,PILOT CORPORATION,Other Products,1,1,1,0,1,,no verified company disclosure,False,False
9882,9882.T,YELLOW HAT LTD.,Wholesale Trade,1,1,1,0,1,,no verified company disclosure,False,False
7745,7745.T,"A&D HOLON Holdings Company,Limited",Precision Instruments,3,1,1,0,3,,no verified company disclosure,False,False
6351,6351.T,"TSURUMI MANUFACTURING CO.,LTD.",Machinery,3,1,1,1,3,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,False,True
4617,4617.T,"Chugoku Marine Paints,Ltd.",Chemicals,3,1,1,1,3,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: semiconductor,False,True
3191,3191.T,"JOYFUL HONDA CO.,LTD.",Retail Trade,1,1,1,0,1,,no verified company disclosure,False,False
5715,5715.T,"FURUKAWA CO.,LTD.",Nonferrous Metals,3,1,1,1,3,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: optical_communication,False,True
6951,6951.T,JEOL Ltd.,Electric Appliances,3,1,1,1,3,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,False,True
5711,5711.T,Mitsubishi Materials Corporation,Nonferrous Metals,2,1,1,1,2,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: semiconductor,False,True
9678,9678.T,"KANAMOTO CO.,LTD.",Services,3,1,1,1,3,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: quality_assurance,False,True
4368,4368.T,"FUSO CHEMICAL CO.,LTD.",Chemicals,1,1,1,1,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: semiconductor,False,True
4553,4553.T,"TOWA PHARMACEUTICAL CO.,LTD.",Pharmaceutical,3,1,1,0,3,,no verified company disclosure,False,False
9536,9536.T,"SAIBU GAS HOLDINGS CO.,LTD.",Electric Power and Gas,2,1,1,0,2,,no verified company disclosure,False,False
4350,4350.T,"MEDICAL SYSTEM NETWORK Co.,Ltd.",Retail Trade,1,1,1,0,1,,no verified company disclosure,False,False
7283,7283.T,"AISAN INDUSTRY CO.,LTD.",Transportation Equipment,3,1,1,0,3,,no verified company disclosure,False,False
9532,9532.T,"OSAKA GAS CO.,LTD.",Electric Power and Gas,3,1,1,0,3,,no verified company disclosure,False,False
7373,7373.T,"Aidma Holdings,Inc.",Services,3,1,1,1,3,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: quality_assurance,False,True
6465,6465.T,HOSHIZAKI CORPORATION,Machinery,2,1,1,1,2,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,False,True
5975,5975.T,Topre Corporation,Metal Products,3,1,1,0,3,,no verified company disclosure,False,False
7226,7226.T,"KYOKUTO KAIHATSU KOGYO CO.,LTD.",Transportation Equipment,3,1,1,0,3,,no verified company disclosure,False,False
9076,9076.T,"SEINO HOLDINGS CO.,LTD.",Land Transportation,2,1,1,0,2,,no verified company disclosure,False,False
6670,6670.T,"MCJ Co.,Ltd.",Electric Appliances,3,1,1,1,3,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,False,True
4979,4979.T,"OAT Agrio Co.,Ltd.",Chemicals,2,1,1,1,2,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: semiconductor,False,True
8179,8179.T,"ROYAL HOLDINGS Co., Ltd.",Retail Trade,3,1,1,0,3,,no verified company disclosure,False,False
2003,2003.T,"NITTO FUJI FLOUR MILLING CO.,LTD.",Foods,2,1,1,0,2,,no verified company disclosure,False,False
2915,2915.T,"KENKO Mayonnaise Co.,Ltd.",Foods,3,1,1,0,3,,no verified company disclosure,False,False
4526,4526.T,"RIKEN VITAMIN CO.,LTD.",Foods,3,1,1,0,3,,no verified company disclosure,False,False
8005,8005.T,Scroll Corporation,Retail Trade,2,1,1,0,2,,no verified company disclosure,False,False
4681,4681.T,"RESORTTRUST,INC.",Services,2,1,1,1,2,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: quality_assurance,False,True
9746,9746.T,TKC Corporation,Information & Communication,2,1,1,1,2,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: business_data,False,True
3034,3034.T,"Qol Holdings Co.,Ltd.",Retail Trade,2,1,1,0,2,,no verified company disclosure,False,False
7575,7575.T,"Japan Lifeline Co.,Ltd.",Wholesale Trade,3,1,1,0,3,,no verified company disclosure,False,False
7762,7762.T,"Citizen Watch Co.,Ltd.",Precision Instruments,2,1,1,0,2,,no verified company disclosure,False,False
2585,2585.T,"LIFEDRINK COMPANY,INC.",Foods,2,1,1,0,2,,no verified company disclosure,False,False
3907,3907.T,Silicon Studio Corp.,Information & Communication,2,1,1,1,2,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: business_data,False,True
3089,3089.T,"Techno Alpha Co.,Ltd.",Wholesale Trade,3,1,1,0,3,,no verified company disclosure,False,False
4064,4064.T,"Nippon Carbide Industries Company,Incorporated",Chemicals,3,1,1,1,3,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: semiconductor,False,True
8007,8007.T,"Takashima & Co.,Ltd.",Wholesale Trade,2,1,0,0,2,,no verified company disclosure,False,False
5943,5943.T,NORITZ CORPORATION,Metal Products,2,1,1,0,2,,no verified company disclosure,False,False
4443,4443.T,"Sansan,Inc.",Information & Communication,3,1,1,1,3,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: business_data,False,True
3097,3097.T,The Monogatari Corporation,Retail Trade,1,1,1,0,1,,no verified company disclosure,False,False
7309,7309.T,SHIMANO INC.,Transportation Equipment,1,1,1,0,1,,no verified company disclosure,False,False
9039,9039.T,"Sakai Moving Service Co.,Ltd.",Land Transportation,1,1,1,0,1,,no verified company disclosure,False,False
6413,6413.T,RISO KAGAKU CORPORATION,Machinery,2,1,1,1,2,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,False,True
2331,2331.T,"ALSOK CO.,LTD.",Services,2,1,1,1,2,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: quality_assurance,False,True
6835,6835.T,ALLIED TELESIS HOLDINGS K.K.,Electric Appliances,3,1,1,1,3,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,False,True
4685,4685.T,"Ryoyu Systems Co.,Ltd.",Information & Communication,3,1,1,1,3,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: business_data,False,True
7906,7906.T,"YONEX CO.,LTD.",Other Products,3,1,1,0,3,,no verified company disclosure,False,False
4045,4045.T,"TOAGOSEI CO.,LTD.",Chemicals,2,1,1,1,2,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: semiconductor,False,True
1873,1873.T,"NIHON HOUSE HOLDINGS CO.,LTD.",Construction,3,1,1,1,3,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: power_grid,False,True
7483,7483.T,"DOSHISHA CO.,LTD.",Wholesale Trade,3,1,1,0,3,,no verified company disclosure,False,False
6703,6703.T,"Oki Electric Industry Company,Limited",Electric Appliances,3,1,1,1,3,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,False,True
3415,3415.T,"TOKYO BASE Co.,Ltd.",Retail Trade,3,1,1,0,3,,no verified company disclosure,False,False
4985,4985.T,Earth Corporation,Chemicals,3,1,1,1,3,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: semiconductor,False,True
3636,3636.T,"Mitsubishi Research Institute,Inc.",Information & Communication,2,1,1,1,2,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: business_data,False,True
7241,7241.T,"FUTABA INDUSTRIAL CO.,LTD.",Transportation Equipment,3,1,1,0,3,,no verified company disclosure,False,False
8153,8153.T,"MOS FOOD SERVICES,INC.",Wholesale Trade,3,1,1,0,3,,no verified company disclosure,False,False
6637,6637.T,"TERASAKI ELECTRIC CO.,LTD.",Electric Appliances,3,1,1,1,3,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,False,True
3099,3099.T,Isetan Mitsukoshi Holdings Ltd.,Retail Trade,3,1,1,0,3,,no verified company disclosure,False,False
7246,7246.T,"PRESS KOGYO CO.,LTD.",Transportation Equipment,0,1,1,0,0,,no verified company disclosure,False,False
4031,4031.T,Katakura & Co-op Agri Corporation,Chemicals,0,1,1,1,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: semiconductor,False,True
3399,3399.T,Maruchiyo Yamaokaya Corporation,Retail Trade,2,1,1,0,2,,no verified company disclosure,False,False
3355,3355.T,KURIYAMA HOLDINGS CORPORATION,Wholesale Trade,2,1,1,0,2,,no verified company disclosure,False,False
6644,6644.T,"Osaki Electric Co.,Ltd.",Electric Appliances,3,1,1,1,3,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,False,True
8130,8130.T,Sangetsu Corporation,Wholesale Trade,2,1,1,0,2,,no verified company disclosure,False,False
5253,5253.T,COVER Corporation,Information & Communication,3,1,1,1,3,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: business_data,False,True
2875,2875.T,"TOYO SUISAN KAISHA,LTD.",Foods,3,1,1,0,3,,no verified company disclosure,False,False
6140,6140.T,"Asahi Diamond Industrial Co.,Ltd.",Machinery,2,1,1,1,2,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,False,True
3696,3696.T,CERES INC.,Information & Communication,2,1,1,1,2,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: business_data,False,True
