code,curated_evidence_flag,systematic_screening_flag,emerging_disclosure_level,emerging_evidence_source,emerging_evidence_snippet,emerging_evidence_category,emerging_keyword_hits,emerging_quantitative_evidence_flag,emerging_product_customer_evidence_flag,emerging_keyword_only_flag,theme_hype_penalty_reason
8136,False,False,0,,no verified company disclosure,,{},False,False,False,none
5332,False,False,0,,no verified company disclosure,,{},False,False,False,none
6932,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,factory_automation,"{""factory_automation"": [""sensor"", ""control""]}",False,False,True,keyword-only systematic hit
6718,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,factory_automation,"{""factory_automation"": [""sensor"", ""control""]}",False,False,True,keyword-only systematic hit
4530,False,False,0,,no verified company disclosure,,{},False,False,False,none
4634,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: semiconductor,semiconductor,"{""semiconductor"": [""materials""]}",False,False,True,keyword-only systematic hit
6432,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,factory_automation,"{""factory_automation"": [""automation"", ""inspection""]}",False,False,True,keyword-only systematic hit
7846,False,False,0,,no verified company disclosure,,{},False,False,False,none
9882,False,False,0,,no verified company disclosure,,{},False,False,False,none
7745,False,False,0,,no verified company disclosure,,{},False,False,False,none
6351,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,factory_automation,"{""factory_automation"": [""automation"", ""inspection""]}",False,False,True,keyword-only systematic hit
4617,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: semiconductor,semiconductor,"{""semiconductor"": [""materials""]}",False,False,True,keyword-only systematic hit
3191,False,False,0,,no verified company disclosure,,{},False,False,False,none
5715,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: optical_communication,optical_communication,"{""optical_communication"": [""cable"", ""optical""]}",False,False,True,keyword-only systematic hit
6951,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,factory_automation,"{""factory_automation"": [""sensor"", ""control""]}",False,False,True,keyword-only systematic hit
5711,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: semiconductor,semiconductor,"{""semiconductor"": [""materials""]}",False,False,True,keyword-only systematic hit
9678,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: quality_assurance,quality_assurance,"{""quality_assurance"": [""service""]}",False,False,True,keyword-only systematic hit
4368,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: semiconductor,semiconductor,"{""semiconductor"": [""materials""]}",False,False,True,keyword-only systematic hit
4553,False,False,0,,no verified company disclosure,,{},False,False,False,none
9536,False,False,0,,no verified company disclosure,,{},False,False,False,none
4350,False,False,0,,no verified company disclosure,,{},False,False,False,none
7283,False,False,0,,no verified company disclosure,,{},False,False,False,none
9532,False,False,0,,no verified company disclosure,,{},False,False,False,none
7373,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: quality_assurance,quality_assurance,"{""quality_assurance"": [""service""]}",False,False,True,keyword-only systematic hit
6465,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,factory_automation,"{""factory_automation"": [""automation"", ""inspection""]}",False,False,True,keyword-only systematic hit
5975,False,False,0,,no verified company disclosure,,{},False,False,False,none
7226,False,False,0,,no verified company disclosure,,{},False,False,False,none
9076,False,False,0,,no verified company disclosure,,{},False,False,False,none
6670,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,factory_automation,"{""factory_automation"": [""sensor"", ""control""]}",False,False,True,keyword-only systematic hit
4979,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: semiconductor,semiconductor,"{""semiconductor"": [""materials""]}",False,False,True,keyword-only systematic hit
8179,False,False,0,,no verified company disclosure,,{},False,False,False,none
2003,False,False,0,,no verified company disclosure,,{},False,False,False,none
2915,False,False,0,,no verified company disclosure,,{},False,False,False,none
4526,False,False,0,,no verified company disclosure,,{},False,False,False,none
8005,False,False,0,,no verified company disclosure,,{},False,False,False,none
4681,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: quality_assurance,quality_assurance,"{""quality_assurance"": [""service""]}",False,False,True,keyword-only systematic hit
9746,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: business_data,business_data,"{""business_data"": [""business data"", ""software""]}",False,False,True,keyword-only systematic hit
3034,False,False,0,,no verified company disclosure,,{},False,False,False,none
7575,False,False,0,,no verified company disclosure,,{},False,False,False,none
7762,False,False,0,,no verified company disclosure,,{},False,False,False,none
2585,False,False,0,,no verified company disclosure,,{},False,False,False,none
3907,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: business_data,business_data,"{""business_data"": [""business data"", ""software""]}",False,False,True,keyword-only systematic hit
3089,False,False,0,,no verified company disclosure,,{},False,False,False,none
4064,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: semiconductor,semiconductor,"{""semiconductor"": [""materials""]}",False,False,True,keyword-only systematic hit
8007,False,False,0,,no verified company disclosure,,{},False,False,False,none
5943,False,False,0,,no verified company disclosure,,{},False,False,False,none
4443,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: business_data,business_data,"{""business_data"": [""business data"", ""software""]}",False,False,True,keyword-only systematic hit
3097,False,False,0,,no verified company disclosure,,{},False,False,False,none
7309,False,False,0,,no verified company disclosure,,{},False,False,False,none
9039,False,False,0,,no verified company disclosure,,{},False,False,False,none
6413,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,factory_automation,"{""factory_automation"": [""automation"", ""inspection""]}",False,False,True,keyword-only systematic hit
2331,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: quality_assurance,quality_assurance,"{""quality_assurance"": [""service""]}",False,False,True,keyword-only systematic hit
6835,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,factory_automation,"{""factory_automation"": [""sensor"", ""control""]}",False,False,True,keyword-only systematic hit
4685,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: business_data,business_data,"{""business_data"": [""business data"", ""software""]}",False,False,True,keyword-only systematic hit
7906,False,False,0,,no verified company disclosure,,{},False,False,False,none
4045,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: semiconductor,semiconductor,"{""semiconductor"": [""materials""]}",False,False,True,keyword-only systematic hit
1873,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: power_grid,power_grid,"{""power_grid"": [""infrastructure""]}",False,False,True,keyword-only systematic hit
7483,False,False,0,,no verified company disclosure,,{},False,False,False,none
6703,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,factory_automation,"{""factory_automation"": [""sensor"", ""control""]}",False,False,True,keyword-only systematic hit
3415,False,False,0,,no verified company disclosure,,{},False,False,False,none
4985,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: semiconductor,semiconductor,"{""semiconductor"": [""materials""]}",False,False,True,keyword-only systematic hit
3636,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: business_data,business_data,"{""business_data"": [""business data"", ""software""]}",False,False,True,keyword-only systematic hit
7241,False,False,0,,no verified company disclosure,,{},False,False,False,none
8153,False,False,0,,no verified company disclosure,,{},False,False,False,none
6637,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,factory_automation,"{""factory_automation"": [""sensor"", ""control""]}",False,False,True,keyword-only systematic hit
3099,False,False,0,,no verified company disclosure,,{},False,False,False,none
7246,False,False,0,,no verified company disclosure,,{},False,False,False,none
4031,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: semiconductor,semiconductor,"{""semiconductor"": [""materials""]}",False,False,True,keyword-only systematic hit
3399,False,False,0,,no verified company disclosure,,{},False,False,False,none
3355,False,False,0,,no verified company disclosure,,{},False,False,False,none
6644,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,factory_automation,"{""factory_automation"": [""sensor"", ""control""]}",False,False,True,keyword-only systematic hit
8130,False,False,0,,no verified company disclosure,,{},False,False,False,none
5253,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: business_data,business_data,"{""business_data"": [""business data"", ""software""]}",False,False,True,keyword-only systematic hit
2875,False,False,0,,no verified company disclosure,,{},False,False,False,none
6140,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,factory_automation,"{""factory_automation"": [""automation"", ""inspection""]}",False,False,True,keyword-only systematic hit
3696,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: business_data,business_data,"{""business_data"": [""business data"", ""software""]}",False,False,True,keyword-only systematic hit
3911,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: business_data,business_data,"{""business_data"": [""business data"", ""software""]}",False,False,True,keyword-only systematic hit
6272,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,factory_automation,"{""factory_automation"": [""automation"", ""inspection""]}",False,False,True,keyword-only systematic hit
6961,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,factory_automation,"{""factory_automation"": [""sensor"", ""control""]}",False,False,True,keyword-only systematic hit
6257,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,factory_automation,"{""factory_automation"": [""automation"", ""inspection""]}",False,False,True,keyword-only systematic hit
5632,False,False,0,,no verified company disclosure,,{},False,False,False,none
9405,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: business_data,business_data,"{""business_data"": [""business data"", ""software""]}",False,False,True,keyword-only systematic hit
3946,False,False,0,,no verified company disclosure,,{},False,False,False,none
8035,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,factory_automation,"{""factory_automation"": [""sensor"", ""control""]}",False,False,True,keyword-only systematic hit
6238,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,factory_automation,"{""factory_automation"": [""automation"", ""inspection""]}",False,False,True,keyword-only systematic hit
9332,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: quality_assurance,quality_assurance,"{""quality_assurance"": [""service""]}",False,False,True,keyword-only systematic hit
5142,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: semiconductor,semiconductor,"{""semiconductor"": [""materials""]}",False,False,True,keyword-only systematic hit
9602,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: business_data,business_data,"{""business_data"": [""business data"", ""software""]}",False,False,True,keyword-only systematic hit
4044,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: semiconductor,semiconductor,"{""semiconductor"": [""materials""]}",False,False,True,keyword-only systematic hit
9823,False,False,0,,no verified company disclosure,,{},False,False,False,none
7965,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,factory_automation,"{""factory_automation"": [""sensor"", ""control""]}",False,False,True,keyword-only systematic hit
9304,False,False,0,,no verified company disclosure,,{},False,False,False,none
6592,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,factory_automation,"{""factory_automation"": [""sensor"", ""control""]}",False,False,True,keyword-only systematic hit
5301,False,False,0,,no verified company disclosure,,{},False,False,False,none
3395,False,False,0,,no verified company disclosure,,{},False,False,False,none
7482,False,False,0,,no verified company disclosure,,{},False,False,False,none
4021,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: semiconductor,semiconductor,"{""semiconductor"": [""materials""]}",False,False,True,keyword-only systematic hit
6777,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,factory_automation,"{""factory_automation"": [""sensor"", ""control""]}",False,False,True,keyword-only systematic hit
6958,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,factory_automation,"{""factory_automation"": [""sensor"", ""control""]}",False,False,True,keyword-only systematic hit
7780,False,False,0,,no verified company disclosure,,{},False,False,False,none
3064,False,False,0,,no verified company disclosure,,{},False,False,False,none
7014,False,False,0,,no verified company disclosure,,{},False,False,False,none
9856,False,False,0,,no verified company disclosure,,{},False,False,False,none
6535,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: quality_assurance,quality_assurance,"{""quality_assurance"": [""service""]}",False,False,True,keyword-only systematic hit
7276,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,factory_automation,"{""factory_automation"": [""sensor"", ""control""]}",False,False,True,keyword-only systematic hit
8032,False,False,0,,no verified company disclosure,,{},False,False,False,none
2222,False,False,0,,no verified company disclosure,,{},False,False,False,none
9064,False,False,0,,no verified company disclosure,,{},False,False,False,none
5988,False,False,0,,no verified company disclosure,,{},False,False,False,none
2060,False,False,0,,no verified company disclosure,,{},False,False,False,none
5232,False,False,0,,no verified company disclosure,,{},False,False,False,none
5981,False,False,0,,no verified company disclosure,,{},False,False,False,none
6445,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,factory_automation,"{""factory_automation"": [""automation"", ""inspection""]}",False,False,True,keyword-only systematic hit
6088,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: quality_assurance,quality_assurance,"{""quality_assurance"": [""service""]}",False,False,True,keyword-only systematic hit
8051,False,False,0,,no verified company disclosure,,{},False,False,False,none
7735,True,True,2,https://www.screen.co.jp/en/overview,SCREEN identifies semiconductor production equipment and world-leading wet etch and clean equipment as core businesses.,semiconductor,"{""semiconductor"": [""semiconductor""]}",False,True,False,none
3176,False,False,0,,no verified company disclosure,,{},False,False,False,none
3231,False,False,0,,no verified company disclosure,,{},False,False,False,none
8150,False,False,0,,no verified company disclosure,,{},False,False,False,none
9743,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: quality_assurance,quality_assurance,"{""quality_assurance"": [""service""]}",False,False,True,keyword-only systematic hit
3320,False,False,0,,no verified company disclosure,,{},False,False,False,none
3105,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,factory_automation,"{""factory_automation"": [""sensor"", ""control""]}",False,False,True,keyword-only systematic hit
6845,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,factory_automation,"{""factory_automation"": [""sensor"", ""control""]}",False,False,True,keyword-only systematic hit
6750,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,factory_automation,"{""factory_automation"": [""sensor"", ""control""]}",False,False,True,keyword-only systematic hit
4886,False,False,0,,no verified company disclosure,,{},False,False,False,none
7991,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,factory_automation,"{""factory_automation"": [""automation"", ""inspection""]}",False,False,True,keyword-only systematic hit
7537,False,False,0,,no verified company disclosure,,{},False,False,False,none
9278,False,False,0,,no verified company disclosure,,{},False,False,False,none
9627,False,False,0,,no verified company disclosure,,{},False,False,False,none
3186,False,False,0,,no verified company disclosure,,{},False,False,False,none
8801,False,False,0,,no verified company disclosure,,{},False,False,False,none
9828,False,False,0,,no verified company disclosure,,{},False,False,False,none
3289,False,False,0,,no verified company disclosure,,{},False,False,False,none
6920,True,True,2,https://www.lasertec.co.jp/en/company/business.html,Lasertec states that EUV mask blank inspection is a de facto standard and its inspection systems are crucial to semiconductor manufacturing.,quality_assurance,"{""semiconductor"": [""semiconductor"", ""inspection""]}",False,True,False,none
6638,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,factory_automation,"{""factory_automation"": [""sensor"", ""control""]}",False,False,True,keyword-only systematic hit
9416,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: business_data,business_data,"{""business_data"": [""business data"", ""software""]}",False,False,True,keyword-only systematic hit
2910,False,False,0,,no verified company disclosure,,{},False,False,False,none
7747,False,False,0,,no verified company disclosure,,{},False,False,False,none
4216,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: semiconductor,semiconductor,"{""semiconductor"": [""materials""]}",False,False,True,keyword-only systematic hit
6674,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,factory_automation,"{""factory_automation"": [""sensor"", ""control""]}",False,False,True,keyword-only systematic hit
6146,True,True,2,https://www.disco.co.jp/eg/introduction/index.html,DISCO supplies precision cutting grinding and polishing equipment plus consumable tools mainly to semiconductor and electronic-component manufacturers.,precision_processing,"{""semiconductor"": [""semiconductor""]}",False,True,False,none
3635,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: business_data,business_data,"{""business_data"": [""business data"", ""software""]}",False,False,True,keyword-only systematic hit
5901,False,False,0,,no verified company disclosure,,{},False,False,False,none
8097,False,False,0,,no verified company disclosure,,{},False,False,False,none
3569,False,False,0,,no verified company disclosure,,{},False,False,False,none
6890,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,factory_automation,"{""factory_automation"": [""sensor"", ""control""]}",False,False,True,keyword-only systematic hit
7980,False,False,0,,no verified company disclosure,,{},False,False,False,none
9616,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: quality_assurance,quality_assurance,"{""quality_assurance"": [""service""]}",False,False,True,keyword-only systematic hit
4694,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: quality_assurance,quality_assurance,"{""quality_assurance"": [""service""]}",False,False,True,keyword-only systematic hit
2301,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: quality_assurance,quality_assurance,"{""quality_assurance"": [""service""]}",False,False,True,keyword-only systematic hit
7305,False,False,0,,no verified company disclosure,,{},False,False,False,none
5959,False,False,0,,no verified company disclosure,,{},False,False,False,none
3003,False,False,0,,no verified company disclosure,,{},False,False,False,none
7050,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: quality_assurance,quality_assurance,"{""quality_assurance"": [""service""]}",False,False,True,keyword-only systematic hit
4919,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: semiconductor,semiconductor,"{""semiconductor"": [""materials""]}",False,False,True,keyword-only systematic hit
6136,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,factory_automation,"{""factory_automation"": [""automation"", ""inspection""]}",False,False,True,keyword-only systematic hit
3964,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: business_data,business_data,"{""business_data"": [""business data"", ""software""]}",False,False,True,keyword-only systematic hit
3182,False,False,0,,no verified company disclosure,,{},False,False,False,none
7611,False,False,0,,no verified company disclosure,,{},False,False,False,none
4246,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: semiconductor,semiconductor,"{""semiconductor"": [""materials""]}",False,False,True,keyword-only systematic hit
5290,False,False,0,,no verified company disclosure,,{},False,False,False,none
4716,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: business_data,business_data,"{""business_data"": [""business data"", ""software""]}",False,False,True,keyword-only systematic hit
4825,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: business_data,business_data,"{""business_data"": [""business data"", ""software""]}",False,False,True,keyword-only systematic hit
8850,False,False,0,,no verified company disclosure,,{},False,False,False,none
7059,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: quality_assurance,quality_assurance,"{""quality_assurance"": [""service""]}",False,False,True,keyword-only systematic hit
8125,False,False,0,,no verified company disclosure,,{},False,False,False,none
3549,False,False,0,,no verified company disclosure,,{},False,False,False,none
6332,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,factory_automation,"{""factory_automation"": [""automation"", ""inspection""]}",False,False,True,keyword-only systematic hit
8804,False,False,0,,no verified company disclosure,,{},False,False,False,none
5121,False,False,0,,no verified company disclosure,,{},False,False,False,none
7475,False,False,0,,no verified company disclosure,,{},False,False,False,none
7466,False,False,0,,no verified company disclosure,,{},False,False,False,none
9755,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: quality_assurance,quality_assurance,"{""quality_assurance"": [""service""]}",False,False,True,keyword-only systematic hit
4078,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: semiconductor,semiconductor,"{""semiconductor"": [""materials""]}",False,False,True,keyword-only systematic hit
6807,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,factory_automation,"{""factory_automation"": [""sensor"", ""control""]}",False,False,True,keyword-only systematic hit
3489,False,False,0,,no verified company disclosure,,{},False,False,False,none
4839,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: business_data,business_data,"{""business_data"": [""business data"", ""software""]}",False,False,True,keyword-only systematic hit
3232,False,False,0,,no verified company disclosure,,{},False,False,False,none
8098,False,False,0,,no verified company disclosure,,{},False,False,False,none
7971,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: semiconductor,semiconductor,"{""semiconductor"": [""materials""]}",False,False,True,keyword-only systematic hit
4934,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: semiconductor,semiconductor,"{""semiconductor"": [""materials""]}",False,False,True,keyword-only systematic hit
5204,False,False,0,,no verified company disclosure,,{},False,False,False,none
6908,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,factory_automation,"{""factory_automation"": [""sensor"", ""control""]}",False,False,True,keyword-only systematic hit
2418,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: quality_assurance,quality_assurance,"{""quality_assurance"": [""service""]}",False,False,True,keyword-only systematic hit
4704,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: business_data,business_data,"{""business_data"": [""business data"", ""software""]}",False,False,True,keyword-only systematic hit
6083,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: quality_assurance,quality_assurance,"{""quality_assurance"": [""service""]}",False,False,True,keyword-only systematic hit
9726,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: quality_assurance,quality_assurance,"{""quality_assurance"": [""service""]}",False,False,True,keyword-only systematic hit
5603,False,False,0,,no verified company disclosure,,{},False,False,False,none
2294,False,False,0,,no verified company disclosure,,{},False,False,False,none
3431,False,False,0,,no verified company disclosure,,{},False,False,False,none
6768,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,factory_automation,"{""factory_automation"": [""sensor"", ""control""]}",False,False,True,keyword-only systematic hit
8129,False,False,0,,no verified company disclosure,,{},False,False,False,none
7966,False,False,0,,no verified company disclosure,,{},False,False,False,none
9605,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: business_data,business_data,"{""business_data"": [""business data"", ""software""]}",False,False,True,keyword-only systematic hit
3856,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,factory_automation,"{""factory_automation"": [""sensor"", ""control""]}",False,False,True,keyword-only systematic hit
5244,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: business_data,business_data,"{""business_data"": [""business data"", ""software""]}",False,False,True,keyword-only systematic hit
4478,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: business_data,business_data,"{""business_data"": [""business data"", ""software""]}",False,False,True,keyword-only systematic hit
4041,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: semiconductor,semiconductor,"{""semiconductor"": [""materials""]}",False,False,True,keyword-only systematic hit
2492,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: quality_assurance,quality_assurance,"{""quality_assurance"": [""service""]}",False,False,True,keyword-only systematic hit
5930,False,False,0,,no verified company disclosure,,{},False,False,False,none
9697,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: business_data,business_data,"{""business_data"": [""business data"", ""software""]}",False,False,True,keyword-only systematic hit
7239,False,False,0,,no verified company disclosure,,{},False,False,False,none
3288,False,False,0,,no verified company disclosure,,{},False,False,False,none
7743,False,False,0,,no verified company disclosure,,{},False,False,False,none
2264,False,False,0,,no verified company disclosure,,{},False,False,False,none
7719,False,False,0,,no verified company disclosure,,{},False,False,False,none
6023,False,False,0,,no verified company disclosure,,{},False,False,False,none
3708,False,False,0,,no verified company disclosure,,{},False,False,False,none
5013,False,False,0,,no verified company disclosure,,{},False,False,False,none
3201,False,False,0,,no verified company disclosure,,{},False,False,False,none
2127,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: quality_assurance,quality_assurance,"{""quality_assurance"": [""service""]}",False,False,True,keyword-only systematic hit
8029,False,False,0,,no verified company disclosure,,{},False,False,False,none
5185,False,False,0,,no verified company disclosure,,{},False,False,False,none
6737,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,factory_automation,"{""factory_automation"": [""sensor"", ""control""]}",False,False,True,keyword-only systematic hit
4272,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: semiconductor,semiconductor,"{""semiconductor"": [""materials""]}",False,False,True,keyword-only systematic hit
4471,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: semiconductor,semiconductor,"{""semiconductor"": [""materials""]}",False,False,True,keyword-only systematic hit
9535,False,False,0,,no verified company disclosure,,{},False,False,False,none
6728,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,factory_automation,"{""factory_automation"": [""sensor"", ""control""]}",False,False,True,keyword-only systematic hit
6504,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,factory_automation,"{""factory_automation"": [""sensor"", ""control""]}",False,False,True,keyword-only systematic hit
2281,False,False,0,,no verified company disclosure,,{},False,False,False,none
6960,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,factory_automation,"{""factory_automation"": [""sensor"", ""control""]}",False,False,True,keyword-only systematic hit
7806,False,False,0,,no verified company disclosure,,{},False,False,False,none
4626,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: semiconductor,semiconductor,"{""semiconductor"": [""materials""]}",False,False,True,keyword-only systematic hit
2153,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: quality_assurance,quality_assurance,"{""quality_assurance"": [""service""]}",False,False,True,keyword-only systematic hit
4666,False,False,0,,no verified company disclosure,,{},False,False,False,none
9729,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: quality_assurance,quality_assurance,"{""quality_assurance"": [""service""]}",False,False,True,keyword-only systematic hit
9279,False,False,0,,no verified company disclosure,,{},False,False,False,none
6941,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,factory_automation,"{""factory_automation"": [""sensor"", ""control""]}",False,False,True,keyword-only systematic hit
7740,False,False,0,,no verified company disclosure,,{},False,False,False,none
8008,False,False,0,,no verified company disclosure,,{},False,False,False,none
