code,ticker,company_name,sector,transformation_evidence_level,transformation_evidence_basis,emerging_evidence_level,evidence_level,evidence_level_label,evidence_snippet,evidence_source
8267,8267.T,"AEON CO.,LTD.",Retail Trade,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
7859,7859.T,ALMEDIO INC.,Other Products,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
7943,7943.T,NICHIHA CORPORATION,Glass and Ceramics Products,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
6658,6658.T,"Shirai Electronics Industrial Co.,Ltd.",Electric Appliances,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
4527,4527.T,"ROHTO PHARMACEUTICAL CO.,LTD.",Pharmaceutical,0,0 positive three-year financial improvement indicators,0,0,Level 0,no verified company disclosure,
9474,9474.T,"ZENRIN CO.,LTD.",Information & Communication,3,4 positive three-year financial improvement indicators,3,3,Level 3,ZENRIN describes a company-information database covering about five million records linked to building-level location data.,https://www.zenrin.co.jp/product/category/gis/contents/csd/index.html
5214,5214.T,"Nippon Electric Glass Co.,Ltd.",Glass and Ceramics Products,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
6250,6250.T,YAMABIKO CORPORATION,Machinery,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
9715,9715.T,transcosmos inc.,Services,1,1 positive three-year financial improvement indicators,0,1,Level 1,no verified company disclosure,
7701,7701.T,Shimadzu Corporation,Precision Instruments,3,3 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
8803,8803.T,"HEIWA REAL ESTATE CO.,LTD.",Real Estate,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
3864,3864.T,Mitsubishi Paper Mills Limited,Pulp and Paper,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
4205,4205.T,ZEON CORPORATION,Chemicals,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
5273,5273.T,"MITANI SEKISAN CO.,LTD.",Glass and Ceramics Products,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
8203,8203.T,MrMax Holdings Ltd.,Retail Trade,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
7956,7956.T,PIGEON CORPORATION,Other Products,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
7458,7458.T,"DAIICHIKOSHO CO.,LTD.",Wholesale Trade,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
9413,9413.T,TV TOKYO Holdings Corporation,Information & Communication,1,1 positive three-year financial improvement indicators,0,1,Level 1,no verified company disclosure,
6378,6378.T,"KIMURA CHEMICAL PLANTS CO.,LTD.",Machinery,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
7947,7947.T,FP CORPORATION,Chemicals,3,3 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
6282,6282.T,OILES CORPORATION,Machinery,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
1847,1847.T,"ICHIKEN Co.,Ltd.",Construction,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
9887,9887.T,"MATSUYA FOODS HOLDINGS CO.,LTD.",Retail Trade,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
4547,4547.T,"KISSEI PHARMACEUTICAL CO.,LTD.",Pharmaceutical,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
2784,2784.T,Alfresa Holdings Corporation,Wholesale Trade,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
6584,6584.T,"Sanoh Industrial Co.,Ltd.",Transportation Equipment,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
4028,4028.T,"ISHIHARA SANGYO KAISHA,LTD.",Chemicals,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
4768,4768.T,OTSUKA CORPORATION,Information & Communication,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
6371,6371.T,TSUBAKIMOTO CHAIN CO.,Machinery,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
9418,9418.T,"U-NEXT HOLDINGS Co.,Ltd.",Information & Communication,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
1332,1332.T,Nissui Corporation,"Fishery, Agriculture and Forestry",3,3 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
2871,2871.T,NICHIREI CORPORATION,Foods,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
1969,1969.T,"Takasago Thermal Engineering Co.,Ltd.",Construction,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
8043,8043.T,Starzen Company Limited,Wholesale Trade,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
9005,9005.T,TOKYU CORPORATION,Land Transportation,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
7972,7972.T,ITOKI CORPORATION,Other Products,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
7685,7685.T,"BuySell Technologies Co.,Ltd.",Wholesale Trade,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
8185,8185.T,"CHIYODA CO.,LTD.",Retail Trade,3,3 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
6103,6103.T,OKUMA Corporation,Machinery,1,1 positive three-year financial improvement indicators,0,1,Level 1,no verified company disclosure,
8897,8897.T,"MIRARTH HOLDINGS,Inc.",Real Estate,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
8136,8136.T,"Sanrio Company,Ltd.",Wholesale Trade,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
5332,5332.T,TOTO LTD.,Glass and Ceramics Products,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
6932,6932.T,ENDO Lighting Corporation,Electric Appliances,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
6718,6718.T,"AIPHONE CO.,LTD.",Electric Appliances,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
4530,4530.T,"HISAMITSU PHARMACEUTICAL CO.,INC.",Pharmaceutical,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
4634,4634.T,"artience Co.,Ltd.",Chemicals,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
6432,6432.T,"TAKEUCHI MFG.CO.,LTD.",Machinery,3,3 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
7846,7846.T,PILOT CORPORATION,Other Products,1,1 positive three-year financial improvement indicators,0,1,Level 1,no verified company disclosure,
9882,9882.T,YELLOW HAT LTD.,Wholesale Trade,1,1 positive three-year financial improvement indicators,0,1,Level 1,no verified company disclosure,
7745,7745.T,"A&D HOLON Holdings Company,Limited",Precision Instruments,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
6351,6351.T,"TSURUMI MANUFACTURING CO.,LTD.",Machinery,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
4617,4617.T,"Chugoku Marine Paints,Ltd.",Chemicals,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
3191,3191.T,"JOYFUL HONDA CO.,LTD.",Retail Trade,1,1 positive three-year financial improvement indicators,0,1,Level 1,no verified company disclosure,
5715,5715.T,"FURUKAWA CO.,LTD.",Nonferrous Metals,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
6951,6951.T,JEOL Ltd.,Electric Appliances,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
5711,5711.T,Mitsubishi Materials Corporation,Nonferrous Metals,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
9678,9678.T,"KANAMOTO CO.,LTD.",Services,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
4368,4368.T,"FUSO CHEMICAL CO.,LTD.",Chemicals,1,1 positive three-year financial improvement indicators,0,1,Level 1,no verified company disclosure,
4553,4553.T,"TOWA PHARMACEUTICAL CO.,LTD.",Pharmaceutical,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
9536,9536.T,"SAIBU GAS HOLDINGS CO.,LTD.",Electric Power and Gas,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
4350,4350.T,"MEDICAL SYSTEM NETWORK Co.,Ltd.",Retail Trade,1,1 positive three-year financial improvement indicators,0,1,Level 1,no verified company disclosure,
7283,7283.T,"AISAN INDUSTRY CO.,LTD.",Transportation Equipment,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
9532,9532.T,"OSAKA GAS CO.,LTD.",Electric Power and Gas,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
7373,7373.T,"Aidma Holdings,Inc.",Services,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
6465,6465.T,HOSHIZAKI CORPORATION,Machinery,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
5975,5975.T,Topre Corporation,Metal Products,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
7226,7226.T,"KYOKUTO KAIHATSU KOGYO CO.,LTD.",Transportation Equipment,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
9076,9076.T,"SEINO HOLDINGS CO.,LTD.",Land Transportation,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
6670,6670.T,"MCJ Co.,Ltd.",Electric Appliances,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
4979,4979.T,"OAT Agrio Co.,Ltd.",Chemicals,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
8179,8179.T,"ROYAL HOLDINGS Co., Ltd.",Retail Trade,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
2003,2003.T,"NITTO FUJI FLOUR MILLING CO.,LTD.",Foods,3,3 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
2915,2915.T,"KENKO Mayonnaise Co.,Ltd.",Foods,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
4526,4526.T,"RIKEN VITAMIN CO.,LTD.",Foods,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
8005,8005.T,Scroll Corporation,Retail Trade,3,3 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
4681,4681.T,"RESORTTRUST,INC.",Services,3,3 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
9746,9746.T,TKC Corporation,Information & Communication,3,3 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
3034,3034.T,"Qol Holdings Co.,Ltd.",Retail Trade,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
7575,7575.T,"Japan Lifeline Co.,Ltd.",Wholesale Trade,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
7762,7762.T,"Citizen Watch Co.,Ltd.",Precision Instruments,3,3 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
2585,2585.T,"LIFEDRINK COMPANY,INC.",Foods,3,3 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
3907,3907.T,Silicon Studio Corp.,Information & Communication,3,3 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
3089,3089.T,"Techno Alpha Co.,Ltd.",Wholesale Trade,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
4064,4064.T,"Nippon Carbide Industries Company,Incorporated",Chemicals,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
8007,8007.T,"Takashima & Co.,Ltd.",Wholesale Trade,3,3 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
5943,5943.T,NORITZ CORPORATION,Metal Products,3,3 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
4443,4443.T,"Sansan,Inc.",Information & Communication,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
3097,3097.T,The Monogatari Corporation,Retail Trade,1,1 positive three-year financial improvement indicators,0,1,Level 1,no verified company disclosure,
7309,7309.T,SHIMANO INC.,Transportation Equipment,1,1 positive three-year financial improvement indicators,0,1,Level 1,no verified company disclosure,
9039,9039.T,"Sakai Moving Service Co.,Ltd.",Land Transportation,1,1 positive three-year financial improvement indicators,0,1,Level 1,no verified company disclosure,
6413,6413.T,RISO KAGAKU CORPORATION,Machinery,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
2331,2331.T,"ALSOK CO.,LTD.",Services,3,3 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
6835,6835.T,ALLIED TELESIS HOLDINGS K.K.,Electric Appliances,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
4685,4685.T,"Ryoyu Systems Co.,Ltd.",Information & Communication,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
7906,7906.T,"YONEX CO.,LTD.",Other Products,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
4045,4045.T,"TOAGOSEI CO.,LTD.",Chemicals,3,3 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
1873,1873.T,"NIHON HOUSE HOLDINGS CO.,LTD.",Construction,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
7483,7483.T,"DOSHISHA CO.,LTD.",Wholesale Trade,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
6703,6703.T,"Oki Electric Industry Company,Limited",Electric Appliances,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
3415,3415.T,"TOKYO BASE Co.,Ltd.",Retail Trade,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
4985,4985.T,Earth Corporation,Chemicals,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
3636,3636.T,"Mitsubishi Research Institute,Inc.",Information & Communication,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
7241,7241.T,"FUTABA INDUSTRIAL CO.,LTD.",Transportation Equipment,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
8153,8153.T,"MOS FOOD SERVICES,INC.",Wholesale Trade,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
6637,6637.T,"TERASAKI ELECTRIC CO.,LTD.",Electric Appliances,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
3099,3099.T,Isetan Mitsukoshi Holdings Ltd.,Retail Trade,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
7246,7246.T,"PRESS KOGYO CO.,LTD.",Transportation Equipment,0,0 positive three-year financial improvement indicators,0,0,Level 0,no verified company disclosure,
4031,4031.T,Katakura & Co-op Agri Corporation,Chemicals,0,0 positive three-year financial improvement indicators,0,0,Level 0,no verified company disclosure,
3399,3399.T,Maruchiyo Yamaokaya Corporation,Retail Trade,3,3 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
3355,3355.T,KURIYAMA HOLDINGS CORPORATION,Wholesale Trade,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
6644,6644.T,"Osaki Electric Co.,Ltd.",Electric Appliances,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
8130,8130.T,Sangetsu Corporation,Wholesale Trade,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
5253,5253.T,COVER Corporation,Information & Communication,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
2875,2875.T,"TOYO SUISAN KAISHA,LTD.",Foods,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
6140,6140.T,"Asahi Diamond Industrial Co.,Ltd.",Machinery,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
3696,3696.T,CERES INC.,Information & Communication,3,3 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
3911,3911.T,Aiming Inc.,Information & Communication,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
6272,6272.T,"RHEON AUTOMATIC MACHINERY CO.,LTD.",Machinery,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
6961,6961.T,ENPLAS CORPORATION,Electric Appliances,1,1 positive three-year financial improvement indicators,0,1,Level 1,no verified company disclosure,
6257,6257.T,"FUJISHOJI CO.,LTD.",Machinery,1,1 positive three-year financial improvement indicators,0,1,Level 1,no verified company disclosure,
5632,5632.T,"Mitsubishi Steel Mfg.Co.,Ltd.",Iron and Steel,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
9405,9405.T,ASAHI BROADCASTING GROUP HOLDINGS CORPORATION,Information & Communication,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
3946,3946.T,"TOMOKU CO.,LTD.",Pulp and Paper,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
8035,8035.T,Tokyo Electron Limited,Electric Appliances,3,3 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
6238,6238.T,FURYU CORPORATION,Machinery,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
9332,9332.T,"NISSO HOLDINGS Co.,Ltd.",Services,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
5142,5142.T,Achilles Corporation,Chemicals,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
9602,9602.T,"TOHO CO.,LTD",Information & Communication,1,1 positive three-year financial improvement indicators,0,1,Level 1,no verified company disclosure,
4044,4044.T,"Central Glass Co.,Ltd.",Chemicals,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
9823,9823.T,Mammy Mart Holdings Corporation,Retail Trade,1,1 positive three-year financial improvement indicators,0,1,Level 1,no verified company disclosure,
7965,7965.T,Zojirushi Corporation,Electric Appliances,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
9304,9304.T,Shibusawa Logistics Corporation,Warehousing and Harbor Transportation Service,3,3 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
6592,6592.T,"MABUCHI MOTOR CO.,LTD.",Electric Appliances,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
5301,5301.T,"TOKAI CARBON CO.,LTD.",Glass and Ceramics Products,1,1 positive three-year financial improvement indicators,0,1,Level 1,no verified company disclosure,
3395,3395.T,"Saint Marc Holdings Co.,Ltd.",Retail Trade,3,3 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
7482,7482.T,"SHIMOJIMA Co.,Ltd.",Wholesale Trade,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
4021,4021.T,Nissan Chemical Corporation,Chemicals,1,1 positive three-year financial improvement indicators,0,1,Level 1,no verified company disclosure,
6777,6777.T,santec Holdings Corporation,Electric Appliances,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
6958,6958.T,CMK CORPORATION,Electric Appliances,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
7780,7780.T,"Menicon Co.,Ltd.",Precision Instruments,1,1 positive three-year financial improvement indicators,0,1,Level 1,no verified company disclosure,
3064,3064.T,"MonotaRO Co.,Ltd.",Retail Trade,3,3 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
7014,7014.T,"Namura Shipbuilding Co.,Ltd.",Transportation Equipment,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
9856,9856.T,"KU HOLDINGS CO.,LTD.",Retail Trade,1,1 positive three-year financial improvement indicators,0,1,Level 1,no verified company disclosure,
6535,6535.T,"i-mobile Co.,Ltd.",Services,3,3 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
7276,7276.T,"KOITO MANUFACTURING CO.,LTD.",Electric Appliances,3,3 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
8032,8032.T,JAPAN PULP AND PAPER COMPANY LIMITED,Wholesale Trade,1,1 positive three-year financial improvement indicators,0,1,Level 1,no verified company disclosure,
2222,2222.T,"Kotobuki Spirits Co.,Ltd.",Foods,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
9064,9064.T,"YAMATO HOLDINGS CO.,LTD.",Land Transportation,1,1 positive three-year financial improvement indicators,0,1,Level 1,no verified company disclosure,
5988,5988.T,"PIOLAX,INC.",Metal Products,1,1 positive three-year financial improvement indicators,0,1,Level 1,no verified company disclosure,
2060,2060.T,"FEED ONE CO.,LTD.",Foods,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
5232,5232.T,"Sumitomo Osaka Cement Co.,Ltd.",Glass and Ceramics Products,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
5981,5981.T,"TOKYO ROPE MFG.CO.,LTD",Metal Products,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
6445,6445.T,JANOME Corporation,Machinery,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
6088,6088.T,SIGMAXYZ Holdings Inc.,Services,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
8051,8051.T,YAMAZEN CORPORATION,Wholesale Trade,1,1 positive three-year financial improvement indicators,0,1,Level 1,no verified company disclosure,
7735,7735.T,"SCREEN Holdings Co.,Ltd.",Electric Appliances,3,6 positive three-year financial improvement indicators,2,3,Level 3,SCREEN identifies semiconductor production equipment and world-leading wet etch and clean equipment as core businesses.,https://www.screen.co.jp/en/overview
3176,3176.T,"Sanyo Trading Co.,Ltd.",Wholesale Trade,1,1 positive three-year financial improvement indicators,0,1,Level 1,no verified company disclosure,
3231,3231.T,"Nomura Real Estate Holdings,Inc.",Real Estate,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
8150,8150.T,"SANSHIN ELECTRONICS CO.,LTD.",Wholesale Trade,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
9743,9743.T,"TANSEISHA CO.,LTD.",Services,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
3320,3320.T,CROSS PLUS INC.,Wholesale Trade,1,1 positive three-year financial improvement indicators,0,1,Level 1,no verified company disclosure,
3105,3105.T,Nisshinbo Holdings Inc.,Electric Appliances,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
6845,6845.T,Azbil Corporation,Electric Appliances,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
6750,6750.T,"ELECOM CO.,LTD.",Electric Appliances,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
4886,4886.T,"ASKA Pharmaceutical Holdings Co.,Ltd.",Pharmaceutical,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
7991,7991.T,"MAMIYA-OP CO.,LTD",Machinery,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
7537,7537.T,MARUBUN CORPORATION,Wholesale Trade,3,3 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
9278,9278.T,BOOKOFF GROUP HOLDINGS LIMITED,Retail Trade,3,3 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
9627,9627.T,AIN HOLDINGS INC.,Retail Trade,1,1 positive three-year financial improvement indicators,0,1,Level 1,no verified company disclosure,
3186,3186.T,"NEXTAGE Co.,Ltd.",Retail Trade,1,1 positive three-year financial improvement indicators,0,1,Level 1,no verified company disclosure,
8801,8801.T,"Mitsui Fudosan Co.,Ltd.",Real Estate,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
9828,9828.T,Genki Global Dining Concepts Corporation,Retail Trade,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
3289,3289.T,Tokyu Fudosan Holdings Corporation,Real Estate,3,3 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
6920,6920.T,Lasertec Corporation,Electric Appliances,3,5 positive three-year financial improvement indicators,2,3,Level 3,Lasertec states that EUV mask blank inspection is a de facto standard and its inspection systems are crucial to semiconductor manufacturing.,https://www.lasertec.co.jp/en/company/business.html
6638,6638.T,"MIMAKI ENGINEERING CO.,LTD.",Electric Appliances,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
9416,9416.T,VISION INC.,Information & Communication,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
2910,2910.T,"ROCK FIELD CO.,LTD.",Foods,3,3 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
7747,7747.T,"ASAHI INTECC CO.,LTD.",Precision Instruments,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
4216,4216.T,ASAHI YUKIZAI CORPORATION,Chemicals,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
6674,6674.T,GS Yuasa Corporation,Electric Appliances,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
6146,6146.T,DISCO CORPORATION,Machinery,3,5 positive three-year financial improvement indicators,2,3,Level 3,DISCO supplies precision cutting grinding and polishing equipment plus consumable tools mainly to semiconductor and electronic-component manufacturers.,https://www.disco.co.jp/eg/introduction/index.html
3635,3635.T,"KOEI TECMO HOLDINGS CO.,LTD.",Information & Communication,3,3 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
5901,5901.T,"Toyo Seikan Group Holdings,Ltd.",Metal Products,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
8097,8097.T,"SAN-AI OBBLI CO.,LTD.",Wholesale Trade,0,0 positive three-year financial improvement indicators,0,0,Level 0,no verified company disclosure,
3569,3569.T,"SEIREN CO.,LTD.",Textiles and Apparels,3,3 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
6890,6890.T,Ferrotec Corporation,Electric Appliances,1,1 positive three-year financial improvement indicators,0,1,Level 1,no verified company disclosure,
7980,7980.T,"SHIGEMATSU WORKS CO.,LTD.",Other Products,1,1 positive three-year financial improvement indicators,0,1,Level 1,no verified company disclosure,
9616,9616.T,"KYORITSU MAINTENANCE CO.,LTD.",Services,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
4694,4694.T,"BML,INC.",Services,0,0 positive three-year financial improvement indicators,0,0,Level 0,no verified company disclosure,
2301,2301.T,"GAKUJO CO.,Ltd.",Services,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
7305,7305.T,"ARAYA INDUSTRIAL CO.,LTD.",Iron and Steel,0,0 positive three-year financial improvement indicators,0,0,Level 0,no verified company disclosure,
5959,5959.T,"OKABE CO.,LTD.",Metal Products,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
3003,3003.T,"Hulic Co.,Ltd.",Real Estate,1,1 positive three-year financial improvement indicators,0,1,Level 1,no verified company disclosure,
7050,7050.T,FRONTIER INTERNATIONAL INC.,Services,0,0 positive three-year financial improvement indicators,0,0,Level 0,no verified company disclosure,
4919,4919.T,"Milbon Co.,Ltd.",Chemicals,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
6136,6136.T,OSG Corporation,Machinery,3,3 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
3964,3964.T,AUCNET INC.,Information & Communication,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
3182,3182.T,Oisix ra daichi Inc.,Retail Trade,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
